A,B,_q0,_q1,_q2,_q3,_q4,_q5,_q6,_q7,_q8,_q9,_q10,_q11,_q12,_q13,_q14,_q15,_q16,_q17,_q18,_q19,_q20,_q21,_q22,_q23,_q24,_q25,_q26,_q27,_q28,_q29,_q30,_q31,_q32,_q33,_q34,_q35,_q36,_q37,_q38,_q39,_q40,_q41,_q42,_q43,_q44,_q45,_q46,_q47,_q48,_q49,_q50,_q51,_q52,_q53,_q54,_q55,_q56,_q57,_q58,_q59,_q60,_q61,_q62,_q63,_q64,_q65,_q66,_q67,_q68,_q69,_q70,_q71,_q72,_q73,_q74,_q75,_q76,_q77,_q78,_q79,_q80,_q81,_q82,_q83,_q84,_q85,_q86,_q87,_q88,_q89,_q90,_q91,_q92,_q93,_q94,_q95,_q96,_q97,_q98,_q99,_q100
0,0,0.42713,0.38574,0.34591,0.30783,0.27174,0.23770,0.20579,0.17617,0.14918,0.12492,0.10337,0.08461,0.06887,0.05624,0.04676,0.04045,0.03757,0.03805,0.04194,0.04940,0.06038,0.07491,0.09298,0.11452,0.13954,0.16803,0.20006,0.23541,0.27410,0.31588,0.36070,0.40854,0.45899,0.51212,0.56739,0.62473,0.68381,0.74472,0.80666,0.86967,0.93309,0.99679,1.06038,1.12373,1.18597,1.24706,1.30666,1.36447,1.42002,1.47311,1.52334,1.57055,1.61449,1.65484,1.69163,1.72452,1.75343,1.77827,1.79893,1.81554,1.82800,1.83642,1.84080,1.84122,1.83786,1.83078,1.82020,1.80619,1.78910,1.76884,1.74595,1.72052,1.69263,1.66233,1.63008,1.59570,1.55984,1.52224,1.48316,1.44272,1.40135,1.35868,1.31505,1.27044,1.22511,1.17895,1.13223,1.08491,1.03716,0.98916,0.94079,0.89226,0.84375,0.79521,0.74705,0.69915,0.65172,0.60490,0.55878,0.51372,0.46976
0,0,1.98237,1.93099,1.87922,1.82738,1.77579,1.72483,1.67499,1.62673,1.58019,1.53578,1.49374,1.45429,1.41777,1.38425,1.35387,1.32662,1.30253,1.28177,1.26425,1.24963,1.23792,1.22924,1.22323,1.21982,1.21868,1.21962,1.22238,1.22688,1.23284,1.24001,1.24827,1.25727,1.26704,1.27731,1.28796,1.29879,1.30990,1.32107,1.33222,1.34321,1.35439,1.36557,1.37673,1.38800,1.39957,1.41127,1.42346,1.43608,1.44928,1.46312,1.47793,1.49377,1.51073,1.52880,1.54834,1.56935,1.59167,1.61565,1.64130,1.66843,1.69713,1.72752,1.75947,1.79267,1.82714,1.86284,1.89954,1.93704,1.97511,2.01342,2.05197,2.09028,2.12819,2.16525,2.20125,2.23594,2.26886,2.29973,2.32831,2.35420,2.37712,2.39697,2.41325,2.42581,2.43460,2.43951,2.44002,2.43630,2.42828,2.41597,2.39927,2.37825,2.35334,2.32427,2.29151,2.25527,2.21593,2.17351,2.12865,2.08156,2.03282
0,0,0.21769,0.22480,0.23488,0.24769,0.26292,0.28014,0.29916,0.31967,0.34105,0.36313,0.38515,0.40678,0.42768,0.44755,0.46573,0.48223,0.49649,0.50833,0.51760,0.52392,0.52749,0.52827,0.52611,0.52126,0.51391,0.50427,0.49256,0.47923,0.46430,0.44855,0.43230,0.41570,0.39949,0.38405,0.36994,0.35730,0.34653,0.33804,0.33227,0.32936,0.32980,0.33338,0.34025,0.35050,0.36411,0.38087,0.40100,0.42404,0.44971,0.47785,0.50807,0.54010,0.57343,0.60774,0.64255,0.67728,0.71185,0.74546,0.77784,0.80862,0.83737,0.86378,0.88746,0.90818,0.92583,0.93987,0.95016,0.95689,0.95977,0.95870,0.95377,0.94515,0.93282,0.91689,0.89742,0.87475,0.84903,0.82074,0.79003,0.75723,0.72262,0.68668,0.64963,0.61181,0.57406,0.53629,0.49906,0.46285,0.42796,0.39467,0.36342,0.33458,0.30806,0.28469,0.26432,0.24725,0.23362,0.22343,0.21678,0.21364,0.21389
0,0,1.31913,1.34168,1.35965,1.37291,1.38090,1.38347,1.38015,1.37103,1.35603,1.33505,1.30801,1.27493,1.23606,1.19157,1.14173,1.08668,1.02693,0.96288,0.89493,0.82366,0.74972,0.67339,0.59545,0.51638,0.43694,0.35749,0.27884,0.20162,0.12627,0.05319,-0.01695,-0.08369,-0.14643,-0.20531,-0.25968,-0.30918,-0.35379,-0.39340,-0.42767,-0.45685,-0.48061,-0.49927,-0.51259,-0.52101,-0.52457,-0.52362,-0.51828,-0.50881,-0.49566,-0.47908,-0.45925,-0.43661,-0.41139,-0.38400,-0.35469,-0.32374,-0.29178,-0.25860,-0.22481,-0.19039,-0.15582,-0.12100,-0.08654,-0.05220,-0.01821,0.01545,0.04848,0.08100,0.11295,0.14457,0.17583,0.20680,0.23758,0.26836,0.29912,0.33015,0.36144,0.39330,0.42580,0.45911,0.49327,0.52860,0.56498,0.60262,0.64139,0.68133,0.72237,0.76446,0.80737,0.85105,0.89516,0.93959,0.98392,1.02790,1.07120,1.11337,1.15405,1.19256,1.22896,1.26246,1.29260
0,0,-0.51957,-0.48306,-0.43962,-0.38938,-0.33257,-0.26939,-0.20028,-0.12590,-0.04639,0.03745,0.12526,0.21634,0.31023,0.40604,0.50338,0.60141,0.69952,0.79703,0.89325,0.98778,1.07980,1.16880,1.25424,1.33570,1.41277,1.48489,1.55177,1.61331,1.66911,1.71916,1.76318,1.80117,1.83321,1.85936,1.87962,1.89409,1.90311,1.90679,1.90562,1.89962,1.88940,1.87502,1.85668,1.83484,1.80985,1.78220,1.75217,1.71987,1.68555,1.64975,1.61264,1.57426,1.53489,1.49492,1.45407,1.41250,1.37043,1.32772,1.28452,1.24077,1.19631,1.15130,1.10540,1.05867,1.01102,0.96226,0.91247,0.86145,0.80922,0.75562,0.70052,0.64416,0.58650,0.52738,0.46704,0.40560,0.34317,0.27993,0.21634,0.15247,0.08865,0.02511,-0.03787,-0.09957,-0.15969,-0.21792,-0.27369,-0.32647,-0.37582,-0.42141,-0.46256,-0.49876,-0.52978,-0.55515,-0.57448,-0.58751,-0.59381,-0.59324,-0.58563,-0.57085,-0.54881
0,0,1.44626,1.45670,1.46798,1.47985,1.49181,1.50347,1.51428,1.52400,1.53191,1.53756,1.54065,1.54090,1.53796,1.53152,1.52124,1.50694,1.48857,1.46616,1.43970,1.40950,1.37565,1.33850,1.29839,1.25571,1.21109,1.16486,1.11795,1.07082,1.02396,0.97838,0.93469,0.89354,0.85552,0.82137,0.79149,0.76656,0.74686,0.73303,0.72528,0.72368,0.72844,0.73948,0.75684,0.78028,0.80964,0.84463,0.88468,0.92937,0.97827,1.03051,1.08581,1.14338,1.20260,1.26256,1.32271,1.38224,1.44063,1.49740,1.55180,1.60325,1.65136,1.69581,1.73600,1.77190,1.80312,1.82956,1.85100,1.86766,1.87934,1.88619,1.88839,1.88626,1.87981,1.86941,1.85546,1.83848,1.81868,1.79640,1.77205,1.74610,1.71912,1.69120,1.66304,1.63500,1.60738,1.58082,1.55530,1.53129,1.50919,1.48913,1.47143,1.45626,1.44350,1.43372,1.42653,1.42217,1.42036,1.42114,1.42434,1.42979,1.43713
0,0,0.58702,0.56650,0.54600,0.52570,0.50586,0.48638,0.46752,0.44911,0.43147,0.41469,0.39862,0.38314,0.36845,0.35459,0.34149,0.32912,0.31746,0.30647,0.29599,0.28612,0.27670,0.26774,0.25909,0.25085,0.24252,0.23434,0.22609,0.21798,0.20970,0.20127,0.19268,0.18380,0.17469,0.16526,0.15553,0.14545,0.13538,0.12502,0.11460,0.10418,0.09376,0.08344,0.07352,0.06426,0.05554,0.04756,0.04057,0.03499,0.03057,0.02785,0.02682,0.02778,0.03082,0.03604,0.04354,0.05345,0.06571,0.08044,0.09767,0.11730,0.13940,0.16368,0.19011,0.21829,0.24831,0.27965,0.31232,0.34595,0.38030,0.41475,0.44933,0.48355,0.51707,0.54958,0.58084,0.61061,0.63868,0.66487,0.68874,0.71016,0.72914,0.74530,0.75880,0.76954,0.77754,0.78260,0.78494,0.78464,0.78168,0.77636,0.76877,0.75910,0.74753,0.73416,0.71923,0.70284,0.68537,0.66680,0.64751,0.62772,0.60750
0,0,0.00627,0.02148,0.03566,0.04902,0.06111,0.07219,0.08204,0.09064,0.09807,0.10424,0.10898,0.11229,0.11435,0.11492,0.11425,0.11196,0.10846,0.10360,0.09736,0.08987,0.08104,0.07109,0.06013,0.04825,0.03531,0.02174,0.00766,-0.00720,-0.02239,-0.03774,-0.05339,-0.06916,-0.08478,-0.10028,-0.11562,-0.13080,-0.14556,-0.16004,-0.17406,-0.18777,-0.20098,-0.21389,-0.22647,-0.23874,-0.25081,-0.26272,-0.27442,-0.28593,-0.29749,-0.30896,-0.32058,-0.33199,-0.34357,-0.35518,-0.36678,-0.37834,-0.38969,-0.40105,-0.41193,-0.42278,-0.43316,-0.44314,-0.45242,-0.46091,-0.46875,-0.47557,-0.48124,-0.48563,-0.48900,-0.49089,-0.49120,-0.48998,-0.48716,-0.48269,-0.47670,-0.46914,-0.45987,-0.44915,-0.43675,-0.42306,-0.40793,-0.39160,-0.37408,-0.35571,-0.33634,-0.31627,-0.29542,-0.27432,-0.25288,-0.23107,-0.20921,-0.18759,-0.16599,-0.14464,-0.12391,-0.10335,-0.08334,-0.06389,-0.04520,-0.02725,-0.00998
0,0,1.06053,1.11211,1.16387,1.21562,1.26683,1.31739,1.36726,1.41616,1.46390,1.51043,1.55578,1.60008,1.64306,1.68471,1.72528,1.76461,1.80275,1.84004,1.87618,1.91148,1.94575,1.97893,2.01121,2.04245,2.07262,2.10167,2.12951,2.15608,2.18116,2.20467,2.22661,2.24676,2.26491,2.28092,2.29487,2.30632,2.31525,2.32170,2.32535,2.32635,2.32440,2.31956,2.31173,2.30089,2.28709,2.27027,2.25050,2.22760,2.20182,2.17320,2.14171,2.10753,2.07080,2.03124,1.98925,1.94476,1.89807,1.84919,1.79815,1.74527,1.69064,1.63431,1.57659,1.51770,1.45791,1.39749,1.33646,1.27543,1.21433,1.15393,1.09443,1.03612,0.97941,0.92466,0.87240,0.82276,0.77635,0.73345,0.69456,0.65987,0.62975,0.60432,0.58381,0.56850,0.55842,0.55362,0.55414,0.55994,0.57081,0.58677,0.60757,0.63292,0.66250,0.69609,0.73324,0.77366,0.81667,0.86233,0.90995,0.95907,1.00941
0,0,0.43376,0.48811,0.54205,0.59564,0.64858,0.70070,0.75183,0.80183,0.85072,0.89820,0.94419,0.98846,1.03093,1.07161,1.11020,1.14657,1.18069,1.21241,1.24144,1.26767,1.29110,1.31157,1.32888,1.34284,1.35310,1.35989,1.36288,1.36183,1.35682,1.34757,1.33414,1.31641,1.29439,1.26764,1.23661,1.20131,1.16141,1.11728,1.06907,1.01687,0.96094,0.90146,0.83872,0.77300,0.70482,0.63433,0.56212,0.48858,0.41401,0.33897,0.26392,0.18925,0.11555,0.04314,-0.02728,-0.09540,-0.16112,-0.22384,-0.28322,-0.33907,-0.39080,-0.43859,-0.48204,-0.52108,-0.55557,-0.58555,-0.61094,-0.63168,-0.64799,-0.65983,-0.66735,-0.67059,-0.66959,-0.66488,-0.65640,-0.64430,-0.62874,-0.60996,-0.58819,-0.56349,-0.53612,-0.50612,-0.47381,-0.43913,-0.40228,-0.36344,-0.32275,-0.28031,-0.23630,-0.19062,-0.14362,-0.09527,-0.04557,0.00510,0.05679,0.10937,0.16248,0.21607,0.27029,0.32482,0.37922
