code,parent_code,name,level,alias_code,in_final_sut,comment
ai,,"industry activty, total",0,,,
ai_a,ai,"agriculture, forestry and fishing",1,,,
ai_01,ai_a,"crop and animal production, hunting and related service activities",2,,,
ai_011,ai_01,Growing of non-perennial crops,3,,,
ai_0111,ai_011,"Growing of cereals (except rice), leguminous crops and oil seeds",4,,,
ai_0111_1,ai_0111,Growing of bambara bean,5,,,
ai_0111_2,ai_0111,Growing of barley,5,,,
ai_0111_3,ai_0111,"Growing of bean, green",5,,,
ai_0111_4,ai_0111,"Growing of cereal, nes",5,,,
ai_0111_5,ai_0111,Growing of buckwheat,5,,,
ai_0111_6,ai_0111,Growing of wheat,5,,,
ai_0111_7,ai_0111,Growing of soybean,5,,,
ai_0111_8,ai_0111,Growing of rye,5,,,
ai_0111_9,ai_0111,Growing of safflower seed,5,,,
ai_0111_10,ai_0111,Growing of sesame seed,5,,,
ai_0111_11,ai_0111,Growing of sorghum,5,,,
ai_0111_12,ai_0111,Growing of germ of wheat,5,,,
ai_0111_13,ai_0111,"production of pea, dry",5,,,
ai_0111_14,ai_0111,Growing of castor bean,5,,,
ai_0111_15,ai_0111,Growing of linseed,5,,,
ai_0111_16,ai_0111,Growing of lupin,5,,,
ai_0111_17,ai_0111,production of mixed grain,5,,,
ai_0111_18,ai_0111,"production of chick-peas, dry",5,,,
ai_0111_19,ai_0111,Growing of maize,5,,,
ai_0111_20,ai_0111,Growing of green corn (maize),5,,,
ai_0111_21,ai_0111,Growing of oilseed nes,5,,,
ai_0111_22,ai_0111,"Growing of groundnut, in shell",5,,,
ai_0111_23,ai_0111,Growing of rapeseed or colza seed,5,,,
ai_0111_24,ai_0111,Growing of mustard seed,5,,,
ai_0111_25,ai_0111,"Growing of broad bean, green",5,,,
ai_0111_26,ai_0111,Growing of millet,5,,,
ai_0111_27,ai_0111,Growing of fonio,5,,,
ai_0111_28,ai_0111,Growing of oat,5,,,
ai_0111_29,ai_0111,Growing of okra,5,,,
ai_0111_30,ai_0111,"Growing of pea, green",5,,,
ai_0111_31,ai_0111,Growing of vetch,5,,,
ai_0111_32,ai_0111,Growing of quinoa,5,,,
ai_0111_33,ai_0111,Growing of poppy seed,5,,,
ai_0111_34,ai_0111,Growing of pigeon pea,5,,,
ai_0111_35,ai_0111,"production of lentil, dry",5,,,
ai_0111_36,ai_0111,Growing of puls nes,5,,,
ai_0111_37,ai_0111,"production of cow pea, dry",5,,,
ai_0111_38,ai_0111,Growing of string bean,5,,,
ai_0111_39,ai_0111,Growing of triticale,5,,,
ai_0112,ai_011,Growing of rice,4,,,
ai_0113,ai_011,"Growing of vegetables and melons, roots and tubers",4,,,
ai_0113_1,ai_0113,Growing of artichoke,5,,,
ai_0113_2,ai_0113,Growing of asparagus,5,,,
ai_0113_3,ai_0113,Growing of carrot,5,,,
ai_0113_4,ai_0113,Growing of cassava,5,,,
ai_0113_5,ai_0113,Growing of cucumber and gherkin,5,,,
ai_0113_6,ai_0113,Growing of cabbage,5,,,
ai_0113_7,ai_0113,Growing of eggplant,5,,,
ai_0113_8,ai_0113,"Growing of tomato, fresh",5,,,
ai_0113_9,ai_0113,Growing of cauliflower and broccoli,5,,,
ai_0113_10,ai_0113,Growing of spinach,5,,,
ai_0113_11,ai_0113,Growing of chicory root,5,,,
ai_0113_12,ai_0113,Growing of lettuce and chicory,5,,,
ai_0113_13,ai_0113,"Growing of melon, cantaloup",5,,,
ai_0113_14,ai_0113,Growing of melonseed,5,,,
ai_0113_15,ai_0113,Growing of mushroom,5,,,
ai_0113_16,ai_0113,"Growing of onion, shallots (green)",5,,,
ai_0113_17,ai_0113,Growing of garlic,5,,,
ai_0113_18,ai_0113,Growing of leek and other alliaceous vegetable,5,,,
ai_0113_19,ai_0113,Growing of sugar beet,5,,,
ai_0113_20,ai_0113,Growing of potato,5,,,
ai_0113_21,ai_0113,Growing of sunflower seed,5,,,
ai_0113_22,ai_0113,Growing of sweet potato,5,,,
ai_0113_23,ai_0113,Growing of yam,5,,,
ai_0113_24,ai_0113,Growing of root and tubers nes,5,,,
ai_0113_25,ai_0113,Growing of watermelon,5,,,
ai_0113_26,ai_0113,Growing of canary seed,5,,,
ai_0113_27,ai_0113,"production of onion, dry",5,,,
ai_0113_28,ai_0113,"Growing of vegetable, fresh n.e.s.",5,,,
ai_0114,ai_011,Growing of sugar cane,4,,,
