GROUP,_IND,_q0,_q1,_q2,_q3,_q4,_q5,_q6,_q7,_q8,_q9,_q10,_q11,_q12,_q13,_q14,_q15,_q16,_q17,_q18,_q19,_q20,_q21,_q22,_q23,_q24,_q25,_q26,_q27,_q28,_q29,_q30,_q31,_q32,_q33,_q34,_q35,_q36,_q37,_q38,_q39,_q40,_q41,_q42,_q43,_q44,_q45,_q46,_q47,_q48,_q49,_q50,_q51,_q52,_q53,_q54,_q55,_q56,_q57,_q58,_q59,_q60,_q61,_q62,_q63,_q64,_q65,_q66,_q67,_q68,_q69,_q70,_q71,_q72,_q73,_q74,_q75,_q76,_q77,_q78,_q79,_q80,_q81,_q82,_q83,_q84,_q85,_q86,_q87,_q88,_q89,_q90,_q91,_q92,_q93,_q94,_q95,_q96,_q97,_q98,_q99,_q100
0,0,-33.09845,-33.39589,-33.47294,-34.08964,-34.85654,-35.96037,-37.33693,-38.61919,-39.92872,-41.30754,-42.35865,-43.45594,-44.56390,-45.48042,-46.29509,-47.26282,-48.00093,-48.94634,-49.93945,-51.15901,-52.38817,-53.62138,-54.85674,-55.99152,-57.32220,-58.25379,-59.12019,-60.26956,-61.44450,-62.48346,-63.49376,-64.72603,-65.56527,-66.37621,-67.19057,-67.93531,-68.38270,-68.95693,-69.31859,-69.63477,-69.96365,-70.30987,-70.49430,-70.81634,-71.07975,-71.26471,-71.33503,-71.51179,-71.71776,-71.87322,-71.94563,-71.92242,-71.95952,-71.95240,-71.94691,-71.87458,-71.80489,-71.58415,-71.38329,-71.31738,-71.17289,-70.91043,-70.49610,-70.22401,-69.76200,-69.32486,-68.87935,-68.35563,-67.76390,-67.03119,-66.39423,-65.60253,-65.08392,-64.16501,-63.30856,-62.44713,-61.52069,-60.54823,-59.59326,-58.58450,-57.40647,-56.32655,-55.06678,-54.01348,-52.70732,-51.50023,-50.13937,-48.91004,-47.66065,-46.27432,-44.84262,-43.64611,-42.19873,-41.01937,-39.71410,-38.60082,-37.27419,-36.09482,-35.12721,-33.98789,-33.05956
0,0,-27.70484,-27.01786,-26.52120,-26.05564,-26.13290,-26.41361,-27.43621,-28.53371,-29.84278,-30.96789,-31.94422,-32.70684,-33.16233,-33.55744,-33.69812,-33.99654,-34.97532,-36.42864,-38.35381,-41.00854,-43.59525,-46.14225,-48.71239,-50.34279,-51.80840,-52.74771,-53.24873,-53.68518,-53.93783,-54.18021,-54.48739,-54.79579,-54.95588,-55.03130,-55.34456,-55.85739,-56.45703,-56.93313,-57.77638,-58.65466,-59.29227,-60.03294,-60.56561,-60.99341,-61.42568,-61.76577,-61.98621,-61.98563,-61.95260,-61.86858,-61.71857,-61.42850,-61.20154,-60.97345,-60.58383,-60.40693,-60.09683,-59.65434,-59.34845,-58.72405,-58.43494,-58.08495,-57.64676,-57.23159,-56.78009,-56.14141,-55.66518,-55.11411,-54.55573,-53.76886,-53.21475,-52.47446,-51.65838,-50.84818,-49.99375,-49.10424,-48.04523,-46.94971,-45.84117,-44.78616,-43.55815,-42.37241,-40.85907,-39.56094,-38.07475,-36.69073,-35.21273,-33.92129,-32.44534,-31.10084,-29.75290,-28.33533,-27.04806,-25.65322,-24.68086,-23.68867,-22.65583,-21.71429,-21.10661,-20.53293,-20.04320
0,0,-37.63149,-36.75167,-36.36485,-35.82892,-36.10259,-36.63682,-37.75669,-39.07089,-40.19679,-41.32832,-42.21685,-42.98532,-43.80595,-44.77181,-46.12709,-47.67307,-49.34218,-51.23155,-53.34396,-55.24020,-57.21252,-58.93788,-60.49247,-61.88486,-63.25795,-64.28523,-65.45187,-66.24356,-66.99535,-67.85515,-68.40327,-69.15317,-69.68359,-70.28445,-70.85340,-71.30890,-71.86066,-72.40234,-72.76294,-73.20861,-73.62853,-73.70201,-73.88909,-74.17164,-74.38867,-74.50853,-74.54589,-74.71473,-74.77283,-74.87868,-74.89666,-74.89033,-74.87350,-74.92141,-74.74527,-74.68128,-74.48298,-74.19768,-73.98229,-73.70738,-73.43858,-73.13568,-72.77049,-72.34340,-71.99006,-71.64774,-71.02576,-70.41533,-69.83709,-69.39276,-68.66347,-68.04336,-67.42446,-66.54180,-65.80975,-64.78293,-63.94347,-62.89709,-61.86387,-60.41341,-59.32805,-57.80164,-56.39783,-54.86900,-53.17941,-51.41195,-49.65642,-47.81799,-45.93225,-44.01201,-42.22626,-40.52968,-38.68829,-37.27022,-35.70467,-34.43453,-33.20416,-32.23525,-31.38070,-30.48178,-29.81861
0,0,-31.25252,-31.23079,-31.43970,-32.02930,-32.93585,-34.18683,-35.59051,-37.28631,-38.73807,-40.14685,-41.71201,-42.86084,-43.86502,-44.50465,-45.43734,-46.26659,-47.05534,-47.93408,-48.80649,-49.58718,-50.55101,-51.57871,-52.53343,-53.65372,-54.77984,-56.27819,-57.78569,-59.19372,-60.74790,-62.34333,-63.90780,-65.04491,-66.05883,-67.05836,-67.57059,-67.98762,-68.29570,-68.75723,-68.93292,-69.03442,-69.28871,-69.60579,-69.90886,-70.20327,-70.55234,-70.86319,-71.00547,-71.33959,-71.63214,-71.88428,-71.91481,-71.82652,-71.79539,-71.67633,-71.40747,-71.31889,-70.99493,-70.63093,-70.16427,-69.64328,-69.25221,-68.78848,-68.21193,-67.71322,-66.99404,-66.49269,-65.84465,-65.13407,-64.38486,-63.46921,-62.78388,-61.84453,-60.86835,-59.70457,-58.38040,-57.44418,-56.21213,-54.91368,-53.77174,-52.25608,-50.68990,-49.28677,-47.68382,-46.21439,-44.59549,-42.79010,-41.26758,-39.48345,-38.17055,-36.44691,-34.72351,-33.05737,-31.41313,-29.80263,-28.17606,-26.78961,-24.91498,-23.53456,-22.08351,-20.72693,-19.65579
0,0,-33.23246,-33.72727,-34.40209,-35.28469,-36.87163,-38.65824,-40.63728,-42.43024,-44.11040,-45.93863,-47.46432,-48.90178,-50.58812,-52.50259,-54.22599,-55.77003,-57.38298,-58.74455,-60.35761,-61.70258,-63.07566,-64.21805,-65.88726,-67.12020,-68.52866,-69.70647,-70.96279,-72.15023,-72.93860,-73.71935,-74.39927,-75.08783,-75.51480,-76.27727,-76.96397,-77.35132,-77.88281,-78.28623,-78.67995,-78.95959,-79.58065,-79.81615,-80.11188,-80.52235,-80.79874,-81.03035,-81.34643,-81.54387,-81.52658,-81.58256,-81.68230,-81.44512,-81.47529,-81.40044,-81.23292,-81.10631,-80.93401,-80.84104,-80.50767,-80.25214,-79.92539,-79.48902,-79.14947,-78.71360,-78.10255,-77.67593,-77.14108,-76.53730,-76.03540,-75.58753,-74.78768,-74.16379,-73.45697,-72.57199,-71.57615,-70.69671,-69.63960,-68.70870,-67.63024,-66.27951,-65.24681,-64.07688,-62.63736,-61.42945,-59.99634,-58.45435,-56.82991,-55.39108,-53.73710,-51.96957,-50.01771,-48.22770,-46.55428,-44.57318,-42.89155,-41.23017,-39.57814,-38.04874,-36.72095,-35.55703,-34.75398
0,0,-33.74427,-33.19210,-33.02953,-33.32697,-34.34565,-36.05396,-37.72611,-39.92684,-42.26518,-44.37323,-45.94895,-47.25404,-48.33762,-49.20929,-49.92903,-50.81970,-51.50115,-52.35673,-53.15413,-54.18995,-55.03443,-55.66382,-56.48428,-57.73311,-59.06538,-60.71158,-62.48650,-64.67333,-66.34849,-68.29901,-69.83564,-71.04166,-72.08740,-72.92393,-73.40780,-73.90764,-74.39508,-74.73224,-74.89646,-75.04624,-75.20583,-75.31430,-75.48807,-75.74724,-76.00197,-76.13273,-76.41103,-76.74430,-76.91065,-77.13657,-77.26456,-77.47285,-77.65532,-77.88599,-77.75842,-77.80865,-77.85933,-77.97066,-77.81639,-77.56514,-77.34978,-77.26172,-76.85994,-76.69068,-76.14572,-75.51119,-75.04889,-74.44170,-73.83759,-73.25017,-72.64608,-72.00557,-71.18512,-70.30612,-69.36547,-68.20427,-67.41451,-66.41998,-65.27883,-64.11986,-62.91070,-61.50316,-60.05729,-58.60077,-56.93499,-55.40200,-53.53400,-51.84521,-49.84721,-47.72382,-45.89284,-43.80428,-41.82445,-39.78634,-37.46989,-35.73086,-33.91290,-32.30540,-30.92510,-29.64056,-28.81468
0,0,-35.90388,-34.85319,-34.37143,-34.06990,-34.12804,-34.82946,-35.82922,-36.90285,-37.81692,-38.60893,-39.20679,-39.81461,-40.75472,-41.36212,-42.16433,-42.82865,-43.76376,-44.74741,-45.75270,-46.97178,-48.09075,-49.52097,-50.91667,-52.24633,-53.80923,-55.04972,-56.35859,-57.67833,-59.28940,-60.58616,-61.50924,-62.28687,-63.10935,-63.61247,-63.87722,-64.27132,-64.81433,-65.15676,-65.33934,-65.62828,-66.02672,-66.43719,-66.94001,-67.30882,-67.61762,-67.95186,-68.21559,-68.38953,-68.55464,-68.64521,-68.72001,-68.55417,-68.13075,-67.95631,-67.82347,-67.42765,-67.07403,-66.73179,-66.23413,-65.67371,-65.15506,-64.61862,-64.10747,-63.73683,-63.13551,-62.31671,-61.54230,-60.72532,-59.91192,-58.73862,-57.81469,-57.24141,-56.14162,-54.85473,-53.62310,-52.73775,-51.47607,-50.09042,-48.90782,-47.57634,-46.50777,-45.35979,-44.28005,-43.19374,-41.93142,-40.72363,-39.49634,-38.51292,-37.41301,-36.52894,-35.66172,-34.99779,-34.41199,-33.73861,-33.48773,-33.05428,-32.59698,-32.45192,-32.36118,-32.39637,-32.42865
0,0,-30.23374,-30.26275,-30.42705,-31.12485,-31.67826,-33.07154,-34.47602,-36.31749,-38.87838,-41.37566,-43.74455,-46.30098,-48.07235,-49.79905,-51.26780,-52.71304,-54.20249,-55.12747,-56.40778,-57.39428,-58.45642,-59.44818,-60.66107,-62.00374,-62.84772,-63.76582,-64.50509,-65.69634,-67.30217,-68.31694,-69.68823,-70.84290,-72.30853,-73.39377,-74.46916,-75.27885,-76.19230,-76.79827,-77.39268,-77.94470,-78.35696,-78.63570,-79.00353,-79.64347,-79.84704,-80.18508,-80.41444,-80.77094,-81.22796,-81.35413,-81.65587,-81.76107,-81.89413,-82.01733,-82.20839,-82.32384,-82.27667,-81.99809,-81.85417,-81.60644,-81.31222,-81.01222,-80.83116,-80.32920,-79.71031,-79.28938,-78.57713,-78.01967,-77.51509,-76.87449,-75.93607,-75.17259,-74.15324,-73.47231,-72.37675,-71.23750,-70.46476,-69.35201,-68.25698,-67.03608,-65.74290,-64.18737,-62.73225,-61.19558,-59.91587,-58.25166,-56.56735,-55.14319,-53.26622,-51.81285,-50.32045,-48.69958,-47.23714,-45.82226,-44.62957,-43.06155,-41.70330,-40.48087,-39.20590,-38.33201,-37.52636
1,0,-33.03435,-32.89997,-32.88807,-33.29665,-34.20655,-35.46975,-36.97850,-38.97416,-41.01730,-43.02416,-44.51187,-45.66599,-46.74227,-47.83292,-48.86281,-49.86797,-50.99110,-52.10779,-53.04852,-54.03625,-55.19855,-56.23503,-57.00499,-57.72267,-58.40164,-58.77559,-59.07489,-59.42919,-59.90917,-60.20336,-60.44371,-60.72333,-61.15650,-61.57953,-61.94016,-62.41203,-62.72231,-62.96270,-63.20560,-63.31616,-63.45486,-63.57319,-63.56786,-63.54392,-63.46191,-63.24108,-63.04906,-62.84096,-62.64241,-62.47285,-62.17162,-61.83529,-61.65626,-61.24920,-60.73570,-60.26139,-59.99571,-59.53671,-59.08102,-58.60237,-58.11067,-57.49954,-56.88337,-56.14099,-55.39269,-54.83053,-54.11800,-53.44697,-52.69330,-51.89756,-51.29362,-50.29964,-49.32942,-48.59304,-47.62421,-46.64500,-45.77673,-44.84634,-43.75834,-42.59686,-41.72670,-40.76432,-39.43791,-38.38443,-37.15678,-36.17281,-34.93161,-33.56828,-32.42135,-31.47529,-30.36290,-29.35258,-28.18361,-27.53382,-26.90311,-26.07356,-25.69315,-25.21354,-24.92543,-24.66219,-24.57248
1,0,-21.78828,-21.88546,-21.82512,-21.93081,-22.17900,-22.28466,-22.43455,-22.53198,-22.68522,-22.95259,-23.38453,-23.88481,-24.64749,-25.66837,-27.05054,-28.62676,-30.80526,-33.49915,-36.18495,-38.80577,-41.23149,-43.52931,-44.92865,-46.15828,-47.10597,-47.87182,-48.16936,-48.50968,-48.73546,-49.00240,-49.39443,-49.57811,-49.66075,-49.81150,-49.97583,-50.15985,-50.46665,-50.66089,-51.06585,-51.76177,-52.53644,-53.19988,-53.79890,-54.39540,-55.21814,-55.84242,-56.44012,-56.89461,-57.36271,-57.82057,-58.17869,-58.34533,-58.34193,-58.29737,-58.27140,-58.22141,-58.12996,-57.95153,-57.56818,-57.22195,-56.75521,-56.15525,-55.64405,-55.19926,-54.58652,-54.00553,-53.31186,-52.60012,-51.99104,-51.38099,-50.70442,-50.06038,-49.40933,-48.56701,-47.85970,-47.25257,-46.54282,-45.73740,-45.07042,-44.40574,-43.91377,-43.35830,-42.83697,-42.29022,-41.64985,-40.91795,-40.35284,-39.86207,-39.28314,-38.77005,-38.29375,-37.77943,-37.41807,-37.03996,-36.73153,-36.44763,-36.30345,-36.25898,-35.98049,-35.93468,-36.14037
