code,name,parent_code,level
total,Total,,0
01,Chemical compound wastes,total,1
01.1,Spent solvents,01,2
01.11,Halogenated spent solvents,01.1,3
01.11.1,"Halogenated spent solvents, hazardous",01.11,4
01.12,Non-halogenated spent solvents,01.1,3
01.12.1,"Non-halogenated spent solvents, hazardous",01.12,4
01.2,"Acid, alkaline or saline wastes",01,2
01.21,Acid wastes,01.2,3
01.21.1,"Acid wastes, hazardous",02.21,4
01.22,Alkaline wastes,01.2,3
01.22.0,"Alkaline wastes, hazardous",01.22,4
01.22.1,"Alkaline wastes, non-hazardous",01.22,4
01.24,Other saline wastes,01.2,3
01.24.0,"Other saline wastes, hazardous",01.24,4
01.24.1,"Other saline wastes, non-hazardous",01.24,4
01.3,Used oils,01,2
01.31,Used motor oils,01.3,3
01.31.1,"Used motor oils, hazardous",01.31,4
01.32,Other used oils,01.3,3
01.32.1,"Other used oils, hazardous",01.31,4
01.4,Spent chemical catalysts,01,2
01.41,Spent chemical catalysts,01.4,3
01.41.0,"Spent chemical catalysts, non-hazardous",01.41,4
01.41.1,"Spent chemical catalysts, hazardous",01.41,4
02,Chemical preparation wastes,total,1
02.1,Off-specification chemical wastes,02,2
02.11,Agrochemical product wastes,02.1,3
02.11.0,"Agrochemical product wastes, non-hazardous",02.11,4
02.11.1,"Agrochemical product wastes, hazardous",02.11,4
02.12,Unused medicines,02.1,3
02.12.0,"Unused medicines, non-hazardous",02.12,4
02.12.1,"Unused medicines, hazardous",02.12,4
02.13,"Paints, varnish, inks and adhesive wastes",02.1,3
02.13.0,"Paints, varnish, inks and adhesive wastes, non-hazardous",02.13,4
02.13.1,"Paints, varnish, inks and adhesive wastes, hazardous",02.13,4
02.14,Other chemical preparation wastes,02.1,3
02.14.0,"Other chemical preparation wastes, non-hazardous",02.14,4
02.14.1,"Other chemical preparation wastes, hazardous",02.14,4
02.2,Unused explosives,02,2
02.21,Waste explosives and pyrotechnical products,02.2,3
02.21.1,"Waste explosives and pyrotechnical products, hazardous",02.21,4
02.22,Waste ammunition,02.2,3
02.22.1,"Waste ammunition, hazardous",02.22,4
02.3,Mixed chemical wastes,02,2
02.31,Minor mixed chemical wastes,02.3,3
02.31.0,"Minor mixed chemical wastes, non-hazardous",02.31,4
02.31.1,"Minor mixed chemical wastes, hazardous",02.31,4
02.33,Packaging polluted by hazardous substances,02.3,3
02.33.1,"Packaging polluted by hazardous substances, hazardous",02.33,4
03,Other chemical wastes,total,1
03.1,Chemical deposits and residues,03,2
03.11,Tars and carbonaceous wastes,03.1,3
03.11.0,"Tars and carbonaceous wastes, non-hazardous",03.11,4
03.11.1,"Tars and carbonaceous wastes, hazardous",03.11,4
03.12,Oils/water emulsions sludges,03.1,3
03.12.1,"Oils/water emulsions sludges, hazardous",03.12,4
03.13,Chemical reaction residues,03.1,3
03.13.0,"Chemical reaction residues, non-hazardous",03.13,4
03.13.1,"Chemical reaction residues, hazardous",03.13,4
03.14,Spent filtration and absorbent materials,03.1,3
03.14.0,"Spent filtration and absorbent materials, non-hazardous",03.14,4
03.14.1,"Spent filtration and absorbent materials, hazardous",03.14,4
03.2,Industrial effluent sludges,03,2
03.21,Sludges from industrial processes and effluent treatment,03.2,3
03.21.0,"Sludges from industrial processes and effluent treatment, non-hazardous",03.21,4
03.21.1,"Sludges from industrial processes and effluent treatment, hazardous",03.21,4
03.22,Sludges containing hydrocarbons,03.2,3
03.22.1,"Sludges containing hydrocarbons, hazardous",03.22,4
03.3,Sludges and liquid wastes from waste treatment,03,2
03.31,Sludges and liquid wastes from waste treatment,03.3,3
03.31.0,"Sludges and liquid wastes from waste treatment, non-hazardous",03.31,4
03.31.1,"Sludges and liquid wastes from waste treatment, hazardous",03.31,4
05,Health care and biological wastes,total,1
05.1,Infectious health care wastes,05,2
05.11,Human infectious health care wastes,05.1,3
05.11.1,"Human infectious health care wastes, hazardous",05.11,4
05.12,Animal infectious health care wastes,05.1,3
05.12.1,"Animal infectious health care wastes, hazardous",05.12,4
05.2,Non-infectious health care wastes,05,2
05.21,Non-infectious human health care wastes,05.2,3
05.21.0,"Non-infectious human health care wastes, non-hazardous",05.21,4
05.21.1,"Non-infectious human health care wastes, hazardous",05.21,4
05.22,Non-infectious animal health care wastes,05.2,3
05.22.0,"Non-infectious animal health care wastes, non-hazardous",05.22,4
06,Metallic wastes,total,1
06.1,"Metal wastes, ferrous",06,2
06.11,Ferrous metal waste and scrap,06.1,3
06.11.0,"Ferrous metal waste and scrap, non-hazardous",06.11,4
06.2,"Metal wastes, non-ferrous",06,2
06.23,Other waste aluminium,06.2,3
06.23.0,"Other waste aluminium, non-hazardous",06.23,4
06.24,Copper waste,06.2,3
06.24.0,"Copper waste, non-hazardous",06.24,4
06.25,Lead waste,06.2,3
06.25.0,"Lead waste, non-hazardous",06.25,4
06.26,Other metal wastes,06.2,3
06.26.0,"Other metal wastes, non-hazardous",06.26,4
06.3,"Metal wastes, mixed ferrous and non-ferrous",06,2
06.31,Mixed metallic packaging,06.3,3
06.31.0,"Mixed metallic packaging, non-hazardous",06.31,4
06.32,Other mixed metallic wastes,06.3,3
06.32.0,"Other mixed metallic wastes, non-hazardous",06.32,4
07,Non-metallic wastes,total,1
07.1,Glass wastes,07,2
07.11,Glass packaging,07.1,3
07.11.0,"Glass packaging, non-hazardous",07.11,4
07.12,Other glass wastes,07.1,3
07.12.0,"Other glass wastes, non-hazardous",07.12,4
07.12.1,"Other glass wastes, hazardous",07.12,4
07.2,Paper and cardboard wastes,07,2
07.21,Waste paper and cardboard packaging,07.2,3
07.21.0,"Waste paper and cardboard packaging, non-hazardous",07.21,4
07.23,Other paper and cardboard wastes,07.2,3
07.23.0,"Other paper and cardboard wastes, non-hazardous",07.23,4
07.3,Rubber wastes,07,2
07.31,Used tyres,07.3,3
07.31.0,"Used tyres, non-hazardous",07.31,4
07.4,Plastic wastes,07,2
07.41,Plastic packaging wastes,07.4,3
07.41.0,"Plastic packaging wastes, non-hazardous",07.41,4
07.42,Other plastic wastes,07.4,3
07.42.0,"Other plastic wastes, non-hazardous",07.42,4
07.5,Wood waste,07,2
07.51,Wood packaging,07.5,3
07.51.0,"Wood packaging, non-hazardous",07.51,4
07.52,Sawdust and shavings,07.5,3
07.52.0,"Sawdust and shavings, non-hazardous",07.52,4
07.52.1,"Sawdust and shavings, hazardous",07.52,4
07.53,Other wood wastes,07.5,3
07.53.0,"Other wood wastes, non-hazardous",07.53,4
07.53.1,"Other wood wastes, hazardous",07.53,4
07.6,Textile wastes,07,2
07.61,Worn clothing,07.6,3
07.61.0,"Worn clothing, non-hazardous",07.61,4
07.62,Miscellaneous textiles wastes,07.6,3
07.62.0,"Miscellaneous textiles wastes, non-hazardous",07.62,4
07.63,Leather wastes,07.6,3
07.63.0,"Leather wastes, non-hazardous",07.63,4
07.7,Waste containing PCB,07,2
07.71,Oils containing PCBs,07.7,3
07.71.1,"Oils containing PCBs, hazardous",07.71,4
07.72,Equipment containing or contaminated by PCBs,07.7,3
07.72.1,"Equipment containing or contaminated by PCBs, hazardous",07.72,4
07.73,Construction and demolition waste containing PCBs,07.7,3
07.73.1,"Construction and demolition waste containing PCBs, hazardous",07.73,4
08,Discarded equipment,total,1
08.1,Discarded vehicles,08,2
08.12,Other discarded vehicles,08.1,3
08.12.0,"Other discarded vehicles, non-hazardous",08.12,4
08.12.1,"Other discarded vehicles, hazardous",08.12,4
08.2,Discarded electrical and electronic equipment,08,2
08.21,Discarded major household equipment,08.2,3
08.21.1,"Discarded major household equipment, hazardous",08.21,4
08.23,Other discarded electrical and electronic equipment,08.2,3
08.23.0,"Other discarded electrical and electronic equipment, non-hazardous",08.23,4
08.23.1,"Other discarded electrical and electronic equipment, hazardous",08.23,4
08.4,Discarded machines and equipment components,08,2
08.41,Batteries and accumulators wastes,08.4,3
08.41.0,"Batteries and accumulators wastes, non-hazardous",08.41,4
08.41.1,"Batteries and accumulators wastes, hazardous",08.41,4
08.43,Other discarded machines and equipment components,08.4,3
08.43.0,"Other discarded machines and equipment components,  non-hazardous",08.43,4
08.43.1,"Other discarded machines and equipment components, hazardous",08.43,4
09,Animal and vegetal wastes,total,1
09.1,Animal and mixed food waste,09,2
09.11,Animal waste of food preparation and products,09.1,3
09.11.0,"Animal waste of food preparation and products, non-hazardous",09.11,4
09.12,Mixed waste of food preperation and products,09.1,3
09.12.0,"Mixed waste of food preperation and products, non-hazardous",09.12,4
09.2,Vegetal wastes,09,2
09.21,Green wastes,09.2,3
09.21.0,"Green wastes, non-hazardous",09.21,4
09.22,Vegetal waste of food preparation and products,09.2,3
09.22.0,"Vegetal waste of food preparation and products, non-hazardous",09.22,4
09.3,Slurry and manure,09,2
09.31,Slurry and manure,09.3,3
09.31.0,"Slurry and manure, non-hazardous",09.31,4
10,Mixed wastes,total,1
10.1,Household and similar wastes,10,2
10.11,Household wastes,10.1,3
10.11.0,"Household wastes, non-hazardous",10.11,4
10.12,Street cleaning wastes,10.1,3
10.12.0,"Street cleaning wastes, non-hazardous",10.12,4
10.2,Mixed and undifferentiated materials,10,2
10.21,Mixed packaging,10.2,3
10.21.0,"Mixed packaging, non-hazardous",10.21,4
