code,parent_code,name,level
200,,Total EBOPS 2010 Services,0
1,200,1 Manufacturing services on physical inputs owned by others,1
1.1,1,"1.1 Goods for processing in reporting economy — Goods returned (credits), Goods received (debits)",2
1.2,1,"1.2 Goods for processing abroad — Goods sent (credits), Goods returned (debits) ",2
10,200,10 Other business services,1
10.1,10,10.1 Research and development services,2
10.1.1,10.1,10.1.1 Work undertaken on a systematic basis to increase the stock of knowledge,3
10.1.1.1,10.1.1,10.1.1.1 Provision of customized and non-customized research and development services,4
10.1.1.2,10.1.1,10.1.1.2 Sale of proprietary rights arising from research and development,4
10.1.1.2.1,10.1.1,10.1.1.2.1 Patents,4
10.1.1.2.2,10.1.1,10.1.1.2.2 Copyrights arising from research and development,4
10.1.1.2.3,10.1.1,10.1.1.2.3 Industrial processes and designs,4
10.1.1.2.4,10.1.1,10.1.1.2.4 Other,4
10.1.2,10.1,10.1.2 Other,3
10.2,10,10.2 Professional and management consulting services,2
10.2.1,10.2,"10.2.1 Legal, accounting, management consulting, and public relations services",3
10.2.1.1,10.2.1,10.2.1.1 Legal services,4
10.2.1.2,10.2.1,"10.2.1.2 Accounting, auditing, bookkeeping, and tax consulting services",4
10.2.1.3,10.2.1,10.2.1.3 Business and management consulting and public relations services,4
10.2.2,10.2,"10.2.2 Advertising, market research, and public opinion polling services",3
10.2.2.1,10.2.2,"10.2.2.1 Of which: Convention, trade-fair and exhibition organization services",4
10.3,10,"10.3 Technical, trade-related and other business services",2
10.3.1,10.3,"10.3.1 Architectural, engineering, scientific, and other technical services",3
10.3.1.1,10.3.1,10.3.1.1 Architectural services,4
10.3.1.2,10.3.1,10.3.1.2 Engineering services,4
10.3.1.3,10.3.1,10.3.1.3 Scientific and other technical services,4
10.3.2,10.3,"10.3.2 Waste treatment and de-pollution, agricultural and mining services",3
10.3.2.1,10.3.2,10.3.2.1 Waste treatment and de-pollution,4
10.3.2.2,10.3.2,"10.3.2.2 Services incidental to agriculture, forestry and fishing",4
10.3.2.3,10.3.2,"10.3.2.3 Services incidental to mining, and oil and gas extraction",4
10.3.3,10.3,10.3.3 Operating leasing services,3
10.3.4,10.3,10.3.4 Trade-related services,3
10.3.5,10.3,10.3.5 Other business services n.i.e.,3
10.3.5.1,10.3.5,"10.3.5.1 Of which: Employment services, i.e., search, placement and supply services of personnel",4
11,200,"11 Personal, cultural, and recreational services",1
11.1,11,11.1 Audio-visual and related services,2
11.1.1,11.1,11.1.1 Audio-visual services,3
11.1.1.a,11.1.1,11.1.1.a Of which: Audio-visual originals,4
11.1.2,11.1,11.1.2 Artistic related services,3
11.2,11,"11.2 Other personal, cultural, and recreational services",2
11.2.1,11.2,11.2.1 Health services,3
11.2.2,11.2,11.2.2 Education services,3
11.2.3,11.2,11.2.3 Heritage and recreational services,3
11.2.4,11.2,11.2.4 Other personal services,3
12,200,12 Government goods and services n.i.e.,1
12.1,12,12.1 Embassies and consulates,2
12.2,12,12.2 Military units and agencies,2
12.3,12,12.3 Other government goods and services n.i.e.,2
2,200,2 Maintenance and repair services n.i.e.,1
3,200,3 Transport,1
3.1,3,3.1 Sea transport,2
3.1.1,3.1,3.1.1 Passenger,3
3.1.1.a,3.1.1,"3.1.1.a Of which: Payable by border, seasonal, and other short-term workers",4
3.1.2,3.1,3.1.2 Freight,3
3.1.3,3.1,3.1.3 Other,3
3.10,3,3.10 Electricity transmission,2
3.11,3,3.11 Other supporting and auxiliary transport services,2
3.2,3,3.2 Air transport,2
3.2.1,3.2,3.2.1 Passenger,3
3.2.1.a,3.2.1,"3.2.1.a Of which: Payable by border, seasonal, and other short-term workers",4
3.2.2,3.2,3.2.2 Freight,3
3.2.3,3.2,3.2.3 Other,3
3.3,3,3.3 Other modes of transport,2
3.3.1,3.3,3.3.1 Passenger,3
3.3.1.a,3.3.1,"3.3.1.a Of which: Payable by border, seasonal, and other short-term workers",4
3.3.2,3.3,3.3.2 Freight,3
3.3.3,3.3,3.3.3 Other,3
3.4,3,3.4 Postal and courier services,2
3.5,3,3.5 Space transport,2
3.6,3,3.6 Rail transport,2
3.6.1,3.6,3.6.1 Passenger,3
3.6.2,3.6,3.6.2 Freight,3
3.6.3,3.6,3.6.3 Other,3
3.7,3,3.7 Road transport,2
3.7.1,3.7,3.7.1 Passenger,3
3.7.2,3.7,3.7.2 Freight,3
3.7.3,3.7,3.7.3 Other,3
3.8,3,3.8 Inland waterway transport,2
3.8.1,3.8,3.8.1 Passenger,3
3.8.2,3.8,3.8.2 Freight,3
3.8.3,3.8,3.8.3 Other,3
3.9,3,3.9 Pipeline transport,2
3a.1,3,3a.1 Passenger,2
3a.1.1,3a.1,"3a.1.1   Of which: Payable by border, seasonal, and other short-term workers",3
3a.2,3,3a.2  Freight,2
3a.3,3,3a.3  Other,2
3a.31,3a.3,3a.31  Postal and courier services,3
3a.32,3a.3,3a.32  Other,3
4,200,4 Travel,1
4.0,200,4.0  Tourism-related services in travel and passenger transport,1
4.1,4,4.1 Business,2
4.1.1,4.1,"4.1.1 Acquisition of goods and services by border, seasonal, and other shortterm workers",3
4.1.2,4.1,4.1.2 Other,3
4.2,4,4.2 Personal,2
4.2.1,4.2,4.2.1 Health-related,3
4.2.2,4.2,4.2.2 Education-related,3
4.2.3,4.2,4.2.3 Other,3
4a.1,4,4a.1 Goods,2
4a.2,4,4a.2 Local transport services,2
4a.3,4,4a.3 Accommodation services,2
4a.4,4,4a.4 Food-serving services,2
4a.5,4,4a.5 Other services,2
4a.5.1,4a.5,4a.5.1  Of which: Health services,3
4a.5.2,4a.5,4a.5.2  Of which: Education services,3
5,200,5 Construction,1
5.1,5,5.1 Construction abroad,2
5.2,5,5.2 Construction in the reporting economy,2
6,200,6 Insurance and pension services,1
6.1,6,6.1 Direct insurance,2
6.1.1,6.1,6.1.1 Life insurance,3
6.1.1.a,6.1.1,6.1.1.a Gross life insurance premiums receivable (credits) and payable (debits),4
6.1.1.b,6.1.1,6.1.1.b Gross life insurance claims receivable (credits) and payable (debits),4
6.1.2,6.1,6.1.2 Freight insurance,3
