code,parent_code,name,level
08111133,,"Marble and travertine, crude or roughly trimmed",0
08111136,,Marble and travertine merely cut into rectangular or square blocks or slabs,0
08111150,,"Ecaussine and other calcareous monumental or building stone of an apparent specific gravity >= 2,5",0
08111220,,"Quartzite (crude, roughly trimmed or merely cut)",0
08111233,,"Granite, crude or roughly trimmed",0
08111236,,Granite merely cut into rectangular (including square) blocks or slabs,0
08111250,,Sandstone,0
08111260,,Other monumental or building stone,0
08111261,,"Porphyry (crude, roughly trimmed or merely cut)",0
08111262,,"Basalt (crude, roughly trimmed or merely cut)",0
08111269,,Other monumental or building stone (excluding porphyry and basalt),0
08111290,,"Porphyry, basalt, quartzites and other monumental or building stone, crude, roughly trimmed or merely cut (excluding calcareous monumental or building stone of a gravity >= 2,5, granite and sandstone)",0
081112Z1,,"Porphyry, basalt and other monumental or building stone",0
08112030,,Gypsum and anhydrite,0
08112050,,"Limestone flux, limestone and other calcareous stone used for the manufacture of lime or cement (excluding crushed limestone aggregate and calcareous dimension stone)",0
08113010,,Chalk,0
08113030,,"Dolomite, crude, roughly trimmed or merely cut into rectangular or square blocks or slabs (excluding calcined or sintered dolomite, agglomerated dolomite and broken or crushed dolomite for concrete aggregates, road metalling or railway or other ballast)",0
08114000,,"Slate, crude, roughly trimmed or merely cut into rectangular or square blocks or slabs",0
08122140,,"Kaolin, not calcined",0
08122160,,Kaolinitic clays (ball and plastic clays),0
08122210,,Bentonite,0
08122230,,Fireclay,0
08122250,,"Common clays and shales for construction use (excluding bentonite, fireclay, expanded clays, kaolin and kaolinic clays); andalusite, kyanite and sillimanite; mullite; chamotte or dinas earths",0
08122255,,Bentonite,0
08122260,,"Andalusite, kyanite and sillimanite",0
08122270,,Mullite,0
08122280,,Chamotte or dinas earths,0
08911100,,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,0
08911200,,Unroasted iron pyrites; crude or unrefined sulphur (including recovered sulphur),0
08911220,,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,0
08911230,,Crude or unrefined sulphur (including recovered sulphur),0
08911900,,Other chemical and fertiliser minerals,0
08911910,,Natural barium sulphate (barytes) and carbonate  (witherite),0
08911911,,"Natural borates and concentrates thereof (not calcined), but not including borates separated from natural brine; natural boric acid containing not more than 85 % of H3BO3 calculated on the dry weight",0
08911912,,Fluorspar,0
08911913,,"Kieserite, epsomite (natural magnesium sulphates)",0
08911919,,"Other mineral substances n.e.s. (excluding vermiculite, perlite and chlorites, unexpanded and kieserite, epsomite (natural magnesium sulphates))",0
08931000,,"Salt (including denatured salt but excluding salt suitable for human consumption) and pure sodium chloride, whether or not in aqueous solution or containing added anti-caking or free-flowing agents",0
08991000,,Natural bitumen and natural asphalt; asphaltites and asphaltic rocks,0
08992100,,"Precious and semi-precious stones (excluding industrial diamonds), unworked or simply sawn or roughly shaped",0
08992110,,Diamonds unworked or simply sawn or roughly shaped,0
08992120,,"Precious stones (other than diamonds) and semi-precious stones, unworked or simply sawn or roughly shaped",0
08992200,,"Industrial diamonds, unworked or simply sawn, cleaved or bruted; pumice stone; emery; natural corundum, natural garnet and other natural abrasives",0
08992210,,"Industrial diamonds. Unworked or simply sawn, cleaved or bruted, but not mounted or set",0
08992220,,Pumice stone,0
08992230,,"Emery, natural corundum, natural garnet and other natural abrasives, whether or not heat-treated",0
08992900,,Other minerals,0
08992910,,Natural graphite,0
08992913,,Natural magnesium carbonate (magnesite);,0
08992914,,Dead-burned (sintered) magnesia,0
08992915,,Fused magnesia and other magnesium oxide,0
08992920,,Other minerals,0
10843000,,Salt suitable for human consumption,0
13101000,,"Wool grease and fatty substances derived therefrom, including lanolin",0
13102100,,Raw silk (not thrown),0
13102200,,"Wool, degreased or carbonised, not carded or combed",0
