code,parent_code,name,level
TOTAL,,Total EBOPS 2002/2010,
200,,Total EBOPS 2002/2010 Services,
S,,Total EBOPS 2010 SDMX Services,
205,200,1. Transportation,
206,205,1.1 Sea transport,
207,206,1.1.1 Passenger,
208,206,1.1.2 Freight,
209,206,1.1.3 Other,
210,205,1.2 Air transport,
211,210,1.2.1 Passenger,
212,210,1.2.2 Freight,
213,210,1.2.3 Other,
214,205,1.3 Other transport,
215,214,1.3.1 Passenger,
216,214,1.3.2 Freight,
217,214,1.3.3 Other,
218,205,1.4 Other transport of which: Space transport,
219,205,1.5 Other transport of which: Rail transport,
220,219,1.5.1 Passenger,
221,219,1.5.2 Freight,
222,219,1.5.3 Other,
223,205,1.6 Other transport of which: Road transport,
224,223,1.6.1 Passenger,
225,223,1.6.2 Freight,
226,223,1.6.3 Other,
227,205,1.7 Other transport of which: Inland waterway transport,
228,227,1.7.1 Passenger,
229,227,1.7.2 Freight,
230,227,1.7.3 Other,
231,205,1.8 Other transport of which: Pipeline transport and electricity transmission,
232,205,1.9 Other supporting an auxiliary transport services,
236,200,2. Travel,
237,236,2.1 Business travel,
238,237,2.1.1 Expenditure by seasonal and border workers,
239,237,2.1.2 Other,
240,236,2.2 Personal travel,
241,240,2.2.1 Health-related expenditure,
242,240,2.2.2 Education-related expenditure,
243,240,2.2.3 Other,
245,200,3. Communications services,
246,245,3.1 Postal and courier services,
247,245,3.2 Telecommunications services,
249,200,4. Construction services,
250,249,4.1 Construction abroad,
251,249,4.2 Construction in the compiling economy,
253,200,5. Insurance services,
254,253,5.1 Life insurance and pension funding,
255,253,5.2 Freight insurance,
256,253,5.3 Other direct insurance,
257,253,5.4 Reinsurance,
258,253,5.5 Auxiliary services,
260,200,6. Financial services,
262,200,7. Computer and information services,
263,262,7.1 Computer services,
264,262,7.2 Information services,
266,200,8. Royalties and license fees,
268,200,9. Other business services,
269,268,9.1 Merchanting and other trade-related services,
270,269,9.1.1 Merchanting,
271,269,9.1.2 Other trade-related services,
272,268,9.2 Operational leasing services,
273,268,"9.3 Miscellaneous business, professional, and technical services",
274,273,"9.3.1 Legal, accounting, management consulting, and public relations",
275,274,9.3.1.1 Legal services,
276,274,"9.3.1.2 Accounting, auditing, bookkeeping, and tax consulting services",
277,274,9.3.1.3 Business and management consulting and public relations services,
278,273,"9.3.2 Advertising, market research, and public opinion polling",
279,273,9.3.3 Research and development,
280,273,"9.3.4 Architectural, engineering, and other technical services",
281,273,"9.3.5 Agricultural, mining, and on-site processing services",
282,281,9.3.5.1 Waste treatment and depollution,
283,281,"9.3.5.2 Agricultural, mining, and other on-site processing services",
284,273,9.3.6 Other business services,
285,273,"9.3.7 Services between related enterprises, n.i.e.",
287,200,"10. Personal, cultural, and recreational services",
288,287,10.1 Audiovisual and related services,
289,287,"10.2 Other personal, cultural, and recreational services",
291,200,"11. Government services, n.i.e.",
292,291,11.1 Embassies and consulates,
293,291,11.2 Military units and agencies,
294,291,11.3 Other government services,
310,900,Compensation of employees,
391,900,Workers' remittance,
431,900,Migrant's transfers,
500,900,Direct investment,
858,950,1.3 Other freight,
862,950,1.4 Space freight,
863,950,1.5 Rail freight,
865,950,1.7 Inland waterway freight,
868,950,1.8 Pipeline freight,
871,970,2.3 Travel - All other travel expenditure,
887,999,5. Financial intermediation services indirectly measured (FISIM),
888,999,6. Financial servies including FISIM,
889,264,7.2.1 News agency services,
890,264,7.2.2 Other information provision services,
891,266,8.1 Franchises and similar rights,
892,266,8.2 Other royalties and license fees,
894,999,8. Audiovisual transactions,
895,289,10.2.1 Education services,
896,289,10.2.2 Health services,
897,289,10.2.3 Other,
900,200,Supplementary Items,
950,999,"1. Freight transportation on merchandise, valued on a transaction basis",
951,950,1.1 Sea freight,
952,950,1.2 Air freight,
