A,B,C,S,_q0,_q1,_q2,_q3,_q4,_q5,_q6,_q7,_q8,_q9,_q10,_q11,_q12,_q13,_q14,_q15,_q16,_q17,_q18,_q19,_q20,_q21,_q22,_q23,_q24,_q25,_q26,_q27,_q28,_q29,_q30,_q31,_q32,_q33,_q34,_q35,_q36,_q37,_q38,_q39,_q40,_q41,_q42,_q43,_q44,_q45,_q46,_q47,_q48,_q49,_q50,_q51,_q52,_q53,_q54,_q55,_q56,_q57,_q58,_q59,_q60,_q61,_q62,_q63,_q64,_q65,_q66,_q67,_q68,_q69,_q70,_q71,_q72,_q73,_q74,_q75,_q76,_q77,_q78,_q79,_q80,_q81,_q82,_q83,_q84,_q85,_q86,_q87,_q88,_q89,_q90,_q91,_q92,_q93,_q94,_q95,_q96,_q97,_q98,_q99,_q100
0,0,0,0,2.17813,2.23863,2.29621,2.35023,2.40017,2.44521,2.48492,2.51875,2.54603,2.56653,2.58001,2.58614,2.58495,2.57658,2.56123,2.53929,2.51120,2.47748,2.43892,2.39610,2.34992,2.30124,2.25083,2.19959,2.14853,2.09844,2.05010,2.00435,1.96166,1.92288,1.88822,1.85804,1.83272,1.81221,1.79668,1.78579,1.77942,1.77717,1.77850,1.78292,1.78979,1.79853,1.80824,1.81858,1.82860,1.83759,1.84498,1.84996,1.85222,1.85120,1.84650,1.83808,1.82567,1.80926,1.78910,1.76516,1.73785,1.70750,1.67457,1.63946,1.60266,1.56464,1.52591,1.48702,1.44851,1.41099,1.37466,1.34024,1.30796,1.27817,1.25117,1.22719,1.20657,1.18930,1.17578,1.16616,1.16027,1.15835,1.16070,1.16696,1.17739,1.19223,1.21105,1.23407,1.26127,1.29239,1.32754,1.36650,1.40914,1.45535,1.50474,1.55738,1.61292,1.67092,1.73134,1.79359,1.85718,1.92185,1.98679,2.05153,2.11557
0,0,0,1,0.48247,0.44011,0.40129,0.36687,0.33695,0.31172,0.29144,0.27565,0.26430,0.25691,0.25290,0.25156,0.25214,0.25404,0.25636,0.25850,0.25980,0.25950,0.25722,0.25287,0.24602,0.23682,0.22563,0.21237,0.19786,0.18260,0.16698,0.15208,0.13844,0.12685,0.11811,0.11275,0.11140,0.11450,0.12250,0.13559,0.15391,0.17739,0.20581,0.23884,0.27611,0.31716,0.36114,0.40755,0.45546,0.50418,0.55301,0.60121,0.64823,0.69326,0.73587,0.77557,0.81197,0.84490,0.87433,0.90015,0.92264,0.94181,0.95794,0.97164,0.98286,0.99228,1.00035,1.00732,1.01374,1.01992,1.02612,1.03251,1.03936,1.04676,1.05476,1.06340,1.07246,1.08185,1.09127,1.10054,1.10925,1.11732,1.12422,1.12956,1.13305,1.13413,1.13262,1.12808,1.12019,1.10862,1.09305,1.07341,1.04951,1.02137,0.98926,0.95306,0.91331,0.87020,0.82418,0.77607,0.72627,0.67578,0.62541,0.57583,0.52791
0,0,0,2,1.86147,1.73753,1.60955,1.47878,1.34683,1.21496,1.08456,0.95699,0.83348,0.71527,0.60301,0.49795,0.40055,0.31112,0.23036,0.15811,0.09443,0.03935,-0.00771,-0.04689,-0.07855,-0.10366,-0.12228,-0.13504,-0.14268,-0.14514,-0.14308,-0.13685,-0.12656,-0.11252,-0.09464,-0.07307,-0.04785,-0.01857,0.01454,0.05190,0.09372,0.13975,0.19027,0.24525,0.30454,0.36808,0.43569,0.50691,0.58130,0.65855,0.73802,0.81900,0.90108,0.98351,1.06544,1.14646,1.22557,1.30256,1.37692,1.44810,1.51607,1.58040,1.64109,1.69821,1.75191,1.80249,1.85015,1.89537,1.93862,1.98041,2.02099,2.06091,2.10057,2.13999,2.17993,2.22012,2.26084,2.30211,2.34379,2.38568,2.42753,2.46910,2.50969,2.54903,2.58653,2.62140,2.65314,2.68079,2.70374,2.72146,2.73282,2.73756,2.73482,2.72373,2.70396,2.67493,2.63625,2.58762,2.52910,2.46057,2.38220,2.29437,2.19757,2.09262,1.98019
0,0,0,3,3.09808,3.13215,3.15841,3.17705,3.18840,3.19253,3.18966,3.17996,3.16377,3.14148,3.11321,3.07940,3.04042,2.99632,2.94786,2.89534,2.83920,2.78013,2.71859,2.65529,2.59074,2.52573,2.46055,2.39591,2.33257,2.27055,2.21067,2.15322,2.09820,2.04589,1.99638,1.94966,1.90549,1.86384,1.82460,1.78716,1.75146,1.71727,1.68404,1.65154,1.61967,1.58782,1.55573,1.52331,1.49025,1.45625,1.42117,1.38481,1.34689,1.30740,1.26624,1.22326,1.17847,1.13182,1.08339,1.03331,0.98183,0.92929,0.87599,0.82251,0.76946,0.71760,0.66750,0.62019,0.57645,0.53709,0.50315,0.47570,0.45557,0.44365,0.44085,0.44773,0.46489,0.49271,0.53151,0.58126,0.64185,0.71305,0.79426,0.88499,0.98432,1.09139,1.20503,1.32398,1.44720,1.57321,1.70071,1.82854,1.95526,2.07962,2.20073,2.31718,2.42830,2.53323,2.63133,2.72209,2.80518,2.88030,2.94712,3.00572,3.05604
0,0,0,4,0.78261,0.87659,0.97322,1.07034,1.16621,1.25899,1.34670,1.42796,1.50095,1.56442,1.61693,1.65749,1.68529,1.69972,1.70056,1.68759,1.66106,1.62131,1.56891,1.50478,1.43004,1.34568,1.25322,1.15384,1.04919,0.94085,0.83012,0.71894,0.60846,0.50012,0.39558,0.29585,0.20227,0.11592,0.03774,-0.03138,-0.09053,-0.13926,-0.17693,-0.20319,-0.21776,-0.22040,-0.21116,-0.19007,-0.15746,-0.11366,-0.05926,0.00521,0.07870,0.16050,0.24936,0.34420,0.44366,0.54627,0.65083,0.75569,0.85975,0.96133,1.05927,1.15217,1.23868,1.31819,1.38916,1.45114,1.50346,1.54533,1.57663,1.59688,1.60603,1.60408,1.59108,1.56740,1.53340,1.48959,1.43682,1.37581,1.30760,1.23313,1.15350,1.07014,0.98423,0.89744,0.81127,0.72712,0.64677,0.57158,0.50302,0.44262,0.39160,0.35094,0.32169,0.30457,0.29997,0.30824,0.32948,0.36309,0.40876,0.46571,0.53284,0.60904,0.69282
0,0,1,0,-1.22440,-1.31121,-1.39321,-1.46950,-1.53960,-1.60296,-1.65888,-1.70725,-1.74779,-1.78030,-1.80476,-1.82119,-1.82968,-1.83045,-1.82401,-1.81048,-1.79021,-1.76384,-1.73177,-1.69461,-1.65309,-1.60771,-1.55899,-1.50781,-1.45483,-1.40086,-1.34670,-1.29294,-1.24047,-1.18959,-1.14117,-1.09585,-1.05383,-1.01564,-0.98148,-0.95133,-0.92499,-0.90269,-0.88363,-0.86727,-0.85319,-0.84013,-0.82730,-0.81382,-0.79829,-0.77993,-0.75744,-0.73005,-0.69687,-0.65707,-0.61046,-0.55650,-0.49527,-0.42703,-0.35231,-0.27165,-0.18631,-0.09718,-0.00571,0.08650,0.17823,0.26775,0.35375,0.43473,0.50943,0.57669,0.63551,0.68532,0.72562,0.75623,0.77715,0.78848,0.79061,0.78395,0.76913,0.74681,0.71762,0.68228,0.64117,0.59506,0.54425,0.48919,0.43029,0.36757,0.30132,0.23147,0.15805,0.08108,0.00068,-0.08318,-0.17031,-0.26045,-0.35339,-0.44870,-0.54600,-0.64466,-0.74405,-0.84355,-0.94209,-1.03896,-1.13346
0,0,1,1,0.31924,0.33611,0.35890,0.38698,0.41951,0.45528,0.49347,0.53267,0.57168,0.60959,0.64514,0.67736,0.70551,0.72880,0.74673,0.75931,0.76664,0.76899,0.76681,0.76108,0.75224,0.74170,0.73050,0.71969,0.71077,0.70457,0.70225,0.70467,0.71243,0.72586,0.74548,0.77099,0.80192,0.83786,0.87795,0.92099,0.96594,1.01141,1.05575,1.09779,1.13601,1.16923,1.19621,1.21594,1.22772,1.23103,1.22565,1.21160,1.18903,1.15838,1.12045,1.07593,1.02609,0.97193,0.91464,0.85545,0.79550,0.73608,0.67828,0.62331,0.57189,0.52495,0.48324,0.44710,0.41735,0.39412,0.37765,0.36790,0.36457,0.36760,0.37630,0.39024,0.40866,0.43041,0.45494,0.48093,0.50739,0.53347,0.55773,0.57939,0.59744,0.61118,0.61981,0.62292,0.62045,0.61203,0.59812,0.57907,0.55560,0.52850,0.49893,0.46788,0.43656,0.40622,0.37787,0.35308,0.33250,0.31732,0.30807,0.30514,0.30894
0,0,1,2,-0.63297,-0.61024,-0.57896,-0.53937,-0.49224,-0.43754,-0.37561,-0.30688,-0.23164,-0.15023,-0.06310,0.02891,0.12546,0.22581,0.32906,0.43449,0.54101,0.64772,0.75343,0.85706,0.95750,1.05370,1.14435,1.22873,1.30577,1.37464,1.43495,1.48593,1.52742,1.55939,1.58193,1.59530,1.60019,1.59738,1.58751,1.57208,1.55199,1.52851,1.50328,1.47713,1.45171,1.42799,1.40707,1.38991,1.37720,1.36955,1.36734,1.37055,1.37945,1.39355,1.41238,1.43576,1.46259,1.49238,1.52441,1.55776,1.59156,1.62508,1.65735,1.68756,1.71501,1.73879,1.75838,1.77281,1.78151,1.78395,1.77948,1.76755,1.74761,1.71930,1.68208,1.63589,1.58057,1.51611,1.44271,1.36051,1.27007,1.17215,1.06744,0.95703,0.84227,0.72408,0.60381,0.48295,0.36265,0.24453,0.12995,0.02006,-0.08380,-0.18078,-0.27001,-0.35064,-0.42230,-0.48445,-0.53684,-0.57948,-0.61231,-0.63527,-0.64860,-0.65254,-0.64725
0,0,1,3,-1.34288,-1.30064,-1.25313,-1.20057,-1.14288,-1.08061,-1.01430,-0.94462,-0.87289,-0.79990,-0.72693,-0.65531,-0.58635,-0.52151,-0.46199,-0.40919,-0.36425,-0.32799,-0.30145,-0.28536,-0.28011,-0.28587,-0.30293,-0.33075,-0.36911,-0.41746,-0.47470,-0.54006,-0.61203,-0.68947,-0.77097,-0.85497,-0.94012,-1.02457,-1.10686,-1.18548,-1.25902,-1.32652,-1.38656,-1.43860,-1.48192,-1.51585,-1.54073,-1.55642,-1.56337,-1.56241,-1.55425,-1.54003,-1.52091,-1.49804,-1.47297,-1.44685,-1.42114,-1.39733,-1.37624,-1.35914,-1.34684,-1.33974,-1.33837,-1.34293,-1.35324,-1.36910,-1.39014,-1.41564,-1.44490,-1.47723,-1.51154,-1.54688,-1.58234,-1.61682,-1.64957,-1.67976,-1.70668,-1.72985,-1.74871,-1.76306,-1.77298,-1.77816,-1.77883,-1.77533,-1.76786,-1.75697,-1.74329,-1.72735,-1.70974,-1.69104,-1.67179,-1.65243,-1.63331,-1.61458,-1.59650,-1.57887,-1.56159,-1.54453,-1.52690,-1.50852,-1.48852,-1.46633,-1.44141,-1.41287,-1.38020
0,0,1,4,-1.07570,-0.94985,-0.82293,-0.69648,-0.57211,-0.45134,-0.33538,-0.22544,-0.12204,-0.02596,0.06239,0.14307,0.21574,0.28085,0.33855,0.38917,0.43348,0.47169,0.50472,0.53305,0.55721,0.57796,0.59568,0.61088,0.62392,0.63511,0.64480,0.65303,0.66014,0.66621,0.67105,0.67486,0.67747,0.67853,0.67794,0.67548,0.67083,0.66375,0.65390,0.64101,0.62481,0.60517,0.58185,0.55485,0.52414,0.48977,0.45193,0.41090,0.36696,0.32050,0.27197,0.22186,0.17066,0.11866,0.06654,0.01443,-0.03716,-0.08795,-0.13781,-0.18649,-0.23428,-0.28127,-0.32778,-0.37401,-0.42047,-0.46733,-0.51525,-0.56487,-0.61649,-0.67075,-0.72778,-0.78804,-0.85153,-0.91848,-0.98900,-1.06270,-1.13912,-1.21768,-1.29755,-1.37765,-1.45727,-1.53506,-1.60965,-1.67964,-1.74346,-1.79958,-1.84665,-1.88339,-1.90860,-1.92131,-1.92059,-1.90590,-1.87713,-1.83410,-1.77727,-1.70746,-1.62508,-1.53159,-1.42834,-1.31664,-1.19848
