team_id,team_name,player_id,position,season,week,event_id,team_abbr,athlete_id,athlete_name,pass_cmp,pass_att,pass_yds,pass_td,pass_int,rush_att,rush_yds,rush_td,rec_tgt,rec_rec,rec_yds,rec_td,fum_lost,k_fgm,k_fga,xp_made,xp_att,player_name,points
10,A,1,WR,2025,1,,,,,,,,,,,,,,,,,,,,,,,
11,B,2,RB,2025,1,,,,,,,,,,,,,,,,,,,,,,,
12,C,999,QB,2025,1,,,,,,,,,,,,,,,,,,,,,,,
10,A,1,WR,2025,2,,,,,,,,,,,,,,,,,,,,,,,
11,B,2,RB,2025,2,,,,,,,,,,,,,,,,,,,,,,,
12,C,999,QB,2025,2,,,,,,,,,,,,,,,,,,,,,,,
10,A,1,WR,2025,3,,,,,,,,,,,,,,,,,,,,,,,
11,B,2,RB,2025,3,,,,,,,,,,,,,,,,,,,,,,,
12,C,999,QB,2025,3,,,,,,,,,,,,,,,,,,,,,,,
10,A,1,WR,2025,4,,,,,,,,,,,,,,,,,,,,,,,
11,B,2,RB,2025,4,,,,,,,,,,,,,,,,,,,,,,,
12,C,999,QB,2025,4,,,,,,,,,,,,,,,,,,,,,,,
10,A,1,WR,2025,5,,,,,,,,,,,,,,,,,,,,,,,
11,B,2,RB,2025,5,,,,,,,,,,,,,,,,,,,,,,,
12,C,999,QB,2025,5,,,,,,,,,,,,,,,,,,,,,,,
10,A,1,WR,2025,6,,,,,,,,,,,,,,,,,,,,,,,
11,B,2,RB,2025,6,,,,,,,,,,,,,,,,,,,,,,,
12,C,999,QB,2025,6,,,,,,,,,,,,,,,,,,,,,,,
