file_name,label,load_N,rotation_hz,sample_rate,bearing_id,stage
3_MatLab_Raw_Data_Files (.mat)/5_Cage_Faults/C_18_1.mat,51,400,29.166667,42000,18,development
3_MatLab_Raw_Data_Files (.mat)/5_Cage_Faults/C_19_2.mat,51,400,29.166667,42000,19,fault
3_MatLab_Raw_Data_Files (.mat)/5_Cage_Faults/C_20_1.mat,51,400,29.166667,42000,20,development
3_MatLab_Raw_Data_Files (.mat)/5_Cage_Faults/C_19_1.mat,51,400,29.166667,42000,19,development
3_MatLab_Raw_Data_Files (.mat)/5_Cage_Faults/C_16_2.mat,51,400,29.166667,42000,16,fault
3_MatLab_Raw_Data_Files (.mat)/5_Cage_Faults/C_16_1.mat,51,400,29.166667,42000,16,development
3_MatLab_Raw_Data_Files (.mat)/5_Cage_Faults/C_20_2.mat,51,400,29.166667,42000,20,fault
3_MatLab_Raw_Data_Files (.mat)/5_Cage_Faults/C_17_2.mat,51,400,29.166667,42000,17,fault
3_MatLab_Raw_Data_Files (.mat)/5_Cage_Faults/C_18_2.mat,51,400,29.166667,42000,18,fault
3_MatLab_Raw_Data_Files (.mat)/5_Cage_Faults/C_17_1.mat,51,400,29.166667,42000,17,development
3_MatLab_Raw_Data_Files (.mat)/3_Outer_Race_Faults/O_8_2.mat,49,400,29.166667,42000,8,fault
3_MatLab_Raw_Data_Files (.mat)/3_Outer_Race_Faults/O_9_1.mat,49,400,29.166667,42000,9,development
3_MatLab_Raw_Data_Files (.mat)/3_Outer_Race_Faults/O_10_2.mat,49,400,29.166667,42000,10,fault
3_MatLab_Raw_Data_Files (.mat)/3_Outer_Race_Faults/O_7_2.mat,49,400,29.166667,42000,7,fault
3_MatLab_Raw_Data_Files (.mat)/3_Outer_Race_Faults/O_7_1.mat,49,400,29.166667,42000,7,development
3_MatLab_Raw_Data_Files (.mat)/3_Outer_Race_Faults/O_6_1.mat,49,400,29.166667,42000,6,development
3_MatLab_Raw_Data_Files (.mat)/3_Outer_Race_Faults/O_9_2.mat,49,400,29.166667,42000,9,fault
3_MatLab_Raw_Data_Files (.mat)/3_Outer_Race_Faults/O_8_1.mat,49,400,29.166667,42000,8,development
3_MatLab_Raw_Data_Files (.mat)/3_Outer_Race_Faults/O_6_2.mat,49,400,29.166667,42000,6,fault
3_MatLab_Raw_Data_Files (.mat)/3_Outer_Race_Faults/O_10_1.mat,49,400,29.166667,42000,10,development
3_MatLab_Raw_Data_Files (.mat)/2_Inner_Race_Faults/I_1_2.mat,48,400,29.166667,42000,1,fault
3_MatLab_Raw_Data_Files (.mat)/2_Inner_Race_Faults/I_5_2.mat,48,400,29.166667,42000,5,fault
3_MatLab_Raw_Data_Files (.mat)/2_Inner_Race_Faults/I_2_2.mat,48,400,29.166667,42000,2,fault
3_MatLab_Raw_Data_Files (.mat)/2_Inner_Race_Faults/I_1_1.mat,48,400,29.166667,42000,1,development
3_MatLab_Raw_Data_Files (.mat)/2_Inner_Race_Faults/I_3_1.mat,48,400,29.166667,42000,3,development
3_MatLab_Raw_Data_Files (.mat)/2_Inner_Race_Faults/I_4_2.mat,48,400,29.166667,42000,4,fault
3_MatLab_Raw_Data_Files (.mat)/2_Inner_Race_Faults/I_3_2.mat,48,400,29.166667,42000,3,fault
3_MatLab_Raw_Data_Files (.mat)/2_Inner_Race_Faults/I_5_1.mat,48,400,29.166667,42000,5,development
3_MatLab_Raw_Data_Files (.mat)/2_Inner_Race_Faults/I_4_1.mat,48,400,29.166667,42000,4,development
3_MatLab_Raw_Data_Files (.mat)/2_Inner_Race_Faults/I_2_1.mat,48,400,29.166667,42000,2,development
3_MatLab_Raw_Data_Files (.mat)/4_Ball_Faults/B_11_2.mat,50,0,29.166667,42000,11,fault
3_MatLab_Raw_Data_Files (.mat)/4_Ball_Faults/B_13_2.mat,50,0,29.166667,42000,13,fault
