sampleId,predictedAge,average_predicted_age,difference,predicted_age_range,difference_vs_range
207700470022_R08C01,32.16,32.2220526,-0.062052600000001235,0.4717449999999985,-0.13153843707935733
207686150104_R02C01,80.2,80.153782,0.046217999999996096,0.34949000000000296,0.13224412715670178
207700460080_R08C01,59.97,60.0356308,-0.06563080000000099,0.39563800000000526,-0.165885986684798
207700470049_R01C01,56.0,56.038371999999995,-0.03837199999999541,0.08578099999999722,-0.4473251652463442
207805820146_R07C01,25.1,24.8734708,0.22652920000000165,0.524483,0.4319095185163325
207700470041_R01C01,48.56,48.4826382,0.07736180000000559,0.30345600000000417,0.25493580617949396
207700470049_R03C01,78.9,78.960936,-0.0609359999999981,0.3126800000000003,-0.19488294742227852
207700470024_R05C01,85.8,85.74775159999999,0.05224840000001052,0.17358000000000118,0.3010047240466077
207705770040_R06C01,23.3,23.1340764,0.16592359999999928,0.4095230000000001,0.40516307997352835
207686140150_R03C01,64.9,64.9126936,-0.012693599999991534,0.5877440000000007,-0.021597157946302334
207700470041_R08C01,55.3,55.44087040000001,-0.1408704000000114,0.40801299999999685,-0.3452595873171014
207700460101_R02C01,62.47,62.598327399999995,-0.12832739999999632,0.2153550000000024,-0.5958877202757998
207805820117_R07C01,52.3,52.20935060000001,0.09064939999998955,0.10228000000000037,0.8862866640593393
207700470036_R08C01,31.92,32.0281666,-0.108166599999997,0.2929950000000012,-0.36917558320106675
207686140125_R08C01,49.88,49.8492206,0.030779400000000123,0.11675299999999567,0.2636283435971775
207705770089_R06C01,55.12,55.0647742,0.05522579999999522,0.3177969999999988,0.17377697083356808
207700460084_R05C01,59.3,59.4526532,-0.15265320000000315,0.4107010000000031,-0.37168937986516226
207700470022_R01C01,60.72,60.3539454,0.36605459999999823,1.2323149999999998,0.29704629092399126
207700470011_R08C01,66.44,66.380948,0.05905199999999411,0.3551299999999884,0.16628276968996153
207700460115_R08C01,85.9,85.8909348,0.0090652000000091,0.39644400000000246,0.022866281240248417
207805820161_R01C01,22.67,22.7027642,-0.03276419999999902,0.27510999999999797,-0.11909490749154616
207700460111_R08C01,25.88,25.7380062,0.14199379999999806,0.2467780000000026,0.5753908371086425
207700460115_R02C01,48.38,48.442279,-0.06227899999999664,0.38636000000000337,-0.16119422300444172
207700470010_R04C01,20.0045459668784,20.223688000000003,-0.21914203312160296,0.14654600000000073,-1.4953805161628557
207700460136_R06C01,30.55,30.587075,-0.03707499999999797,0.39862099999999856,-0.09300814558188883
207700460101_R04C01,44.44,44.4442576,-0.004257600000002526,0.3628399999999985,-0.011734097673912864
207700460019_R04C01,42.1,42.152855599999995,-0.052855599999993785,0.29606199999999916,-0.17852882166571168
207700460090_R05C01,77.0,77.01878919999999,-0.018789199999986295,0.3548600000000022,-0.05294820492584732
207700460072_R02C01,63.62,63.6440742,-0.024074200000001156,0.4558839999999975,-0.05280773179142345
207700460035_R03C01,50.2,50.163987000000006,0.036012999999996964,0.2801100000000005,0.12856734854163326
207700460010_R08C01,27.12,27.174838,-0.054838000000000164,0.5437580000000004,-0.10085001048260463
207700460080_R04C01,77.7,77.7781992,-0.07819920000000025,0.37891000000000474,-0.20637935129713986
207700460066_R03C01,39.47,39.6182012,-0.1482012000000026,0.2602800000000016,-0.5693914246196468
207686140150_R02C01,27.45,27.5465134,-0.0965133999999992,0.44023500000000126,-0.21923154678750875
207700460068_R03C01,38.03,38.038140999999996,-0.008140999999994847,0.32978799999999353,-0.024685555569017085
207686140044_R01C01,21.31,21.2287136,0.08128639999999976,0.27351799999999926,0.2971884848529164
207805820171_R08C01,51.12,51.263492400000004,-0.14349240000000663,0.6298900000000032,-0.22780548984744306
207700460068_R08C01,19.99909467270467,19.7481318,0.2509628727046689,0.4362010000000005,0.5753376830971698
207686140117_R01C01,46.3,46.244523599999994,0.05547640000000342,0.24584600000000023,0.22565508489055494
207705770091_R07C01,64.0,63.936642400000004,0.06335759999999624,0.40479700000000207,0.1565169702344531
207686150081_R02C01,21.42,21.592385,-0.17238499999999846,0.25245499999999765,-0.6828345645758652
207686150009_R02C01,24.11,24.251783600000003,-0.14178360000000367,0.2571579999999969,-0.5513481983838939
207700460019_R06C01,28.78,28.823917799999997,-0.043917799999995566,0.3411769999999983,-0.1287243864621466
207700470042_R07C01,74.6,74.583586,0.016413999999997486,0.22539999999999338,0.07282165039928114
207700470024_R03C01,27.1,27.0121722,0.08782780000000301,0.2038890000000002,0.43076281702300234
207686140125_R01C01,30.08,29.944585,0.1354149999999983,0.4574549999999995,0.2960181875812887
207700460080_R01C01,20.86,20.7950004,0.06499960000000016,0.32869499999999974,0.19775049818220602
207686140102_R03C01,54.03,54.025797,0.004203000000003954,0.22460600000000142,0.018712768136220435
207700460010_R01C01,30.44,30.422688,0.017312000000000438,0.2797750000000008,0.06187829505853057
207705770049_R06C01,20.02410927386653,20.366257400000002,-0.34214812613347334,0.33615700000000004,-1.0178224048092805
207700470029_R03C01,61.94,62.06828740000001,-0.12828740000001204,1.2211220000000012,-0.10505698857281412
207686140117_R02C01,61.03,60.9412416,0.08875840000000323,0.21967300000000023,0.4040478347361903
207805820140_R04C01,70.6,70.5893952,0.010604799999995862,0.4780100000000118,0.02218530993074538
