A,B,_q0,_q1,_q2,_q3,_q4,_q5,_q6,_q7,_q8,_q9,_q10,_q11,_q12,_q13,_q14,_q15,_q16,_q17,_q18,_q19,_q20,_q21,_q22,_q23,_q24,_q25,_q26,_q27,_q28,_q29,_q30,_q31,_q32,_q33,_q34,_q35,_q36,_q37,_q38,_q39,_q40,_q41,_q42,_q43,_q44,_q45,_q46,_q47,_q48,_q49,_q50,_q51,_q52,_q53,_q54,_q55,_q56,_q57,_q58,_q59,_q60,_q61,_q62,_q63,_q64,_q65,_q66,_q67,_q68,_q69,_q70,_q71,_q72,_q73,_q74,_q75,_q76,_q77,_q78,_q79,_q80,_q81,_q82,_q83,_q84,_q85,_q86,_q87,_q88,_q89,_q90,_q91,_q92,_q93,_q94,_q95,_q96,_q97,_q98,_q99,_q100
0,0,0.26327,0.19168,0.12564,0.06650,0.01485,-0.02884,-0.06406,-0.09055,-0.10814,-0.11680,-0.11750,-0.11093,-0.09793,-0.07984,-0.05839,-0.03528,-0.01243,0.00831,0.02524,0.03703,0.04267,0.04161,0.03403,0.02060,0.00271,-0.01758,-0.03809,-0.05590,-0.06842,-0.07285,-0.06661,-0.04786,-0.01500,0.03255,0.09497,0.17098,0.25961,0.35877,0.46613,0.57898,0.69492,0.81083,0.92514,1.03574,1.14125,1.24071,1.33389,1.42046,1.50088,1.57554,1.64516,1.71001,1.77039,1.82633,1.87747,1.92334,1.96269,1.99440,2.01713,2.02948,2.03043,2.01884,1.99427,1.95666,1.90653,1.84529,1.77442,1.69640,1.61358,1.52890,1.44522,1.36567,1.29229,1.22775,1.17340,1.13043,1.09905,1.07907,1.06910,1.06826,1.07445,1.08551,1.09878,1.11227,1.12334,1.13001,1.13045,1.12300,1.10676,1.08101,1.04551,1.00056,0.94660,0.88470,0.81583,0.74154,0.66313,0.58217,0.50030,0.41887,0.33945
0,0,1.74629,1.58932,1.42947,1.27046,1.11611,0.97033,0.83702,0.71926,0.61973,0.54037,0.48261,0.44672,0.43241,0.43830,0.46221,0.50142,0.55250,0.61234,0.67706,0.74279,0.80639,0.86506,0.91667,0.95974,0.99372,1.01873,1.03575,1.04630,1.05226,1.05553,1.05837,1.06281,1.07039,1.08256,1.09931,1.12100,1.14714,1.17657,1.20753,1.23812,1.26633,1.29040,1.30806,1.31795,1.31884,1.30982,1.29105,1.26304,1.22670,1.18365,1.13580,1.08588,1.03623,0.98990,0.94958,0.91794,0.89689,0.88843,0.89379,0.91299,0.94584,0.99177,1.04905,1.11543,1.18865,1.26587,1.34457,1.42206,1.49620,1.56542,1.62826,1.68455,1.73417,1.77784,1.81681,1.85259,1.88673,1.92129,1.95785,1.99762,2.04168,2.09025,2.14343,2.20025,2.25983,2.32025,2.37901,2.43384,2.48249,2.52216,2.54993,2.56393,2.56203,2.54262,2.50445,2.44729,2.37091,2.27611,2.16403,2.03676,1.89655
0,0,-0.45989,-0.47980,-0.47944,-0.45604,-0.40815,-0.33510,-0.23722,-0.11632,0.02506,0.18315,0.35356,0.53078,0.70958,0.88358,1.04726,1.19517,1.32237,1.42523,1.50031,1.54543,1.55998,1.54353,1.49730,1.42314,1.32387,1.20283,1.06411,0.91184,0.75060,0.58510,0.41988,0.25913,0.10697,-0.03276,-0.15705,-0.26332,-0.34984,-0.41491,-0.45833,-0.48007,-0.48086,-0.46152,-0.42410,-0.36994,-0.30157,-0.22131,-0.13115,-0.03335,0.06972,0.17637,0.28489,0.39360,0.50129,0.60679,0.70920,0.80753,0.90118,0.98923,1.07075,1.14540,1.21223,1.27055,1.31943,1.35844,1.38714,1.40479,1.41145,1.40736,1.39300,1.36854,1.33498,1.29352,1.24525,1.19169,1.13434,1.07417,1.01254,0.95063,0.88905,0.82865,0.77014,0.71347,0.65897,0.60639,0.55530,0.50550,0.45573,0.40581,0.35464,0.30103,0.24487,0.18497,0.12119,0.05335,-0.01787,-0.09170,-0.16631,-0.23960,-0.30882,-0.37088,-0.42243
0,0,1.60228,1.70333,1.79390,1.87234,1.93735,1.98719,2.02121,2.03847,2.03898,2.02271,1.99007,1.94227,1.88049,1.80649,1.72152,1.62697,1.52435,1.41430,1.29746,1.17405,1.04379,0.90648,0.76156,0.60937,0.45013,0.28467,0.11482,-0.05681,-0.22721,-0.39228,-0.54819,-0.68973,-0.81318,-0.91470,-0.99141,-1.04114,-1.06361,-1.05930,-1.03015,-0.97914,-0.91073,-0.82938,-0.74005,-0.64768,-0.55713,-0.47233,-0.39669,-0.33198,-0.27959,-0.23949,-0.21075,-0.19164,-0.17965,-0.17183,-0.16485,-0.15579,-0.14174,-0.12039,-0.08964,-0.04900,0.00230,0.06322,0.13266,0.20798,0.28686,0.36584,0.44156,0.51061,0.56981,0.61641,0.64802,0.66319,0.66139,0.64281,0.60903,0.56172,0.50384,0.43837,0.36940,0.30037,0.23515,0.17740,0.13005,0.09596,0.07729,0.07522,0.09074,0.12366,0.17362,0.23963,0.32010,0.41349,0.51762,0.63052,0.75020,0.87430,1.00077,1.12769,1.25329,1.37562,1.49243
0,0,-1.24835,-1.15490,-1.04988,-0.93725,-0.81989,-0.70042,-0.58083,-0.46212,-0.34469,-0.22763,-0.11031,0.00903,0.13148,0.25862,0.39153,0.53087,0.67687,0.82878,0.98559,1.14568,1.30640,1.46512,1.61899,1.76471,1.89962,2.02056,2.12501,2.21125,2.27761,2.32340,2.34852,2.35315,2.33874,2.30663,2.25890,2.19800,2.12605,2.04578,1.95922,1.86874,1.77652,1.68423,1.59335,1.50519,1.42111,1.34226,1.26942,1.20348,1.14539,1.09615,1.05636,1.02600,1.00532,0.99417,0.99142,0.99566,1.00518,1.01781,1.03108,1.04231,1.04936,1.05013,1.04312,1.02782,1.00414,0.97291,0.93590,0.89520,0.85348,0.81331,0.77732,0.74769,0.72563,0.71110,0.70344,0.70087,0.70017,0.69759,0.68883,0.66969,0.63582,0.58370,0.51025,0.41444,0.29632,0.15689,-0.00061,-0.17189,-0.35206,-0.53488,-0.71404,-0.88332,-1.03679,-1.16935,-1.27679,-1.35626,-1.40634,-1.42671,-1.41863,-1.38403,-1.32597
0,0,0.55621,0.58822,0.64012,0.71191,0.80279,0.91090,1.03430,1.17034,1.31584,1.46730,1.62065,1.77181,1.91616,2.04947,2.16708,2.26467,2.33847,2.38447,2.40009,2.38255,2.33089,2.24474,2.12478,1.97321,1.79262,1.58697,1.36152,1.12137,0.87249,0.62137,0.37434,0.13772,-0.08263,-0.28138,-0.45390,-0.59660,-0.70639,-0.78153,-0.82104,-0.82504,-0.79427,-0.73035,-0.63587,-0.51367,-0.36727,-0.20019,-0.01671,0.17913,0.38295,0.59069,0.79809,1.00171,1.19773,1.38300,1.55498,1.71115,1.84991,1.97003,2.07066,2.15146,2.21291,2.25542,2.27987,2.28719,2.27884,2.25601,2.22020,2.17305,2.11596,2.05040,1.97811,1.90089,1.82057,1.73863,1.65737,1.57824,1.50315,1.43341,1.37041,1.31517,1.26767,1.22794,1.19499,1.16769,1.14422,1.12271,1.10103,1.07691,1.04882,1.01497,0.97483,0.92847,0.87644,0.82024,0.76228,0.70489,0.65176,0.60595,0.57088,0.54922,0.54362
0,0,0.48651,0.45516,0.42447,0.39520,0.36795,0.34375,0.32296,0.30637,0.29439,0.28726,0.28488,0.28656,0.29205,0.30054,0.31055,0.32117,0.33136,0.33999,0.34620,0.34916,0.34871,0.34445,0.33696,0.32651,0.31394,0.30003,0.28602,0.27288,0.26150,0.25302,0.24831,0.24817,0.25326,0.26363,0.27915,0.29931,0.32329,0.34978,0.37678,0.40247,0.42430,0.43968,0.44621,0.44187,0.42444,0.39244,0.34603,0.28531,0.21190,0.12792,0.03667,-0.05825,-0.15238,-0.24140,-0.32094,-0.38712,-0.43639,-0.46630,-0.47514,-0.46215,-0.42759,-0.37211,-0.29774,-0.20665,-0.10195,0.01346,0.13601,0.26271,0.39003,0.51475,0.63442,0.74636,0.84823,0.93846,1.01534,1.07821,1.12651,1.16040,1.18009,1.18665,1.18123,1.16543,1.14079,1.10953,1.07314,1.03344,0.99207,0.95041,0.90946,0.86994,0.83231,0.79655,0.76288,0.73075,0.69994,0.66989,0.64010,0.61030,0.58009,0.54937,0.51803
0,0,0.12286,0.10054,0.08400,0.07436,0.07234,0.07857,0.09342,0.11658,0.14791,0.18682,0.23217,0.28292,0.33753,0.39396,0.44990,0.50299,0.55042,0.58970,0.61767,0.63218,0.63089,0.61243,0.57662,0.52328,0.45395,0.37110,0.27808,0.17861,0.07759,-0.02022,-0.11040,-0.18872,-0.25185,-0.29724,-0.32391,-0.33154,-0.32115,-0.29479,-0.25576,-0.20708,-0.15305,-0.09715,-0.04291,0.00659,0.04881,0.08212,0.10573,0.11935,0.12367,0.11907,0.10757,0.09046,0.06940,0.04584,0.02093,-0.00406,-0.02879,-0.05289,-0.07650,-0.09989,-0.12384,-0.14884,-0.17570,-0.20501,-0.23729,-0.27251,-0.31014,-0.34993,-0.39090,-0.43164,-0.47020,-0.50520,-0.53445,-0.55618,-0.56884,-0.57087,-0.56157,-0.54020,-0.50707,-0.46252,-0.40795,-0.34444,-0.27440,-0.19987,-0.12354,-0.04780,0.02473,0.09180,0.15123,0.20175,0.24186,0.27073,0.28868,0.29566,0.29239,0.28025,0.26109,0.23631,0.20793,0.17820,0.14919
0,1,0.95202,1.03962,1.10421,1.14628,1.16652,1.16688,1.14982,1.11807,1.07472,1.02292,0.96618,0.90787,0.85118,0.79921,0.75472,0.71998,0.69672,0.68629,0.68952,0.70626,0.73645,0.77871,0.83204,0.89453,0.96407,1.03868,1.11602,1.19399,1.27080,1.34454,1.41433,1.47894,1.53740,1.58974,1.63538,1.67435,1.70649,1.73182,1.74985,1.76013,1.76208,1.75486,1.73806,1.71094,1.67331,1.62533,1.56735,1.50052,1.42677,1.34841,1.26795,1.18889,1.11397,1.04655,0.98914,0.94385,0.91216,0.89416,0.88950,0.89676,0.91350,0.93667,0.96247,0.98707,1.00652,1.01656,1.01392,0.99525,0.95841,0.90144,0.82370,0.72509,0.60650,0.47024,0.31836,0.15429,-0.01818,-0.19441,-0.36951,-0.53849,-0.69619,-0.83758,-0.95808,-1.05330,-1.11975,-1.15490,-1.15713,-1.12605,-1.06249,-0.96813,-0.84581,-0.69969,-0.53433,-0.35503,-0.16720,0.02325,0.21101,0.39085,0.55844,0.70961,0.84149
0,1,0.09659,0.20352,0.29798,0.37815,0.44293,0.49189,0.52550,0.54506,0.55257,0.55040,0.54122,0.52765,0.51257,0.49879,0.48839,0.48333,0.48526,0.49506,0.51341,0.54030,0.57543,0.61802,0.66671,0.72004,0.77628,0.83356,0.88985,0.94303,0.99146,1.03347,1.06749,1.09295,1.10882,1.11472,1.11089,1.09768,1.07514,1.04396,1.00449,0.95701,0.90168,0.83850,0.76728,0.68759,0.59912,0.50127,0.39368,0.27659,0.15004,0.01498,-0.12734,-0.27537,-0.42701,-0.57982,-0.73081,-0.87691,-1.01533,-1.14287,-1.25698,-1.35508,-1.43533,-1.49625,-1.53707,-1.55731,-1.55714,-1.53742,-1.49966,-1.44580,-1.37811,-1.29940,-1.21273,-1.12119,-1.02836,-0.93756,-0.85208,-0.77465,-0.70822,-0.65489,-0.61598,-0.59258,-0.58439,-0.59098,-0.61090,-0.64153,-0.67994,-0.72261,-0.76533,-0.80421,-0.83485,-0.85365,-0.85757,-0.84405,-0.81151,-0.75961,-0.68881,-0.60079,-0.49835,-0.38496,-0.26437,-0.14107,-0.01951
