A,B,C,_q0,_q1,_q2,_q3,_q4,_q5,_q6,_q7,_q8,_q9,_q10,_q11,_q12,_q13,_q14,_q15,_q16,_q17,_q18,_q19,_q20,_q21,_q22,_q23,_q24,_q25,_q26,_q27,_q28,_q29,_q30,_q31,_q32,_q33,_q34,_q35,_q36,_q37,_q38,_q39,_q40,_q41,_q42,_q43,_q44,_q45,_q46,_q47,_q48,_q49,_q50,_q51,_q52,_q53,_q54,_q55,_q56,_q57,_q58,_q59,_q60,_q61,_q62,_q63,_q64,_q65,_q66,_q67,_q68,_q69,_q70,_q71,_q72,_q73,_q74,_q75,_q76,_q77,_q78,_q79,_q80,_q81,_q82,_q83,_q84,_q85,_q86,_q87,_q88,_q89,_q90,_q91,_q92,_q93,_q94,_q95,_q96,_q97,_q98,_q99,_q100
0,0,0,0.65037,0.69040,0.72828,0.76363,0.79623,0.82568,0.85182,0.87463,0.89392,0.90939,0.92131,0.92947,0.93393,0.93472,0.93194,0.92586,0.91652,0.90421,0.88924,0.87174,0.85204,0.83046,0.80743,0.78317,0.75801,0.73214,0.70608,0.68011,0.65426,0.62887,0.60404,0.58014,0.55717,0.53518,0.51428,0.49465,0.47612,0.45873,0.44227,0.42681,0.41212,0.39810,0.38455,0.37136,0.35837,0.34517,0.33188,0.31817,0.30397,0.28911,0.27360,0.25734,0.24005,0.22198,0.20297,0.18312,0.16224,0.14069,0.11859,0.09586,0.07292,0.04979,0.02664,0.00381,-0.01851,-0.04025,-0.06098,-0.08050,-0.09868,-0.11522,-0.12990,-0.14241,-0.15267,-0.16052,-0.16572,-0.16799,-0.16738,-0.16368,-0.15703,-0.14719,-0.13410,-0.11787,-0.09851,-0.07608,-0.05055,-0.02202,0.00934,0.04317,0.07946,0.11806,0.15869,0.20108,0.24491,0.28986,0.33557,0.38189,0.42826,0.47440,0.52004,0.56482,0.60838
0,0,0,-1.08075,-1.11108,-1.14062,-1.16913,-1.19659,-1.22278,-1.24773,-1.27131,-1.29341,-1.31435,-1.33386,-1.35197,-1.36883,-1.38433,-1.39855,-1.41151,-1.42330,-1.43389,-1.44331,-1.45168,-1.45867,-1.46452,-1.46915,-1.47255,-1.47459,-1.47519,-1.47424,-1.47180,-1.46792,-1.46228,-1.45479,-1.44543,-1.43425,-1.42107,-1.40599,-1.38912,-1.37025,-1.34963,-1.32726,-1.30310,-1.27747,-1.25044,-1.22205,-1.19276,-1.16244,-1.13140,-1.09997,-1.06815,-1.03618,-1.00433,-0.97285,-0.94178,-0.91130,-0.88156,-0.85271,-0.82486,-0.79812,-0.77252,-0.74811,-0.72510,-0.70336,-0.68297,-0.66394,-0.64620,-0.62992,-0.61486,-0.60119,-0.58881,-0.57780,-0.56817,-0.56000,-0.55315,-0.54781,-0.54376,-0.54141,-0.54056,-0.54119,-0.54369,-0.54798,-0.55410,-0.56195,-0.57162,-0.58332,-0.59688,-0.61237,-0.62974,-0.64906,-0.67014,-0.69296,-0.71741,-0.74327,-0.77070,-0.79931,-0.82902,-0.85948,-0.89065,-0.92233,-0.95437,-0.98646,-1.01830,-1.04973
0,0,0,0.18619,0.09448,0.00064,-0.09464,-0.19090,-0.28746,-0.38380,-0.47945,-0.57349,-0.66569,-0.75534,-0.84197,-0.92519,-1.00469,-1.07989,-1.15043,-1.21610,-1.27679,-1.33207,-1.38163,-1.42578,-1.46406,-1.49661,-1.52332,-1.54430,-1.55943,-1.56882,-1.57275,-1.57108,-1.56407,-1.55190,-1.53453,-1.51232,-1.48543,-1.45382,-1.41800,-1.37813,-1.33419,-1.28683,-1.23578,-1.18166,-1.12474,-1.06511,-1.00300,-0.93887,-0.87295,-0.80554,-0.73665,-0.66690,-0.59650,-0.52552,-0.45428,-0.38316,-0.31212,-0.24166,-0.17183,-0.10267,-0.03463,0.03235,0.09814,0.16268,0.22555,0.28701,0.34696,0.40514,0.46165,0.51642,0.56922,0.62017,0.66880,0.71560,0.76024,0.80239,0.84207,0.87904,0.91313,0.94418,0.97192,0.99617,1.01658,1.03312,1.04532,1.05316,1.05608,1.05419,1.04713,1.03451,1.01650,0.99269,0.96313,0.92759,0.88647,0.83936,0.78656,0.72814,0.66445,0.59558,0.52180,0.44363,0.36140,0.27534
0,0,0,1.40697,1.44661,1.48023,1.50790,1.52951,1.54517,1.55499,1.55895,1.55715,1.55009,1.53797,1.52071,1.49891,1.47280,1.44257,1.40854,1.37117,1.33070,1.28745,1.24187,1.19432,1.14495,1.09422,1.04234,0.98945,0.93594,0.88226,0.82820,0.77412,0.72036,0.66686,0.61364,0.56088,0.50867,0.45709,0.40605,0.35560,0.30561,0.25636,0.20735,0.15878,0.11069,0.06298,0.01551,-0.03161,-0.07844,-0.12492,-0.17118,-0.21713,-0.26269,-0.30776,-0.35215,-0.39589,-0.43860,-0.48012,-0.52023,-0.55877,-0.59525,-0.62951,-0.66128,-0.69016,-0.71567,-0.73763,-0.75562,-0.76939,-0.77841,-0.78254,-0.78132,-0.77480,-0.76243,-0.74418,-0.71991,-0.68974,-0.65333,-0.61093,-0.56260,-0.50859,-0.44903,-0.38399,-0.31411,-0.23968,-0.16121,-0.07903,0.00604,0.09365,0.18318,0.27414,0.36575,0.45757,0.54885,0.63904,0.72747,0.81353,0.89666,0.97652,1.05256,1.12441,1.19137,1.25353,1.31033,1.36148
0,0,0,-0.67078,-0.63549,-0.59972,-0.56401,-0.52916,-0.49582,-0.46477,-0.43663,-0.41202,-0.39154,-0.37544,-0.36458,-0.35918,-0.35931,-0.36532,-0.37727,-0.39514,-0.41887,-0.44826,-0.48288,-0.52261,-0.56689,-0.61519,-0.66706,-0.72164,-0.77846,-0.83656,-0.89552,-0.95439,-1.01257,-1.06911,-1.12341,-1.17476,-1.22255,-1.26615,-1.30496,-1.33862,-1.36652,-1.38859,-1.40426,-1.41359,-1.41629,-1.41238,-1.40219,-1.38548,-1.36282,-1.33441,-1.30049,-1.26178,-1.21850,-1.17143,-1.12108,-1.06820,-1.01328,-0.95722,-0.90062,-0.84438,-0.78888,-0.73499,-0.68328,-0.63445,-0.58902,-0.54751,-0.51048,-0.47815,-0.45093,-0.42893,-0.41239,-0.40132,-0.39587,-0.39581,-0.40102,-0.41124,-0.42597,-0.44510,-0.46803,-0.49425,-0.52322,-0.55418,-0.58681,-0.62020,-0.65386,-0.68682,-0.71866,-0.74873,-0.77648,-0.80118,-0.82255,-0.84007,-0.85340,-0.86234,-0.86647,-0.86581,-0.86028,-0.84997,-0.83525,-0.81612,-0.79321,-0.76657,-0.73695,-0.70480
0,0,1,-1.19379,-1.26177,-1.32632,-1.38722,-1.44395,-1.49631,-1.54406,-1.58699,-1.62491,-1.65786,-1.68579,-1.70860,-1.72621,-1.73886,-1.74653,-1.74924,-1.74755,-1.74133,-1.73083,-1.71647,-1.69860,-1.67739,-1.65315,-1.62626,-1.59690,-1.56556,-1.53246,-1.49768,-1.46167,-1.42466,-1.38669,-1.34821,-1.30899,-1.26938,-1.22922,-1.18879,-1.14794,-1.10669,-1.06487,-1.02244,-0.97931,-0.93536,-0.89061,-0.84477,-0.79785,-0.74979,-0.70017,-0.64925,-0.59707,-0.54366,-0.48881,-0.43288,-0.37598,-0.31815,-0.25986,-0.20122,-0.14262,-0.08454,-0.02715,0.02911,0.08369,0.13626,0.18627,0.23352,0.27724,0.31736,0.35332,0.38489,0.41164,0.43332,0.44972,0.46055,0.46583,0.46524,0.45901,0.44683,0.42884,0.40513,0.37582,0.34104,0.30089,0.25570,0.20566,0.15096,0.09210,0.02919,-0.03731,-0.10697,-0.17963,-0.25486,-0.33210,-0.41096,-0.49103,-0.57187,-0.65312,-0.73432,-0.81483,-0.89437,-0.97251,-1.04871,-1.12262
0,0,1,0.56677,0.57450,0.58347,0.59345,0.60458,0.61674,0.62968,0.64339,0.65765,0.67242,0.68746,0.70279,0.71816,0.73374,0.74918,0.76450,0.77986,0.79493,0.80992,0.82487,0.83989,0.85474,0.86955,0.88451,0.89959,0.91483,0.93023,0.94593,0.96173,0.97770,0.99365,1.00948,1.02509,1.04045,1.05519,1.06908,1.08219,1.09393,1.10442,1.11302,1.11978,1.12448,1.12700,1.12702,1.12456,1.11954,1.11171,1.10147,1.08871,1.07342,1.05591,1.03642,1.01507,0.99203,0.96768,0.94236,0.91632,0.88987,0.86333,0.83700,0.81141,0.78647,0.76272,0.74030,0.71943,0.70013,0.68251,0.66674,0.65263,0.64042,0.62989,0.62087,0.61334,0.60717,0.60223,0.59814,0.59501,0.59229,0.59008,0.58799,0.58596,0.58408,0.58196,0.57974,0.57706,0.57415,0.57112,0.56784,0.56449,0.56104,0.55757,0.55446,0.55163,0.54941,0.54785,0.54716,0.54754,0.54893,0.55153,0.55532,0.56034
0,0,1,-0.21874,-0.20566,-0.18575,-0.15925,-0.12635,-0.08745,-0.04287,0.00709,0.06180,0.12106,0.18413,0.25058,0.31976,0.39128,0.46452,0.53888,0.61368,0.68857,0.76286,0.83623,0.90806,0.97790,1.04511,1.10973,1.17130,1.22934,1.28381,1.33464,1.38161,1.42465,1.46385,1.49935,1.53126,1.55952,1.58466,1.60661,1.62589,1.64268,1.65732,1.67002,1.68139,1.69142,1.70047,1.70887,1.71679,1.72438,1.73183,1.73922,1.74658,1.75382,1.76118,1.76826,1.77518,1.78137,1.78690,1.79155,1.79482,1.79653,1.79623,1.79373,1.78853,1.78028,1.76878,1.75388,1.73491,1.71198,1.68468,1.65271,1.61614,1.57485,1.52882,1.47824,1.42315,1.36359,1.29998,1.23245,1.16145,1.08736,1.01053,0.93165,0.85100,0.76923,0.68705,0.60523,0.52404,0.44414,0.36635,0.29130,0.21938,0.15135,0.08763,0.02867,-0.02500,-0.07294,-0.11478,-0.15032,-0.17920,-0.20106,-0.21608,-0.22402,-0.22490
0,0,1,-1.40184,-1.35950,-1.31645,-1.27291,-1.22918,-1.18556,-1.14242,-1.10001,-1.05891,-1.01936,-0.98180,-0.94666,-0.91417,-0.88490,-0.85911,-0.83726,-0.81943,-0.80590,-0.79695,-0.79248,-0.79280,-0.79766,-0.80727,-0.82133,-0.83948,-0.86191,-0.88803,-0.91745,-0.94991,-0.98496,-1.02227,-1.06118,-1.10126,-1.14210,-1.18307,-1.22376,-1.26395,-1.30309,-1.34082,-1.37702,-1.41109,-1.44321,-1.47306,-1.50049,-1.52556,-1.54823,-1.56862,-1.58692,-1.60333,-1.61806,-1.63122,-1.64314,-1.65389,-1.66387,-1.67344,-1.68250,-1.69151,-1.70057,-1.70974,-1.71929,-1.72918,-1.73955,-1.75047,-1.76167,-1.77331,-1.78532,-1.79744,-1.80965,-1.82171,-1.83352,-1.84501,-1.85577,-1.86577,-1.87485,-1.88277,-1.88927,-1.89445,-1.89797,-1.89986,-1.89995,-1.89807,-1.89437,-1.88875,-1.88117,-1.87146,-1.85964,-1.84577,-1.82992,-1.81196,-1.79177,-1.76966,-1.74540,-1.71923,-1.69106,-1.66099,-1.62903,-1.59516,-1.55946,-1.52214,-1.48338,-1.44328
0,0,1,-1.05100,-0.97177,-0.89022,-0.80698,-0.72265,-0.63782,-0.55300,-0.46868,-0.38576,-0.30441,-0.22518,-0.14848,-0.07455,-0.00377,0.06373,0.12777,0.18797,0.24426,0.29671,0.34512,0.38965,0.43022,0.46687,0.49962,0.52848,0.55380,0.57551,0.59366,0.60839,0.61983,0.62812,0.63318,0.63505,0.63404,0.62998,0.62312,0.61329,0.60073,0.58544,0.56747,0.54688,0.52363,0.49798,0.46994,0.43940,0.40654,0.37142,0.33415,0.29485,0.25372,0.21055,0.16567,0.11895,0.07073,0.02097,-0.03021,-0.08275,-0.13661,-0.19160,-0.24793,-0.30536,-0.36368,-0.42277,-0.48286,-0.54374,-0.60526,-0.66735,-0.72986,-0.79257,-0.85525,-0.91788,-0.98006,-1.04181,-1.10254,-1.16203,-1.21979,-1.27547,-1.32881,-1.37947,-1.42677,-1.47034,-1.50986,-1.54451,-1.57428,-1.59872,-1.61743,-1.63014,-1.63642,-1.63606,-1.62892,-1.61492,-1.59425,-1.56677,-1.53246,-1.49154,-1.44427,-1.39101,-1.33225,-1.26828,-1.19980,-1.12710
