A,B,S,_q0,_q1,_q2,_q3,_q4,_q5,_q6,_q7,_q8,_q9,_q10,_q11,_q12,_q13,_q14,_q15,_q16,_q17,_q18,_q19,_q20,_q21,_q22,_q23,_q24,_q25,_q26,_q27,_q28,_q29,_q30,_q31,_q32,_q33,_q34,_q35,_q36,_q37,_q38,_q39,_q40,_q41,_q42,_q43,_q44,_q45,_q46,_q47,_q48,_q49,_q50,_q51,_q52,_q53,_q54,_q55,_q56,_q57,_q58,_q59,_q60,_q61,_q62,_q63,_q64,_q65,_q66,_q67,_q68,_q69,_q70,_q71,_q72,_q73,_q74,_q75,_q76,_q77,_q78,_q79,_q80,_q81,_q82,_q83,_q84,_q85,_q86,_q87,_q88,_q89,_q90,_q91,_q92,_q93,_q94,_q95,_q96,_q97,_q98,_q99,_q100
0,0,0,0.27494,0.47034,0.67616,0.86881,1.02804,1.13991,1.19943,1.21115,1.18821,1.14723,1.10607,1.07808,1.07007,1.08130,1.10336,1.12334,1.12634,1.09963,1.03550,0.93253,0.79604,0.63709,0.46970,0.30937,0.16961,0.05944,-0.01689,-0.06085,-0.07860,-0.07932,-0.07290,-0.06829,-0.07079,-0.08192,-0.09849,-0.11510,-0.12496,-0.12173,-0.10164,-0.06360,-0.00998,0.05481,0.12502,0.19651,0.26655,0.33419,0.40050,0.46746,0.53583,0.60446,0.66882,0.72088,0.75093,0.74917,0.70700,0.62118,0.49438,0.33648,0.16281,-0.00804,-0.15703,-0.26907,-0.33528,-0.35433,-0.33326,-0.28504,-0.22536,-0.16949,-0.13023,-0.11488,-0.12560,-0.15882,-0.20820,-0.26617,-0.32493,-0.37889,-0.42372,-0.45755,-0.48040,-0.49255,-0.49471,-0.48704,-0.46869,-0.43840,-0.39472,-0.33653,-0.26450,-0.18148,-0.09373,-0.00988,0.05962,0.10570,0.12131,0.10547,0.06338,0.00760,-0.04503,-0.07504,-0.06511,-0.00375,0.11192
0,0,1,-0.91718,-1.10958,-1.28904,-1.44378,-1.56305,-1.63816,-1.66316,-1.63502,-1.55463,-1.42605,-1.25708,-1.05874,-0.84452,-0.62969,-0.43032,-0.26084,-0.13377,-0.05755,-0.03700,-0.07118,-0.15462,-0.27829,-0.42983,-0.59615,-0.76396,-0.92201,-1.06179,-1.17757,-1.26606,-1.32709,-1.36170,-1.37225,-1.36305,-1.33853,-1.30345,-1.26379,-1.22438,-1.18857,-1.15735,-1.12894,-1.09893,-1.06100,-1.00822,-0.93486,-0.83838,-0.72013,-0.58484,-0.44030,-0.29674,-0.16376,-0.05061,0.03559,0.09053,0.11256,0.10205,0.06237,-0.00209,-0.08510,-0.17954,-0.27801,-0.37383,-0.46071,-0.53336,-0.58790,-0.62113,-0.63126,-0.61747,-0.57997,-0.52150,-0.44622,-0.36072,-0.27306,-0.19268,-0.12838,-0.08700,-0.07280,-0.08514,-0.12047,-0.17094,-0.22635,-0.27605,-0.31012,-0.32186,-0.30833,-0.27092,-0.21446,-0.14662,-0.07592,-0.01078,0.04291,0.08065,0.09980,0.09994,0.07998,0.03875,-0.02538,-0.11488,-0.23080,-0.37317,-0.53935,-0.72356
0,0,2,1.01679,0.80607,0.54145,0.23480,-0.09591,-0.42959,-0.74447,-1.02087,-1.24401,-1.40582,-1.50551,-1.54944,-1.54896,-1.51824,-1.47025,-1.41624,-1.36351,-1.31402,-1.26739,-1.22168,-1.17437,-1.12491,-1.07551,-1.03020,-0.99443,-0.97269,-0.96843,-0.98222,-1.01102,-1.04912,-1.08981,-1.12624,-1.15341,-1.16847,-1.17191,-1.16548,-1.15318,-1.13785,-1.12255,-1.10729,-1.09179,-1.07427,-1.05091,-1.01909,-0.97506,-0.91524,-0.83607,-0.73482,-0.60941,-0.45978,-0.28788,-0.09912,0.09723,0.28969,0.46422,0.60633,0.70410,0.74917,0.73845,0.67638,0.57274,0.44226,0.30210,0.17051,0.06334,-0.00842,-0.03765,-0.02338,0.03043,0.11561,0.22105,0.33401,0.44171,0.53369,0.60251,0.64590,0.66640,0.67158,0.67131,0.67705,0.69752,0.73814,0.79883,0.87359,0.95427,1.02954,1.08976,1.12928,1.14713,1.14744,1.13821,1.12884,1.12872,1.14373,1.17425,1.21605,1.25946,1.29056,1.29486,1.25749,1.16687
0,0,3,1.20622,1.16657,1.14499,1.14453,1.16389,1.19853,1.24110,1.28260,1.31507,1.33379,1.33710,1.32781,1.31114,1.29288,1.27675,1.26265,1.24575,1.21710,1.16568,1.08173,0.95938,0.79855,0.60704,0.39842,0.19145,0.00577,-0.13985,-0.23212,-0.26376,-0.23554,-0.15552,-0.03805,0.09939,0.23729,0.35749,0.44573,0.49285,0.49530,0.45504,0.37909,0.27695,0.15975,0.03967,-0.07203,-0.16585,-0.23400,-0.27198,-0.27860,-0.25663,-0.21240,-0.15532,-0.09588,-0.04443,-0.00918,0.00535,-0.00203,-0.02966,-0.07365,-0.13025,-0.19617,-0.26974,-0.35051,-0.43897,-0.53660,-0.64313,-0.75787,-0.87864,-1.00157,-1.12092,-1.23075,-1.32437,-1.39550,-1.43959,-1.45403,-1.43813,-1.39390,-1.32501,-1.23531,-1.12858,-1.00754,-0.87357,-0.72656,-0.56595,-0.39160,-0.20410,-0.00527,0.20064,0.40863,0.61175,0.80325,0.97662,1.12643,1.24834,1.33953,1.39984,1.42938,1.43086,1.40838,1.36737,1.31456,1.25814
0,0,4,-0.59642,-0.41868,-0.25739,-0.11138,0.02213,0.14740,0.26901,0.39078,0.51546,0.64324,0.77149,0.89463,1.00468,1.09265,1.15006,1.16980,1.14761,1.08238,0.97521,0.82927,0.64868,0.43912,0.20635,-0.04167,-0.29607,-0.54571,-0.77774,-0.98021,-1.14299,-1.26032,-1.33034,-1.35763,-1.35159,-1.32450,-1.29146,-1.26486,-1.25591,-1.27145,-1.31401,-1.38174,-1.46880,-1.56724,-1.66724,-1.75856,-1.83130,-1.87697,-1.88824,-1.85941,-1.78620,-1.66693,-1.50170,-1.29355,-1.04932,-0.77898,-0.49658,-0.21785,0.04024,0.26189,0.43513,0.55280,0.61447,0.62545,0.59637,0.54166,0.47689,0.41647,0.37179,0.34929,0.35084,0.37346,0.40986,0.45045,0.48502,0.50459,0.50233,0.47477,0.42085,0.34282,0.24401,0.12764,-0.00301,-0.14721,-0.30430,-0.47584,-0.66133,-0.85969,-1.06653,-1.27489,-1.47475,-1.65357,-1.79876,-1.89916,-1.94606,-1.93602,-1.86941,-1.75229,-1.59431,-1.40708,-1.20296,-0.99398,-0.78933
0,1,0,-1.20459,-1.34503,-1.45697,-1.53781,-1.58776,-1.60986,-1.60977,-1.59414,-1.56986,-1.54333,-1.51847,-1.49663,-1.47700,-1.45660,-1.43203,-1.40108,-1.36274,-1.31937,-1.27437,-1.23362,-1.20073,-1.17823,-1.16519,-1.15749,-1.14767,-1.12713,-1.08772,-1.02345,-0.93169,-0.81402,-0.67632,-0.52717,-0.37708,-0.23704,-0.11683,-0.02528,0.03198,0.05181,0.03393,-0.01854,-0.09982,-0.20240,-0.31834,-0.44024,-0.56236,-0.68172,-0.79718,-0.90986,-1.02044,-1.12728,-1.22562,-1.30680,-1.35922,-1.36939,-1.32475,-1.21568,-1.03743,-0.79157,-0.48604,-0.13525,0.24253,0.62442,0.98785,1.31039,1.57227,1.75708,1.85462,1.86074,1.77775,1.61524,1.38934,1.12102,0.83510,0.55731,0.31149,0.11705,-0.01370,-0.07647,-0.07621,-0.02388,0.06331,0.16691,0.26962,0.35796,0.42289,0.46109,0.47377,0.46438,0.43829,0.39879,0.34751,0.28390,0.20552,0.10889,-0.00889,-0.14856,-0.30890,-0.48567,-0.67225,-0.86023,-1.04042
0,1,1,-0.47723,-0.40374,-0.32008,-0.22813,-0.12713,-0.01487,0.11341,0.26129,0.43101,0.62120,0.82553,1.03254,1.22529,1.38522,1.49373,1.53619,1.50511,1.40172,1.23630,1.02629,0.79385,0.56128,0.34832,0.16739,0.02410,-0.08392,-0.16452,-0.22745,-0.28155,-0.33101,-0.37437,-0.40394,-0.40754,-0.37068,-0.27975,-0.12587,0.09391,0.37427,0.70175,1.05608,1.41230,1.74290,2.02026,2.22053,2.32522,2.32377,2.21572,2.00910,1.72168,1.37907,1.01205,0.65229,0.33058,0.07157,-0.10782,-0.20083,-0.21079,-0.15077,-0.04012,0.09720,0.23686,0.35622,0.43693,0.46621,0.43873,0.35495,0.22162,0.05241,-0.13513,-0.31947,-0.47855,-0.59117,-0.63962,-0.61262,-0.50577,-0.32344,-0.07722,0.21431,0.52802,0.83870,1.12122,1.35332,1.51767,1.60333,1.60602,1.52947,1.38342,1.18273,0.94516,0.68940,0.43261,0.18901,-0.02937,-0.21569,-0.36529,-0.47706,-0.55169,-0.59123,-0.59926,-0.57986,-0.53745
0,1,2,-0.50839,-0.53417,-0.55799,-0.57674,-0.58924,-0.59527,-0.59471,-0.58567,-0.56641,-0.53310,-0.48190,-0.41086,-0.31877,-0.20718,-0.07932,0.05983,0.20490,0.35108,0.49561,0.63638,0.77415,0.90936,1.04320,1.17622,1.30695,1.43266,1.55010,1.65552,1.74498,1.81594,1.86658,1.89518,1.89832,1.87175,1.80916,1.70326,1.54943,1.34636,1.09864,0.81801,0.52427,0.24242,-0.00098,-0.18024,-0.27602,-0.27758,-0.18538,-0.01071,0.22660,0.50056,0.78260,1.04592,1.26928,1.43750,1.54428,1.58995,1.58179,1.53092,1.45042,1.35351,1.25315,1.15971,1.08184,1.02638,0.99809,1.00011,1.03462,1.10080,1.19683,1.31792,1.45574,1.59930,1.73477,1.84759,1.92181,1.94453,1.90561,1.79950,1.62643,1.39309,1.10961,0.79081,0.45379,0.11647,-0.20416,-0.49206,-0.73429,-0.92105,-1.04658,-1.10992,-1.11441,-1.06850,-0.98468,-0.87804,-0.76466,-0.65930,-0.57310,-0.51331,-0.48159,-0.47461,-0.48602
0,1,3,-1.91031,-1.96528,-1.94072,-1.83824,-1.66579,-1.43801,-1.17464,-0.89714,-0.62679,-0.38164,-0.17298,-0.00642,0.11961,0.21133,0.27680,0.32452,0.36139,0.39168,0.41739,0.43860,0.45454,0.46459,0.46673,0.45910,0.43853,0.40006,0.33919,0.25035,0.13073,-0.01947,-0.19628,-0.39263,-0.59828,-0.80233,-0.99595,-1.17287,-1.33119,-1.47142,-1.59614,-1.70809,-1.80767,-1.89217,-1.95560,-1.98940,-1.98406,-1.93120,-1.82594,-1.66827,-1.46393,-1.22348,-0.96186,-0.69647,-0.44521,-0.22473,-0.04811,0.07466,0.13845,0.14203,0.08785,-0.01843,-0.16922,-0.35424,-0.56212,-0.77960,-0.99314,-1.18924,-1.35457,-1.47864,-1.55396,-1.57816,-1.55526,-1.49426,-1.41023,-1.32236,-1.25023,-1.21055,-1.21496,-1.26601,-1.35757,-1.47294,-1.58928,-1.68110,-1.72359,-1.69833,-1.59652,-1.42100,-1.18697,-0.91816,-0.64511,-0.40002,-0.21193,-0.10233,-0.08324,-0.15549,-0.30978,-0.52928,-0.79114,-1.07056,-1.34316,-1.58630,-1.78059
0,1,4,-0.54682,-0.24935,0.02561,0.27118,0.48010,0.64507,0.75985,0.82050,0.82722,0.78510,0.70329,0.59532,0.47600,0.36050,0.26127,0.18844,0.14735,0.14007,0.16421,0.21535,0.28612,0.36833,0.45225,0.52973,0.59193,0.63239,0.64746,0.63558,0.59891,0.54229,0.47216,0.39652,0.32318,0.25956,0.21259,0.18865,0.19270,0.22904,0.29889,0.40116,0.52957,0.67374,0.81862,0.94551,1.03561,1.07133,1.04097,0.94070,0.77552,0.55937,0.31279,0.06122,-0.17050,-0.36068,-0.49459,-0.56567,-0.57677,-0.53831,-0.46677,-0.37959,-0.29396,-0.22283,-0.17380,-0.14884,-0.14621,-0.16008,-0.18509,-0.21663,-0.25125,-0.28720,-0.32331,-0.35777,-0.38826,-0.41161,-0.42411,-0.42468,-0.41488,-0.40093,-0.39236,-0.40221,-0.44416,-0.53015,-0.66808,-0.86025,-1.10161,-1.38081,-1.68066,-1.98056,-2.25836,-2.49268,-2.66583,-2.76480,-2.78266,-2.71891,-2.57885,-2.37356,-2.11646,-1.82320,-1.50791,-1.18345,-0.86043
