code,name,parent_code,level
001,Crop cultivation,150,3
002,Livestock,150,3
003,Agricultural services,150,3
004,Forestry,150,3
005,Fishery,150,3
006,"Coal mining, crude petroleum and natural gas",150,3
007,Miscellaneous mining industry,150,3
008,Dairy products,150,3
009,Processed seafood,150,3
010,Grain milling,150,3
011,"Noodles, bread, confectionery",150,3
012,Preserved agricultural foodstuffs,150,3
013,"Sugar, oils, condiments and seasoning",150,3
014,Miscellaneous foods,150,3
015,Beverage,150,3
016,"Feeds and organic fertilizers, n.e.c.",150,3
017,Tobacco,150,3
018,Textile products,150,3
019,Wearing apparel and miscellaneous ready-made textile products,150,3
020,Lumber and wood products,150,3
021,Furniture and fixtures,150,3
022,"Pulp, paper, paperboard, coated and glazed paper",150,3
023,Paper products,150,3
024,"Printing, plate making and book binding",150,3
025,Chemical fertilizer,150,3
026,Industrial inorganic chemicals,150,3
027,Petrochemical basic products,150,3
028,Organic chemical products (except petrochemical basic products or synthetic resins),150,3
029,Synthetic resins,150,3
030,Chemical fibers,150,3
031,Medicaments,150,3
032,Final chemical products (except medicaments),150,3
033,Petroleum refinery products,150,3
034,Coal products,150,3
035,Plastic products,150,3
036,Rubber products,150,3
037,"Tanned leather, leather products and fur skins",150,3
038,Glass and glass products,150,3
039,Cement and cement products,150,3
040,"Pottery, china and earthenware",150,3
041,"Miscellaneous ceramic, stone and clay products",150,3
042,Pig iron and crude steel,150,3
043,Steel products,150,3
044,Cast and forged steel products (iron),150,3
045,Miscellaneous iron or steel products,150,3
046,Non-ferrous metals,150,3
047,Non-ferrous metal products,150,3
048,Fabricated constructional and architectural metal products,150,3
049,Miscellaneous metal products,150,3
050,General-purpose machinery,150,3
051,Production machinery,150,3
052,Business oriented machinery,150,3
053,Electronic devices,150,3
054,Miscellaneous electronic components,150,3
055,Electrical devices and parts,150,3
056,Household electric appliances,150,3
057,Applied electronic equipment and electric measuring instruments,150,3
058,Miscellaneous electrical machinery,150,3
059,"Communication, image and audio equipment",150,3
060,Electronic computing equipment and accessory equipment of electronic computing equipment,150,3
061,Cars,150,3
062,Motor vehicle parts and accessories,150,3
063,Ships and repair of ships,150,3
064,Miscellaneous transportation equipment and repair of transportation equipment,150,3
065,Miscellaneous manufacturing products,150,3
066,Reuse and recycling,150,3
067,Construction,150,3
068,Electricity,150,3
069,Gas and heat supply,150,3
070,Water supply,150,3
071,Waste management services,150,3
072,Wholesale trade,150,3
073,Retail trade,150,3
074,Finance and insurance,150,3
075,Real estate agencies and rental services,150,3
076,House rent,150,3
077,Transport,150,3
078,Postal services and mail delivery,150,3
079,Communications,150,3
080,Broadcasting,150,3
081,Information services,150,3
082,Internet based services,150,3
083,"Image information, sound information and character information production",150,3
084,Education,150,3
085,Research,150,3
086,Medical service,150,3
087,Medical service (pharmacies),150,3
088,Health and hygiene,150,3
089,Social insurance and social welfare,150,3
090,Nursing care,150,3
091,"Membership-based associations, n.e.c.",150,3
092,Goods rental and leasing services,150,3
093,Advertising services,150,3
094,Motor vehicle maintenance and machine repair services,150,3
095,Miscellaneous business services,150,3
096,Hotels,150,3
097,Eating and drinking services,150,3
098,"Cleaning, barber shops, beauty shops and public baths",150,3
099,Amusement and recreational services,150,3
100,Veterinary service,150,3
101,Miscellaneous personal services,150,3
102,Activities not elsewhere classified,150,3
120,Sewage disposal **,150,3
121,Waste management services (public corporation) **,150,3
122,Services relating to transport (public corporation) **,150,3
123,Public administration  **,150,3
124,Education (public institution) **,150,3
125,School lunch (public institution) **,150,3
126,Research (public institution) **,150,3
127,Health and hygiene (public institution) **,150,3
128,Social insurance and social welfare **,150,3
129,Slaughterhouse **,150,3
130,Education (NPI) *,150,3
131,School lunch (NPI) *,150,3
132,Research (NPI) *,150,3
133,Social welfare (NPI) *,150,3
134,"Membership-based associations, n.e.c. *",150,3
150,Total of intermediate sectors,330,2
fu,Final uses,,0
311,Consumption expenditure outside households (column),fu,1
312,Consumption expenditure of households,fu,1
313,Consumption expenditure of private non-profit institutions serving households,fu,1
314,Consumption expenditure of general government,fu,1
315,Gross domestic fixed capital formation,fu,1
316,Increase in stocks,fu,1
317,Exports,fu,1
330,Total use (at producers' prices),360,1
360,Total use (at purchasers' prices),,0
300,Domestic production (gross outputs),320,2
301,Imports,320,2
302,Taxes and duties on imports,320,2
320,Total supply (at producers' prices),350,1
350,Total supply (at purchasers' prices),,0
340,Trade and transport margins,,0
