A,B,_q0,_q1,_q2,_q3,_q4,_q5,_q6,_q7,_q8,_q9,_q10,_q11,_q12,_q13,_q14,_q15,_q16,_q17,_q18,_q19,_q20,_q21,_q22,_q23,_q24,_q25,_q26,_q27,_q28,_q29,_q30,_q31,_q32,_q33,_q34,_q35,_q36,_q37,_q38,_q39,_q40,_q41,_q42,_q43,_q44,_q45,_q46,_q47,_q48,_q49,_q50,_q51,_q52,_q53,_q54,_q55,_q56,_q57,_q58,_q59,_q60,_q61,_q62,_q63,_q64,_q65,_q66,_q67,_q68,_q69,_q70,_q71,_q72,_q73,_q74,_q75,_q76,_q77,_q78,_q79,_q80,_q81,_q82,_q83,_q84,_q85,_q86,_q87,_q88,_q89,_q90,_q91,_q92,_q93,_q94,_q95,_q96,_q97,_q98,_q99,_q100
0,0,1.32275,1.34554,1.36292,1.37234,1.37082,1.35621,1.32573,1.27756,1.20999,1.12197,1.01307,0.88353,0.73381,0.56584,0.38159,0.18398,-0.02377,-0.23793,-0.45452,-0.66900,-0.87721,-1.07446,-1.25694,-1.42037,-1.56136,-1.67715,-1.76556,-1.82537,-1.85584,-1.85730,-1.83085,-1.77885,-1.70376,-1.60931,-1.49889,-1.37714,-1.24810,-1.11574,-0.98399,-0.85627,-0.73535,-0.62327,-0.52153,-0.43095,-0.35107,-0.28133,-0.22042,-0.16694,-0.11877,-0.07429,-0.03187,0.00996,0.05228,0.09583,0.14104,0.18739,0.23477,0.28208,0.32855,0.37332,0.41527,0.45392,0.48896,0.51958,0.54621,0.56943,0.59000,0.60849,0.62644,0.64474,0.66463,0.68672,0.71199,0.74055,0.77272,0.80812,0.84615,0.88600,0.92674,0.96734,1.00636,1.04286,1.07561,1.10393,1.12735,1.14553,1.15856,1.16708,1.17134,1.17291,1.17277,1.17234,1.17283,1.17562,1.18140,1.19137,1.20544,1.22398,1.24605,1.27101,1.29720
0,0,0.03709,0.08101,0.14118,0.21581,0.30281,0.39931,0.50183,0.60709,0.71180,0.81228,0.90599,0.99002,1.06269,1.12218,1.16793,1.19972,1.21801,1.22364,1.21846,1.20327,1.18024,1.15076,1.11632,1.07834,1.03779,0.99505,0.95100,0.90527,0.85801,0.80886,0.75731,0.70318,0.64641,0.58693,0.52501,0.46142,0.39707,0.33342,0.27197,0.21467,0.16408,0.12213,0.09123,0.07378,0.07141,0.08620,0.11919,0.17099,0.24180,0.33077,0.43676,0.55800,0.69172,0.83517,0.98482,1.13743,1.28924,1.43679,1.57680,1.70654,1.82334,1.92520,2.01088,2.07974,2.13105,2.16563,2.18365,2.18645,2.17491,2.15053,2.11511,2.06994,2.01638,1.95597,1.89010,1.81969,1.74557,1.66868,1.58967,1.50888,1.42661,1.34308,1.25819,1.17198,1.08432,0.99477,0.90379,0.81143,0.71837,0.62466,0.53195,0.44109,0.35360,0.27105,0.19602,0.13046,0.07639,0.03575,0.01058,0.00196,0.01068
0,0,-1.03667,-0.95370,-0.85631,-0.74511,-0.62107,-0.48506,-0.33825,-0.18206,-0.01771,0.15331,0.32975,0.50945,0.69075,0.87170,1.05046,1.22465,1.39230,1.55130,1.69937,1.83428,1.95421,2.05752,2.14215,2.20723,2.25140,2.27434,2.27609,2.25659,2.21677,2.15787,2.08121,1.98917,1.88374,1.76758,1.64343,1.51429,1.38252,1.25089,1.12166,0.99694,0.87846,0.76759,0.66490,0.57067,0.48472,0.40686,0.33586,0.27074,0.21038,0.15330,0.09858,0.04484,-0.00897,-0.06317,-0.11847,-0.17500,-0.23219,-0.28982,-0.34721,-0.40351,-0.45754,-0.50883,-0.55620,-0.59875,-0.63590,-0.66682,-0.69152,-0.71017,-0.72280,-0.72974,-0.73179,-0.72989,-0.72463,-0.71751,-0.70921,-0.70117,-0.69464,-0.69040,-0.68963,-0.69315,-0.70180,-0.71586,-0.73583,-0.76200,-0.79399,-0.83147,-0.87361,-0.91920,-0.96713,-1.01599,-1.06372,-1.10888,-1.14951,-1.18344,-1.20891,-1.22431,-1.22816,-1.21871,-1.19558,-1.15751,-1.10462
0,0,-0.16217,-0.12682,-0.07039,0.00698,0.10433,0.21962,0.35099,0.49477,0.64787,0.80607,0.96466,1.11918,1.26560,1.39987,1.51821,1.61804,1.69719,1.75431,1.78867,1.80095,1.79195,1.76307,1.71675,1.65498,1.58034,1.49500,1.40170,1.30229,1.19887,1.09277,0.98545,0.87837,0.77239,0.66884,0.56839,0.47214,0.38157,0.29789,0.22212,0.15549,0.09962,0.05549,0.02378,0.00568,0.00153,0.01121,0.03462,0.07129,0.12036,0.18066,0.25058,0.32899,0.41436,0.50507,0.59926,0.69594,0.79377,0.89147,0.98797,1.08240,1.17406,1.26220,1.34580,1.42409,1.49658,1.56247,1.62118,1.67174,1.71364,1.74602,1.76851,1.78052,1.78193,1.77246,1.75212,1.72105,1.68000,1.62921,1.56927,1.50108,1.42581,1.34387,1.25640,1.16427,1.06817,0.96937,0.86826,0.76563,0.66230,0.55934,0.45745,0.35793,0.26178,0.17054,0.08597,0.00968,-0.05632,-0.11005,-0.14937,-0.17224,-0.17692
0,0,-0.09942,-0.07362,-0.05301,-0.03687,-0.02510,-0.01669,-0.01021,-0.00482,0.00113,0.00861,0.01891,0.03302,0.05154,0.07484,0.10298,0.13546,0.17156,0.21053,0.25111,0.29195,0.33191,0.36934,0.40323,0.43255,0.45617,0.47409,0.48590,0.49205,0.49276,0.48904,0.48203,0.47253,0.46165,0.45058,0.44016,0.43122,0.42404,0.41854,0.41447,0.41127,0.40773,0.40274,0.39535,0.38383,0.36709,0.34433,0.31473,0.27796,0.23422,0.18425,0.12981,0.07220,0.01346,-0.04395,-0.09744,-0.14439,-0.18309,-0.21144,-0.22802,-0.23200,-0.22323,-0.20217,-0.16958,-0.12707,-0.07686,-0.02100,0.03731,0.09572,0.15141,0.20180,0.24447,0.27749,0.29911,0.30838,0.30496,0.28864,0.25961,0.21909,0.16854,0.10988,0.04542,-0.02312,-0.09273,-0.16096,-0.22538,-0.28362,-0.33373,-0.37400,-0.40369,-0.42190,-0.42867,-0.42470,-0.41044,-0.38741,-0.35728,-0.32195,-0.28303,-0.24272,-0.20276,-0.16462,-0.12984
0,0,-0.99463,-0.94751,-0.88853,-0.81955,-0.74292,-0.66073,-0.57502,-0.48742,-0.39959,-0.31232,-0.22634,-0.14172,-0.05813,0.02498,0.10844,0.19284,0.27954,0.36925,0.46292,0.56124,0.66442,0.77265,0.88577,1.00328,1.12399,1.24672,1.36977,1.49165,1.60999,1.72234,1.82647,1.92006,2.00071,2.06618,2.11464,2.14424,2.15395,2.14281,2.11057,2.05702,1.98287,1.88932,1.77738,1.64949,1.50721,1.35278,1.18888,1.01789,0.84209,0.66370,0.48526,0.30813,0.13404,-0.03601,-0.20090,-0.36025,-0.51376,-0.66124,-0.80252,-0.93775,-1.06655,-1.18838,-1.30270,-1.40875,-1.50556,-1.59134,-1.66480,-1.72386,-1.76669,-1.79229,-1.79922,-1.78692,-1.75512,-1.70453,-1.63646,-1.55277,-1.45678,-1.35150,-1.24081,-1.12890,-1.02036,-0.91906,-0.82865,-0.75250,-0.69309,-0.65190,-0.62972,-0.62635,-0.64068,-0.67035,-0.71226,-0.76315,-0.81885,-0.87553,-0.92934,-0.97668,-1.01423,-1.03955,-1.05091,-1.04725,-1.02822
0,0,1.01567,0.91696,0.82112,0.73044,0.64671,0.57175,0.50707,0.45353,0.41167,0.38130,0.36216,0.35336,0.35382,0.36201,0.37658,0.39548,0.41731,0.44021,0.46282,0.48402,0.50274,0.51830,0.53026,0.53859,0.54316,0.54487,0.54389,0.54078,0.53636,0.53113,0.52619,0.52227,0.51970,0.51974,0.52288,0.53004,0.54186,0.55956,0.58333,0.61366,0.65162,0.69740,0.75080,0.81178,0.87960,0.95318,1.03119,1.11184,1.19267,1.27121,1.34493,1.41062,1.46601,1.50861,1.53633,1.54792,1.54215,1.51916,1.47956,1.42457,1.35644,1.27752,1.19109,1.10024,1.00877,0.92054,0.83856,0.76584,0.70513,0.65867,0.62806,0.61397,0.61683,0.63559,0.67010,0.71859,0.77908,0.84964,0.92796,1.01175,1.09842,1.18568,1.27124,1.35293,1.42916,1.49790,1.55741,1.60677,1.64452,1.66968,1.68159,1.67984,1.66406,1.63449,1.59160,1.53588,1.46847,1.39095,1.30459,1.21218,1.11501
0,0,-0.53582,-0.46476,-0.38895,-0.31031,-0.23079,-0.15228,-0.07668,-0.00613,0.05838,0.11547,0.16448,0.20467,0.23594,0.25805,0.27131,0.27616,0.27331,0.26373,0.24819,0.22777,0.20355,0.17719,0.14967,0.12282,0.09818,0.07719,0.06137,0.05212,0.05097,0.05849,0.07518,0.10169,0.13697,0.18066,0.23098,0.28641,0.34408,0.40164,0.45614,0.50504,0.54570,0.57568,0.59350,0.59740,0.58705,0.56240,0.52428,0.47381,0.41325,0.34473,0.27058,0.19365,0.11658,0.04184,-0.02858,-0.09280,-0.14898,-0.19690,-0.23582,-0.26583,-0.28722,-0.30077,-0.30748,-0.30814,-0.30404,-0.29653,-0.28648,-0.27492,-0.26304,-0.25163,-0.24137,-0.23268,-0.22623,-0.22238,-0.22158,-0.22448,-0.23097,-0.24169,-0.25660,-0.27617,-0.30043,-0.32909,-0.36212,-0.39925,-0.43985,-0.48296,-0.52777,-0.57313,-0.61740,-0.65939,-0.69736,-0.72987,-0.75540,-0.77268,-0.78047,-0.77763,-0.76386,-0.73883,-0.70284,-0.65625,-0.60023
0,0,0.75114,0.66966,0.59590,0.53199,0.48037,0.44394,0.42443,0.42364,0.44257,0.48199,0.54143,0.61973,0.71494,0.82361,0.94200,1.06542,1.18885,1.30686,1.41323,1.50283,1.57070,1.61194,1.62329,1.60199,1.54678,1.45717,1.33458,1.18110,0.99993,0.79533,0.57252,0.33616,0.09232,-0.15371,-0.39622,-0.63036,-0.85155,-1.05600,-1.24047,-1.40187,-1.53837,-1.64837,-1.73087,-1.78573,-1.81220,-1.81124,-1.78349,-1.72950,-1.65094,-1.54939,-1.42647,-1.28445,-1.12592,-0.95287,-0.76841,-0.57515,-0.37616,-0.17391,0.02884,0.22954,0.42580,0.61605,0.79819,0.97078,1.13299,1.28381,1.42254,1.54925,1.66349,1.76534,1.85460,1.93192,1.99772,2.05202,2.09520,2.12815,2.15069,2.16352,2.16734,2.16218,2.14886,2.12767,2.09954,2.06485,2.02380,1.97752,1.92620,1.87008,1.80963,1.74548,1.67752,1.60586,1.53093,1.45255,1.37085,1.28598,1.19855,1.10913,1.01818,0.92720,0.83774
0,1,-0.79808,-0.87869,-0.96324,-1.05068,-1.13974,-1.22900,-1.31641,-1.40030,-1.47887,-1.55029,-1.61212,-1.66310,-1.70100,-1.72432,-1.73255,-1.72475,-1.69993,-1.65881,-1.60160,-1.52983,-1.44459,-1.34823,-1.24332,-1.13177,-1.01717,-0.90188,-0.78920,-0.68178,-0.58194,-0.49218,-0.41440,-0.35034,-0.30128,-0.26869,-0.25293,-0.25488,-0.27499,-0.31342,-0.37028,-0.44581,-0.53915,-0.64984,-0.77720,-0.91947,-1.07523,-1.24208,-1.41729,-1.59763,-1.77937,-1.95876,-2.13163,-2.29399,-2.44155,-2.57067,-2.67797,-2.76075,-2.81699,-2.84525,-2.84527,-2.81716,-2.76232,-2.68247,-2.58006,-2.45806,-2.31991,-2.16935,-2.00973,-1.84475,-1.67804,-1.51302,-1.35207,-1.19773,-1.05231,-0.91715,-0.79367,-0.68257,-0.58417,-0.49871,-0.42564,-0.36472,-0.31516,-0.27651,-0.24743,-0.22722,-0.21480,-0.20949,-0.21013,-0.21635,-0.22744,-0.24293,-0.26265,-0.28648,-0.31466,-0.34744,-0.38465,-0.42690,-0.47451,-0.52761,-0.58675,-0.65162,-0.72217
