A,B,_q0,_q1,_q2,_q3,_q4,_q5,_q6,_q7,_q8,_q9,_q10,_q11,_q12,_q13,_q14,_q15,_q16,_q17,_q18,_q19,_q20,_q21,_q22,_q23,_q24,_q25,_q26,_q27,_q28,_q29,_q30,_q31,_q32,_q33,_q34,_q35,_q36,_q37,_q38,_q39,_q40,_q41,_q42,_q43,_q44,_q45,_q46,_q47,_q48,_q49,_q50,_q51,_q52,_q53,_q54,_q55,_q56,_q57,_q58,_q59,_q60,_q61,_q62,_q63,_q64,_q65,_q66,_q67,_q68,_q69,_q70,_q71,_q72,_q73,_q74,_q75,_q76,_q77,_q78,_q79,_q80,_q81,_q82,_q83,_q84,_q85,_q86,_q87,_q88,_q89,_q90,_q91,_q92,_q93,_q94,_q95,_q96,_q97,_q98,_q99,_q100
0,0,-1.70275,-1.46275,-1.21021,-0.95230,-0.69563,-0.44620,-0.20866,0.01233,0.21187,0.38488,0.52596,0.62999,0.69189,0.70830,0.67786,0.60185,0.48436,0.33224,0.15589,-0.03341,-0.22244,-0.39837,-0.54919,-0.66479,-0.73835,-0.76589,-0.74779,-0.68763,-0.59215,-0.47072,-0.33457,-0.19576,-0.06540,0.04654,0.13243,0.18738,0.21007,0.20209,0.16794,0.11504,0.05191,-0.01202,-0.06859,-0.11018,-0.13206,-0.13168,-0.11039,-0.07206,-0.02276,0.02911,0.07527,0.10718,0.11834,0.10395,0.06189,-0.00665,-0.09817,-0.20747,-0.32730,-0.45042,-0.56945,-0.67791,-0.77029,-0.84189,-0.88975,-0.91209,-0.90771,-0.87709,-0.82149,-0.74329,-0.64562,-0.53312,-0.41009,-0.28307,-0.15746,-0.03946,0.06501,0.15080,0.21279,0.24643,0.24766,0.21377,0.14228,0.03193,-0.11702,-0.30225,-0.51983,-0.76339,-1.02418,-1.29180,-1.55459,-1.80024,-2.01634,-2.19182,-2.31804,-2.38874,-2.40141,-2.35586,-2.25629,-2.10860,-1.92099
0,0,-0.33515,-0.32635,-0.34559,-0.39297,-0.46424,-0.55384,-0.65271,-0.75039,-0.83699,-0.90301,-0.94110,-0.94648,-0.91800,-0.85730,-0.76900,-0.65925,-0.53587,-0.40599,-0.27580,-0.15018,-0.03160,0.07886,0.18190,0.27874,0.37052,0.45762,0.53926,0.61286,0.67401,0.71773,0.73814,0.72940,0.68783,0.61175,0.50160,0.36140,0.19657,0.01557,-0.17206,-0.35611,-0.52705,-0.67618,-0.79674,-0.88359,-0.93352,-0.94558,-0.91960,-0.85740,-0.76097,-0.63318,-0.47663,-0.29470,-0.09040,0.13320,0.37147,0.61929,0.87073,1.11851,1.35404,1.56928,1.75524,1.90382,2.00862,2.06555,2.07331,2.03357,1.95100,1.83255,1.68620,1.52069,1.34412,1.16322,0.98353,0.80811,0.63874,0.47613,0.31977,0.16960,0.02609,-0.11018,-0.23787,-0.35500,-0.46005,-0.55211,-0.63050,-0.69544,-0.74763,-0.78758,-0.81671,-0.83535,-0.84361,-0.84067,-0.82537,-0.79690,-0.75467,-0.69969,-0.63421,-0.56210,-0.48939,-0.42244,-0.36885
0,0,-0.08246,0.00039,0.07683,0.14749,0.21091,0.26524,0.30767,0.33439,0.34157,0.32596,0.28526,0.21834,0.12546,0.00886,-0.12763,-0.27980,-0.44241,-0.60973,-0.77628,-0.93788,-1.08946,-1.22669,-1.34577,-1.44172,-1.51023,-1.54684,-1.54716,-1.50790,-1.42710,-1.30529,-1.14527,-0.95144,-0.73142,-0.49376,-0.24799,-0.00335,0.23107,0.44759,0.63969,0.80329,0.93539,1.03558,1.10366,1.14260,1.15515,1.14623,1.12077,1.08399,1.04100,0.99553,0.94924,0.90284,0.85418,0.79905,0.73222,0.64810,0.54144,0.40872,0.24935,0.06511,-0.13860,-0.35438,-0.57185,-0.78051,-0.97043,-1.13342,-1.26317,-1.35817,-1.42032,-1.45431,-1.46806,-1.47159,-1.47460,-1.48647,-1.51455,-1.56326,-1.63349,-1.72340,-1.82774,-1.93893,-2.04753,-2.14431,-2.22045,-2.26798,-2.28148,-2.25818,-2.19791,-2.10264,-1.97672,-1.82606,-1.65775,-1.47913,-1.29684,-1.11724,-0.94491,-0.78360,-0.63539,-0.50087,-0.37979,-0.27102,-0.17248
0,0,-1.31193,-1.29250,-1.25742,-1.21124,-1.15827,-1.10149,-1.04283,-0.98296,-0.92189,-0.85980,-0.79660,-0.73328,-0.67199,-0.61556,-0.56809,-0.53259,-0.51231,-0.50881,-0.52216,-0.54974,-0.58733,-0.62976,-0.67026,-0.70270,-0.72136,-0.72261,-0.70426,-0.66666,-0.61205,-0.54418,-0.46771,-0.38742,-0.30790,-0.23205,-0.16261,-0.10029,-0.04484,0.00448,0.04907,0.09046,0.12856,0.16433,0.19604,0.22270,0.24228,0.25296,0.25309,0.24090,0.21631,0.17901,0.13029,0.07124,0.00436,-0.06779,-0.14218,-0.21538,-0.28414,-0.34427,-0.39283,-0.42599,-0.44095,-0.43585,-0.40955,-0.36245,-0.29559,-0.21196,-0.11585,-0.01202,0.09400,0.19635,0.28913,0.36846,0.43091,0.47497,0.50079,0.51011,0.50610,0.49261,0.47367,0.45275,0.43245,0.41311,0.39416,0.37302,0.34545,0.30806,0.25586,0.18564,0.09524,-0.01632,-0.14700,-0.29354,-0.45077,-0.61168,-0.76932,-0.91612,-1.04570,-1.15238,-1.23257,-1.28520,-1.31082
0,0,-0.42549,-0.33776,-0.22963,-0.10120,0.04534,0.20590,0.37498,0.54526,0.70960,0.86140,0.99520,1.10701,1.19424,1.25649,1.29504,1.31245,1.31151,1.29572,1.26815,1.23192,1.18971,1.14399,1.09733,1.05135,1.00744,0.96676,0.92952,0.89516,0.86175,0.82659,0.78651,0.73736,0.67603,0.59917,0.50471,0.39286,0.26435,0.12282,-0.02702,-0.17920,-0.32756,-0.46538,-0.58665,-0.68801,-0.76661,-0.82193,-0.85570,-0.87083,-0.87175,-0.86232,-0.84626,-0.82705,-0.80648,-0.78507,-0.76193,-0.73585,-0.70595,-0.67160,-0.63284,-0.59185,-0.55215,-0.51838,-0.49571,-0.48939,-0.50369,-0.54225,-0.60595,-0.69372,-0.80236,-0.92643,-1.05969,-1.19479,-1.32524,-1.44537,-1.55035,-1.63760,-1.70633,-1.75664,-1.78975,-1.80692,-1.80945,-1.79804,-1.77320,-1.73455,-1.68167,-1.61479,-1.53481,-1.44322,-1.34350,-1.23909,-1.13439,-1.03329,-0.94057,-0.85848,-0.78812,-0.72965,-0.68072,-0.63789,-0.59605,-0.55016,-0.49487
0,0,-1.00530,-1.01166,-1.00631,-0.98944,-0.96035,-0.91746,-0.85938,-0.78421,-0.69069,-0.57774,-0.44648,-0.29781,-0.13483,0.03778,0.21462,0.38859,0.55224,0.69750,0.81655,0.90221,0.94904,0.95328,0.91341,0.83094,0.70956,0.55616,0.37977,0.19003,-0.00228,-0.18718,-0.35498,-0.49819,-0.61102,-0.69035,-0.73448,-0.74368,-0.72035,-0.66819,-0.59225,-0.49820,-0.39259,-0.28321,-0.17825,-0.08587,-0.01461,0.02759,0.03424,0.00065,-0.07595,-0.19515,-0.35426,-0.54702,-0.76561,-0.99953,-1.23713,-1.46640,-1.67583,-1.85435,-1.99310,-2.08539,-2.12620,-2.11358,-2.04825,-1.93304,-1.77317,-1.57622,-1.35137,-1.10905,-0.86032,-0.61598,-0.38628,-0.17994,-0.00295,0.14103,0.25154,0.33092,0.38270,0.41268,0.42710,0.43125,0.42983,0.42442,0.41565,0.40197,0.38036,0.34715,0.29892,0.23341,0.15015,0.05026,-0.06371,-0.18745,-0.31532,-0.44186,-0.56215,-0.67125,-0.76619,-0.84529,-0.90793,-0.95478,-0.98668
0,0,0.17055,0.09351,0.02773,-0.01996,-0.04392,-0.03955,-0.00552,0.05729,0.14489,0.25068,0.36557,0.47917,0.58005,0.65842,0.70567,0.71661,0.68928,0.62592,0.53237,0.41806,0.29383,0.17154,0.06248,-0.02498,-0.08513,-0.11596,-0.11917,-0.10043,-0.06740,-0.02903,0.00620,0.03104,0.04097,0.03460,0.01317,-0.01889,-0.05569,-0.09159,-0.12140,-0.14241,-0.15391,-0.15857,-0.16117,-0.16820,-0.18717,-0.22512,-0.28755,-0.37821,-0.49848,-0.64711,-0.82193,-1.01810,-1.22980,-1.45105,-1.67394,-1.89128,-2.09460,-2.27570,-2.42642,-2.53917,-2.60764,-2.62728,-2.59567,-2.51327,-2.38387,-2.21351,-2.01045,-1.78485,-1.54651,-1.30673,-1.07447,-0.85772,-0.66285,-0.49342,-0.35095,-0.23561,-0.14585,-0.07889,-0.03082,0.00268,0.02589,0.04333,0.05900,0.07638,0.09847,0.12703,0.16266,0.20521,0.25369,0.30580,0.35880,0.40890,0.45218,0.48461,0.50265,0.50372,0.48636,0.44999,0.39646,0.32850,0.25102
0,1,-0.45465,-0.47735,-0.48428,-0.47795,-0.46176,-0.43854,-0.41099,-0.38133,-0.35066,-0.32012,-0.28958,-0.25887,-0.22809,-0.19687,-0.16574,-0.13489,-0.10453,-0.07426,-0.04366,-0.01086,0.02672,0.07315,0.13196,0.20763,0.30348,0.42189,0.56281,0.72414,0.90124,1.08725,1.27422,1.45277,1.61431,1.75063,1.85541,1.92461,1.95614,1.94934,1.90595,1.82813,1.71809,1.57830,1.41124,1.21852,1.00159,0.76233,0.50295,0.22675,-0.06152,-0.35571,-0.64834,-0.93079,-1.19341,-1.42706,-1.62292,-1.77428,-1.87628,-1.92650,-1.92555,-1.87554,-1.78123,-1.64896,-1.48535,-1.29732,-1.09193,-0.87541,-0.65342,-0.43237,-0.21741,-0.01397,0.17216,0.33525,0.47043,0.57365,0.64280,0.67712,0.67930,0.65370,0.60703,0.54775,0.48380,0.42373,0.37373,0.33806,0.31873,0.31379,0.31976,0.33090,0.34054,0.34173,0.32897,0.29854,0.24869,0.18007,0.09615,0.00189,-0.09663,-0.19276,-0.28078,-0.35566,-0.41406
0,1,-0.03793,-0.00362,-0.00598,-0.04535,-0.12074,-0.23047,-0.37041,-0.53662,-0.72367,-0.92509,-1.13365,-1.34168,-1.54021,-1.72037,-1.87292,-1.98948,-2.06264,-2.08645,-2.05637,-1.97005,-1.82862,-1.63523,-1.39521,-1.11675,-0.81050,-0.48820,-0.16248,0.15291,0.44608,0.70592,0.92373,1.09398,1.21499,1.28743,1.31608,1.30771,1.27098,1.21462,1.14760,1.07750,1.00916,0.94589,0.88848,0.83603,0.78627,0.73665,0.68502,0.62999,0.57144,0.51020,0.44901,0.39009,0.33643,0.29029,0.25250,0.22297,0.20043,0.18198,0.16492,0.14675,0.12510,0.09977,0.07185,0.04355,0.01898,0.00223,-0.00113,0.01294,0.04740,0.10336,0.17932,0.27259,0.37684,0.48384,0.58478,0.66965,0.72857,0.75324,0.73712,0.67647,0.57109,0.42457,0.24319,0.03668,-0.18286,-0.40257,-0.60957,-0.79126,-0.93789,-1.04202,-1.09958,-1.10919,-1.07345,-0.99765,-0.88933,-0.75769,-0.61324,-0.46633,-0.32729,-0.20456,-0.10620
0,1,0.23184,0.13099,0.02615,-0.08388,-0.20004,-0.32165,-0.44736,-0.57462,-0.69974,-0.81948,-0.92937,-1.02650,-1.10810,-1.17263,-1.22033,-1.25250,-1.27082,-1.27795,-1.27781,-1.27313,-1.26696,-1.26170,-1.25909,-1.26001,-1.26448,-1.27116,-1.27848,-1.28345,-1.28289,-1.27329,-1.25150,-1.21632,-1.16668,-1.10399,-1.03138,-0.95387,-0.87676,-0.80648,-0.74911,-0.70840,-0.68669,-0.68398,-0.69743,-0.72206,-0.75171,-0.77991,-0.80132,-0.81116,-0.80766,-0.79161,-0.76605,-0.73594,-0.70777,-0.68722,-0.67948,-0.68676,-0.71016,-0.74644,-0.79099,-0.83605,-0.87368,-0.89561,-0.89474,-0.86659,-0.80925,-0.72367,-0.61458,-0.48963,-0.35713,-0.22687,-0.10767,-0.00712,0.07026,0.12318,0.15308,0.16524,0.16645,0.16553,0.17062,0.18923,0.22610,0.28380,0.36205,0.45654,0.56163,0.66991,0.77337,0.86398,0.93622,0.98529,1.00869,1.00651,0.98052,0.93343,0.86920,0.79209,0.70636,0.61550,0.52167,0.42638,0.33000
