A,B,S,_q0,_q1,_q2,_q3,_q4,_q5,_q6,_q7,_q8,_q9,_q10,_q11,_q12,_q13,_q14,_q15,_q16,_q17,_q18,_q19,_q20,_q21,_q22,_q23,_q24,_q25,_q26,_q27,_q28,_q29,_q30,_q31,_q32,_q33,_q34,_q35,_q36,_q37,_q38,_q39,_q40,_q41,_q42,_q43,_q44,_q45,_q46,_q47,_q48,_q49,_q50,_q51,_q52,_q53,_q54,_q55,_q56,_q57,_q58,_q59,_q60,_q61,_q62,_q63,_q64,_q65,_q66,_q67,_q68,_q69,_q70,_q71,_q72,_q73,_q74,_q75,_q76,_q77,_q78,_q79,_q80,_q81,_q82,_q83,_q84,_q85,_q86,_q87,_q88,_q89,_q90,_q91,_q92,_q93,_q94,_q95,_q96,_q97,_q98,_q99,_q100
0,0,0,0.67813,0.73863,0.79621,0.85023,0.90017,0.94521,0.98492,1.01875,1.04603,1.06653,1.08001,1.08614,1.08495,1.07658,1.06123,1.03929,1.01120,0.97748,0.93892,0.89610,0.84992,0.80124,0.75083,0.69959,0.64853,0.59844,0.55010,0.50435,0.46166,0.42288,0.38822,0.35804,0.33272,0.31221,0.29668,0.28579,0.27942,0.27717,0.27850,0.28292,0.28979,0.29853,0.30824,0.31858,0.32860,0.33759,0.34498,0.34996,0.35222,0.35120,0.34650,0.33808,0.32567,0.30926,0.28910,0.26516,0.23785,0.20750,0.17457,0.13946,0.10266,0.06464,0.02591,-0.01298,-0.05149,-0.08901,-0.12534,-0.15976,-0.19204,-0.22183,-0.24883,-0.27281,-0.29343,-0.31070,-0.32422,-0.33384,-0.33973,-0.34165,-0.33930,-0.33304,-0.32261,-0.30777,-0.28895,-0.26593,-0.23873,-0.20761,-0.17246,-0.13350,-0.09086,-0.04465,0.00474,0.05738,0.11292,0.17092,0.23134,0.29359,0.35718,0.42185,0.48679,0.55153,0.61557
0,0,1,-1.01753,-1.05989,-1.09871,-1.13313,-1.16305,-1.18828,-1.20856,-1.22435,-1.23570,-1.24309,-1.24710,-1.24844,-1.24786,-1.24596,-1.24364,-1.24150,-1.24020,-1.24050,-1.24278,-1.24713,-1.25398,-1.26318,-1.27437,-1.28763,-1.30214,-1.31740,-1.33302,-1.34792,-1.36156,-1.37315,-1.38189,-1.38725,-1.38860,-1.38550,-1.37750,-1.36441,-1.34609,-1.32261,-1.29419,-1.26116,-1.22389,-1.18284,-1.13886,-1.09245,-1.04454,-0.99582,-0.94699,-0.89879,-0.85177,-0.80674,-0.76413,-0.72443,-0.68803,-0.65510,-0.62567,-0.59985,-0.57736,-0.55819,-0.54206,-0.52836,-0.51714,-0.50772,-0.49965,-0.49268,-0.48626,-0.48008,-0.47388,-0.46749,-0.46064,-0.45324,-0.44524,-0.43660,-0.42754,-0.41815,-0.40873,-0.39946,-0.39075,-0.38268,-0.37578,-0.37044,-0.36695,-0.36587,-0.36738,-0.37192,-0.37981,-0.39138,-0.40695,-0.42659,-0.45049,-0.47863,-0.51074,-0.54694,-0.58669,-0.62980,-0.67582,-0.72393,-0.77373,-0.82422,-0.87459,-0.92417,-0.97209
0,0,2,0.36147,0.23753,0.10955,-0.02122,-0.15317,-0.28504,-0.41544,-0.54301,-0.66652,-0.78473,-0.89699,-1.00205,-1.09945,-1.18888,-1.26964,-1.34189,-1.40557,-1.46065,-1.50771,-1.54689,-1.57855,-1.60366,-1.62228,-1.63504,-1.64268,-1.64514,-1.64308,-1.63685,-1.62656,-1.61252,-1.59464,-1.57307,-1.54785,-1.51857,-1.48546,-1.44810,-1.40628,-1.36025,-1.30973,-1.25475,-1.19546,-1.13192,-1.06431,-0.99309,-0.91870,-0.84145,-0.76198,-0.68100,-0.59892,-0.51649,-0.43456,-0.35354,-0.27443,-0.19744,-0.12308,-0.05190,0.01607,0.08040,0.14109,0.19821,0.25191,0.30249,0.35015,0.39537,0.43862,0.48041,0.52099,0.56091,0.60057,0.63999,0.67993,0.72012,0.76084,0.80211,0.84379,0.88568,0.92753,0.96910,1.00969,1.04903,1.08653,1.12140,1.15314,1.18079,1.20374,1.22146,1.23282,1.23756,1.23482,1.22373,1.20396,1.17493,1.13625,1.08762,1.02910,0.96057,0.88220,0.79437,0.69757,0.59262,0.48019
0,0,3,1.59808,1.63215,1.65841,1.67705,1.68840,1.69253,1.68966,1.67996,1.66377,1.64148,1.61321,1.57940,1.54042,1.49632,1.44786,1.39534,1.33920,1.28013,1.21859,1.15529,1.09074,1.02573,0.96055,0.89591,0.83257,0.77055,0.71067,0.65322,0.59820,0.54589,0.49638,0.44966,0.40549,0.36384,0.32460,0.28716,0.25146,0.21727,0.18404,0.15154,0.11967,0.08782,0.05573,0.02331,-0.00975,-0.04375,-0.07883,-0.11519,-0.15311,-0.19260,-0.23376,-0.27674,-0.32153,-0.36818,-0.41661,-0.46669,-0.51817,-0.57071,-0.62401,-0.67749,-0.73054,-0.78240,-0.83250,-0.87981,-0.92355,-0.96291,-0.99685,-1.02430,-1.04443,-1.05635,-1.05915,-1.05227,-1.03511,-1.00729,-0.96849,-0.91874,-0.85815,-0.78695,-0.70574,-0.61501,-0.51568,-0.40861,-0.29497,-0.17602,-0.05280,0.07321,0.20071,0.32854,0.45526,0.57962,0.70073,0.81718,0.92830,1.03323,1.13133,1.22209,1.30518,1.38030,1.44712,1.50572,1.55604
0,0,4,-0.71739,-0.62341,-0.52678,-0.42966,-0.33379,-0.24101,-0.15330,-0.07204,0.00095,0.06442,0.11693,0.15749,0.18529,0.19972,0.20056,0.18759,0.16106,0.12131,0.06891,0.00478,-0.06996,-0.15432,-0.24678,-0.34616,-0.45081,-0.55915,-0.66988,-0.78106,-0.89154,-0.99988,-1.10442,-1.20415,-1.29773,-1.38408,-1.46226,-1.53138,-1.59053,-1.63926,-1.67693,-1.70319,-1.71776,-1.72040,-1.71116,-1.69007,-1.65746,-1.61366,-1.55926,-1.49479,-1.42130,-1.33950,-1.25064,-1.15580,-1.05634,-0.95373,-0.84917,-0.74431,-0.64025,-0.53867,-0.44073,-0.34783,-0.26132,-0.18181,-0.11084,-0.04886,0.00346,0.04533,0.07663,0.09688,0.10603,0.10408,0.09108,0.06740,0.03340,-0.01041,-0.06318,-0.12419,-0.19240,-0.26687,-0.34650,-0.42986,-0.51577,-0.60256,-0.68873,-0.77288,-0.85323,-0.92842,-0.99698,-1.05738,-1.10840,-1.14906,-1.17831,-1.19543,-1.20003,-1.19176,-1.17052,-1.13691,-1.09124,-1.03429,-0.96716,-0.89096,-0.80718
0,0,5,-1.22440,-1.31121,-1.39321,-1.46950,-1.53960,-1.60296,-1.65888,-1.70725,-1.74779,-1.78030,-1.80476,-1.82119,-1.82968,-1.83045,-1.82401,-1.81048,-1.79021,-1.76384,-1.73177,-1.69461,-1.65309,-1.60771,-1.55899,-1.50781,-1.45483,-1.40086,-1.34670,-1.29294,-1.24047,-1.18959,-1.14117,-1.09585,-1.05383,-1.01564,-0.98148,-0.95133,-0.92499,-0.90269,-0.88363,-0.86727,-0.85319,-0.84013,-0.82730,-0.81382,-0.79829,-0.77993,-0.75744,-0.73005,-0.69687,-0.65707,-0.61046,-0.55650,-0.49527,-0.42703,-0.35231,-0.27165,-0.18631,-0.09718,-0.00571,0.08650,0.17823,0.26775,0.35375,0.43473,0.50943,0.57669,0.63551,0.68532,0.72562,0.75623,0.77715,0.78848,0.79061,0.78395,0.76913,0.74681,0.71762,0.68228,0.64117,0.59506,0.54425,0.48919,0.43029,0.36757,0.30132,0.23147,0.15805,0.08108,0.00068,-0.08318,-0.17031,-0.26045,-0.35339,-0.44870,-0.54600,-0.64466,-0.74405,-0.84355,-0.94209,-1.03896,-1.13346
0,0,6,0.31924,0.33611,0.35890,0.38698,0.41951,0.45528,0.49347,0.53267,0.57168,0.60959,0.64514,0.67736,0.70551,0.72880,0.74673,0.75931,0.76664,0.76899,0.76681,0.76108,0.75224,0.74170,0.73050,0.71969,0.71077,0.70457,0.70225,0.70467,0.71243,0.72586,0.74548,0.77099,0.80192,0.83786,0.87795,0.92099,0.96594,1.01141,1.05575,1.09779,1.13601,1.16923,1.19621,1.21594,1.22772,1.23103,1.22565,1.21160,1.18903,1.15838,1.12045,1.07593,1.02609,0.97193,0.91464,0.85545,0.79550,0.73608,0.67828,0.62331,0.57189,0.52495,0.48324,0.44710,0.41735,0.39412,0.37765,0.36790,0.36457,0.36760,0.37630,0.39024,0.40866,0.43041,0.45494,0.48093,0.50739,0.53347,0.55773,0.57939,0.59744,0.61118,0.61981,0.62292,0.62045,0.61203,0.59812,0.57907,0.55560,0.52850,0.49893,0.46788,0.43656,0.40622,0.37787,0.35308,0.33250,0.31732,0.30807,0.30514,0.30894
0,0,7,-0.63297,-0.61024,-0.57896,-0.53937,-0.49224,-0.43754,-0.37561,-0.30688,-0.23164,-0.15023,-0.06310,0.02891,0.12546,0.22581,0.32906,0.43449,0.54101,0.64772,0.75343,0.85706,0.95750,1.05370,1.14435,1.22873,1.30577,1.37464,1.43495,1.48593,1.52742,1.55939,1.58193,1.59530,1.60019,1.59738,1.58751,1.57208,1.55199,1.52851,1.50328,1.47713,1.45171,1.42799,1.40707,1.38991,1.37720,1.36955,1.36734,1.37055,1.37945,1.39355,1.41238,1.43576,1.46259,1.49238,1.52441,1.55776,1.59156,1.62508,1.65735,1.68756,1.71501,1.73879,1.75838,1.77281,1.78151,1.78395,1.77948,1.76755,1.74761,1.71930,1.68208,1.63589,1.58057,1.51611,1.44271,1.36051,1.27007,1.17215,1.06744,0.95703,0.84227,0.72408,0.60381,0.48295,0.36265,0.24453,0.12995,0.02006,-0.08380,-0.18078,-0.27001,-0.35064,-0.42230,-0.48445,-0.53684,-0.57948,-0.61231,-0.63527,-0.64860,-0.65254,-0.64725
0,0,8,-1.34288,-1.30064,-1.25313,-1.20057,-1.14288,-1.08061,-1.01430,-0.94462,-0.87289,-0.79990,-0.72693,-0.65531,-0.58635,-0.52151,-0.46199,-0.40919,-0.36425,-0.32799,-0.30145,-0.28536,-0.28011,-0.28587,-0.30293,-0.33075,-0.36911,-0.41746,-0.47470,-0.54006,-0.61203,-0.68947,-0.77097,-0.85497,-0.94012,-1.02457,-1.10686,-1.18548,-1.25902,-1.32652,-1.38656,-1.43860,-1.48192,-1.51585,-1.54073,-1.55642,-1.56337,-1.56241,-1.55425,-1.54003,-1.52091,-1.49804,-1.47297,-1.44685,-1.42114,-1.39733,-1.37624,-1.35914,-1.34684,-1.33974,-1.33837,-1.34293,-1.35324,-1.36910,-1.39014,-1.41564,-1.44490,-1.47723,-1.51154,-1.54688,-1.58234,-1.61682,-1.64957,-1.67976,-1.70668,-1.72985,-1.74871,-1.76306,-1.77298,-1.77816,-1.77883,-1.77533,-1.76786,-1.75697,-1.74329,-1.72735,-1.70974,-1.69104,-1.67179,-1.65243,-1.63331,-1.61458,-1.59650,-1.57887,-1.56159,-1.54453,-1.52690,-1.50852,-1.48852,-1.46633,-1.44141,-1.41287,-1.38020
0,0,9,-1.07570,-0.94985,-0.82293,-0.69648,-0.57211,-0.45134,-0.33538,-0.22544,-0.12204,-0.02596,0.06239,0.14307,0.21574,0.28085,0.33855,0.38917,0.43348,0.47169,0.50472,0.53305,0.55721,0.57796,0.59568,0.61088,0.62392,0.63511,0.64480,0.65303,0.66014,0.66621,0.67105,0.67486,0.67747,0.67853,0.67794,0.67548,0.67083,0.66375,0.65390,0.64101,0.62481,0.60517,0.58185,0.55485,0.52414,0.48977,0.45193,0.41090,0.36696,0.32050,0.27197,0.22186,0.17066,0.11866,0.06654,0.01443,-0.03716,-0.08795,-0.13781,-0.18649,-0.23428,-0.28127,-0.32778,-0.37401,-0.42047,-0.46733,-0.51525,-0.56487,-0.61649,-0.67075,-0.72778,-0.78804,-0.85153,-0.91848,-0.98900,-1.06270,-1.13912,-1.21768,-1.29755,-1.37765,-1.45727,-1.53506,-1.60965,-1.67964,-1.74346,-1.79958,-1.84665,-1.88339,-1.90860,-1.92131,-1.92059,-1.90590,-1.87713,-1.83410,-1.77727,-1.70746,-1.62508,-1.53159,-1.42834,-1.31664,-1.19848
