A,B,S,_q0,_q1,_q2,_q3,_q4,_q5,_q6,_q7,_q8,_q9,_q10,_q11,_q12,_q13,_q14,_q15,_q16,_q17,_q18,_q19,_q20,_q21,_q22,_q23,_q24,_q25,_q26,_q27,_q28,_q29,_q30,_q31,_q32,_q33,_q34,_q35,_q36,_q37,_q38,_q39,_q40,_q41,_q42,_q43,_q44,_q45,_q46,_q47,_q48,_q49,_q50,_q51,_q52,_q53,_q54,_q55,_q56,_q57,_q58,_q59,_q60,_q61,_q62,_q63,_q64,_q65,_q66,_q67,_q68,_q69,_q70,_q71,_q72,_q73,_q74,_q75,_q76,_q77,_q78,_q79,_q80,_q81,_q82,_q83,_q84,_q85,_q86,_q87,_q88,_q89,_q90,_q91,_q92,_q93,_q94,_q95,_q96,_q97,_q98,_q99,_q100
0,0,0,1.28724,1.25067,1.20716,1.15633,1.09772,1.03135,0.95708,0.87497,0.78527,0.68819,0.58417,0.47413,0.35854,0.23869,0.11523,-0.01027,-0.13672,-0.26264,-0.38675,-0.50765,-0.62394,-0.73429,-0.83714,-0.93175,-1.01678,-1.09152,-1.15529,-1.20748,-1.24778,-1.27616,-1.29278,-1.29750,-1.29095,-1.27373,-1.24642,-1.21003,-1.16520,-1.11298,-1.05443,-0.99070,-0.92266,-0.85119,-0.77713,-0.70162,-0.62523,-0.54857,-0.47236,-0.39708,-0.32305,-0.25076,-0.18059,-0.11237,-0.04645,0.01706,0.07846,0.13752,0.19425,0.24885,0.30143,0.35199,0.40061,0.44750,0.49289,0.53680,0.57949,0.62083,0.66114,0.70044,0.73887,0.77641,0.81307,0.84891,0.88402,0.91863,0.95251,0.98552,1.01792,1.04944,1.08022,1.11005,1.13892,1.16655,1.19313,1.21853,1.24247,1.26524,1.28646,1.30619,1.32400,1.34009,1.35402,1.36573,1.37496,1.38126,1.38449,1.38433,1.38024,1.37202,1.35899,1.34092,1.31716
0,0,1,0.58293,0.59571,0.61410,0.63748,0.66524,0.69660,0.73082,0.76706,0.80439,0.84193,0.87894,0.91455,0.94829,0.97906,1.00645,1.02994,1.04927,1.06383,1.07363,1.07833,1.07797,1.07270,1.06259,1.04793,1.02896,1.00628,0.98034,0.95142,0.92044,0.88792,0.85440,0.82075,0.78758,0.75567,0.72592,0.69905,0.67560,0.65637,0.64219,0.63341,0.63078,0.63457,0.64520,0.66316,0.68836,0.72095,0.76066,0.80737,0.86080,0.92024,0.98514,1.05484,1.12851,1.20520,1.28397,1.36370,1.44313,1.52156,1.59764,1.67033,1.73878,1.80206,1.85934,1.91000,1.95340,1.98901,2.01646,2.03543,2.04571,2.04744,2.04078,2.02583,2.00273,1.97223,1.93446,1.89006,1.83943,1.78336,1.72246,1.65720,1.58867,1.51728,1.44397,1.36931,1.29428,1.21944,1.14559,1.07371,1.00437,0.93826,0.87609,0.81868,0.76634,0.71940,0.67869,0.64440,0.61700,0.59630,0.58279,0.57612,0.57622
0,0,2,-0.64857,-0.56305,-0.46956,-0.36856,-0.26040,-0.14618,-0.02625,0.09832,0.22656,0.35757,0.49012,0.62306,0.75506,0.88519,1.01208,1.13447,1.25125,1.36132,1.46369,1.55724,1.64120,1.71479,1.77739,1.82867,1.86826,1.89590,1.91158,1.91556,1.90805,1.88942,1.86016,1.82101,1.77246,1.71564,1.65130,1.58018,1.50326,1.42150,1.33571,1.24689,1.15585,1.06320,0.96984,0.87662,0.78371,0.69186,0.60155,0.51293,0.42659,0.34260,0.26109,0.18227,0.10644,0.03359,-0.03640,-0.10332,-0.16722,-0.22798,-0.28558,-0.34021,-0.39175,-0.44026,-0.48582,-0.52851,-0.56832,-0.60546,-0.64008,-0.67222,-0.70219,-0.73026,-0.75633,-0.78082,-0.80397,-0.82580,-0.84680,-0.86713,-0.88686,-0.90603,-0.92507,-0.94374,-0.96199,-0.98005,-0.99715,-1.01362,-1.02907,-1.04304,-1.05512,-1.06488,-1.07194,-1.07532,-1.07494,-1.06981,-1.05939,-1.04318,-1.02036,-0.99077,-0.95378,-0.90916,-0.85632,-0.79531,-0.72610
0,0,3,0.51629,0.54294,0.57750,0.61930,0.66748,0.72141,0.77980,0.84168,0.90585,0.97142,1.03677,1.10071,1.16206,1.21945,1.27220,1.31903,1.35950,1.39215,1.41693,1.43345,1.44154,1.44098,1.43177,1.41457,1.38927,1.35692,1.31793,1.27318,1.22331,1.16960,1.11313,1.05462,0.99532,0.93617,0.87837,0.82271,0.77038,0.72188,0.67815,0.64001,0.60798,0.58261,0.56430,0.55324,0.54980,0.55397,0.56549,0.58426,0.61019,0.64282,0.68147,0.72609,0.77548,0.82938,0.88693,0.94736,1.00987,1.07362,1.13777,1.20139,1.26397,1.32439,1.38195,1.43605,1.48582,1.53074,1.57024,1.60365,1.63085,1.65124,1.66458,1.67060,1.66947,1.66096,1.64528,1.62234,1.59236,1.55612,1.51369,1.46551,1.41212,1.35420,1.29246,1.22785,1.16107,1.09265,1.02384,0.95558,0.88868,0.82407,0.76278,0.70563,0.65346,0.60742,0.56786,0.53545,0.51087,0.49474,0.48702,0.48811,0.49796
0,0,4,-0.14389,-0.12510,-0.10506,-0.08387,-0.06192,-0.03908,-0.01565,0.00834,0.03279,0.05759,0.08263,0.10786,0.13324,0.15868,0.18399,0.20891,0.23361,0.25770,0.28122,0.30395,0.32571,0.34627,0.36571,0.38363,0.39988,0.41464,0.42735,0.43815,0.44706,0.45385,0.45846,0.46100,0.46108,0.45904,0.45476,0.44835,0.43959,0.42902,0.41639,0.40181,0.38556,0.36732,0.34783,0.32685,0.30484,0.28175,0.25812,0.23424,0.21036,0.18676,0.16385,0.14193,0.12134,0.10241,0.08523,0.07005,0.05715,0.04671,0.03853,0.03270,0.02896,0.02742,0.02769,0.02969,0.03248,0.03600,0.03987,0.04355,0.04680,0.04887,0.04980,0.04886,0.04617,0.04130,0.03392,0.02444,0.01268,-0.00128,-0.01729,-0.03471,-0.05341,-0.07299,-0.09270,-0.11265,-0.13225,-0.15074,-0.16804,-0.18357,-0.19718,-0.20861,-0.21754,-0.22368,-0.22693,-0.22757,-0.22528,-0.22050,-0.21304,-0.20300,-0.19103,-0.17700,-0.16123
0,0,5,-0.78890,-0.74466,-0.69580,-0.64211,-0.58369,-0.52046,-0.45226,-0.37937,-0.30209,-0.22055,-0.13500,-0.04593,0.04641,0.14161,0.23924,0.33904,0.44038,0.54286,0.64576,0.74865,0.85089,0.95166,1.05026,1.14589,1.23818,1.32587,1.40843,1.48474,1.55397,1.61563,1.66872,1.71246,1.74600,1.76919,1.78117,1.78185,1.77072,1.74737,1.71210,1.66491,1.60596,1.53559,1.45425,1.36249,1.26139,1.15150,1.03371,0.90886,0.77827,0.64277,0.50378,0.36250,0.21964,0.07667,-0.06540,-0.20517,-0.34194,-0.47448,-0.60183,-0.72343,-0.83786,-0.94464,-1.04312,-1.13306,-1.21370,-1.28481,-1.34629,-1.39778,-1.43955,-1.47184,-1.49494,-1.50923,-1.51537,-1.51397,-1.50579,-1.49146,-1.47208,-1.44840,-1.42122,-1.39140,-1.35996,-1.32766,-1.29519,-1.26333,-1.23247,-1.20285,-1.17488,-1.14859,-1.12405,-1.10104,-1.07922,-1.05842,-1.03805,-1.01775,-0.99690,-0.97502,-0.95140,-0.92550,-0.89673,-0.86466,-0.82881
0,0,6,1.20198,1.15317,1.10390,1.05507,1.00718,0.96062,0.91623,0.87416,0.83503,0.79916,0.76655,0.73735,0.71165,0.68963,0.67117,0.65596,0.64384,0.63459,0.62824,0.62443,0.62318,0.62394,0.62667,0.63141,0.63793,0.64604,0.65581,0.66734,0.68030,0.69514,0.71175,0.73027,0.75069,0.77331,0.79771,0.82422,0.85282,0.88319,0.91541,0.94919,0.98435,1.02063,1.05771,1.09499,1.13209,1.16858,1.20357,1.23683,1.26814,1.29641,1.32158,1.34311,1.36072,1.37433,1.38389,1.38915,1.38979,1.38668,1.37993,1.36982,1.35699,1.34191,1.32530,1.30783,1.29021,1.27326,1.25756,1.24397,1.23289,1.22480,1.22031,1.21962,1.22297,1.23014,1.24135,1.25610,1.27440,1.29586,1.31960,1.34519,1.37194,1.39895,1.42579,1.45128,1.47465,1.49529,1.51266,1.52615,1.53503,1.53916,1.53760,1.53094,1.51884,1.50107,1.47795,1.44985,1.41709,1.38008,1.33961,1.29591,1.24977
0,1,0,-0.63460,-0.59930,-0.56218,-0.52378,-0.48435,-0.44465,-0.40489,-0.36588,-0.32792,-0.29133,-0.25665,-0.22385,-0.19348,-0.16541,-0.13992,-0.11692,-0.09601,-0.07745,-0.06065,-0.04587,-0.03241,-0.02025,-0.00895,0.00195,0.01230,0.02284,0.03323,0.04407,0.05521,0.06682,0.07861,0.09058,0.10263,0.11420,0.12533,0.13566,0.14470,0.15199,0.15740,0.16063,0.16093,0.15854,0.15310,0.14433,0.13219,0.11687,0.09835,0.07666,0.05239,0.02553,-0.00339,-0.03414,-0.06606,-0.09895,-0.13226,-0.16560,-0.19836,-0.23045,-0.26151,-0.29110,-0.31931,-0.34572,-0.37051,-0.39355,-0.41485,-0.43456,-0.45293,-0.47007,-0.48605,-0.50130,-0.51603,-0.53037,-0.54479,-0.55923,-0.57390,-0.58914,-0.60507,-0.62161,-0.63854,-0.65604,-0.67385,-0.69182,-0.70974,-0.72735,-0.74401,-0.75978,-0.77425,-0.78705,-0.79761,-0.80559,-0.81075,-0.81273,-0.81152,-0.80652,-0.79785,-0.78521,-0.76877,-0.74869,-0.72494,-0.69780,-0.66751
0,1,1,1.03560,0.99695,0.96339,0.93527,0.91270,0.89560,0.88386,0.87707,0.87459,0.87606,0.88064,0.88703,0.89434,0.90173,0.90736,0.91040,0.90954,0.90338,0.89081,0.87084,0.84248,0.80457,0.75732,0.69984,0.63233,0.55482,0.46742,0.37135,0.26719,0.15613,0.03954,-0.08129,-0.20452,-0.32846,-0.45107,-0.57099,-0.68586,-0.79401,-0.89403,-0.98398,-1.06264,-1.12860,-1.18077,-1.21843,-1.24092,-1.24789,-1.23895,-1.21422,-1.17415,-1.11909,-1.04975,-0.96686,-0.87163,-0.76523,-0.64885,-0.52380,-0.39144,-0.25337,-0.11079,0.03462,0.18151,0.32878,0.47458,0.61796,0.75762,0.89275,1.02198,1.14478,1.26045,1.36819,1.46756,1.55794,1.63945,1.71143,1.77391,1.82703,1.87035,1.90425,1.92908,1.94507,1.95223,1.95101,1.94199,1.92537,1.90181,1.87182,1.83589,1.79442,1.74827,1.69816,1.64458,1.58818,1.52970,1.47000,1.40961,1.34956,1.29051,1.23320,1.17833,1.12673,1.07908
0,1,2,-0.17352,-0.22699,-0.27997,-0.33190,-0.38191,-0.42931,-0.47311,-0.51317,-0.54840,-0.57861,-0.60311,-0.62149,-0.63353,-0.63878,-0.63768,-0.62991,-0.61605,-0.59608,-0.57041,-0.54008,-0.50550,-0.46762,-0.42749,-0.38578,-0.34356,-0.30243,-0.26324,-0.22700,-0.19486,-0.16801,-0.14703,-0.13318,-0.12736,-0.12959,-0.14082,-0.16107,-0.19071,-0.22942,-0.27720,-0.33351,-0.39754,-0.46892,-0.54626,-0.62892,-0.71525,-0.80413,-0.89415,-0.98388,-1.07175,-1.15626,-1.23608,-1.30967,-1.37616,-1.43396,-1.48206,-1.51977,-1.54628,-1.56107,-1.56421,-1.55529,-1.53436,-1.50202,-1.45883,-1.40532,-1.34249,-1.27111,-1.19229,-1.10738,-1.01749,-0.92393,-0.82775,-0.73034,-0.63300,-0.53696,-0.44289,-0.35222,-0.26572,-0.18411,-0.10814,-0.03839,0.02470,0.08079,0.12934,0.17075,0.20448,0.23055,0.24921,0.26050,0.26464,0.26163,0.25215,0.23618,0.21435,0.18683,0.15418,0.11675,0.07537,0.03057,-0.01755,-0.06814,-0.12033
