code,name
2,Afghanistan
5100,Africa
284,Åland Islands
3,Albania
4,Algeria
5,American Samoa
5200,Americas
6,Andorra
7,Angola
258,Anguilla
5848,Annex I countries
5600,Antarctic Region
30,Antarctica
8,Antigua and Barbuda
9,Argentina
1,Armenia
22,Aruba
187,"Ascension, Saint Helena and Tristan da Cunha"
5300,Asia
10,Australia
5501,Australia and New Zealand
11,Austria
52,Azerbaijan
12,Bahamas
13,Bahrain
16,Bangladesh
14,Barbados
57,Belarus
255,Belgium
15,Belgium-Luxembourg
23,Belize
53,Benin
17,Bermuda
18,Bhutan
19,Bolivia (Plurinational State of)
278,"Bonaire, Sint Eustatius and Saba"
80,Bosnia and Herzegovina
20,Botswana
31,Bouvet Island
21,Brazil
239,British Virgin Islands
26,Brunei Darussalam
27,Bulgaria
233,Burkina Faso
29,Burundi
35,Cabo Verde
115,Cambodia
32,Cameroon
33,Canada
5206,Caribbean
5857,Caucasus and Central Asia
36,Cayman Islands
37,Central African Republic
5204,Central America
5301,Central Asia
5306,Central Asia and Southern Asia
39,Chad
24,Chagos Archipelago
259,Channel Islands
40,Chile
351,China
96,"China, Hong Kong SAR"
128,"China, Macao SAR"
41,"China, mainland"
214,"China, Taiwan Province of"
42,Christmas Island
43,Cocos (Keeling) Islands
44,Colombia
45,Comoros
46,Congo
47,Cook Islands
48,Costa Rica
107,Côte d'Ivoire
98,Croatia
49,Cuba
279,Curaçao
50,Cyprus
167,Czechia
51,Czechoslovakia
116,Democratic People's Republic of Korea
250,Democratic Republic of the Congo
54,Denmark
72,Djibouti
55,Dominica
56,Dominican Republic
5101,Eastern Africa
5302,Eastern Asia
5829,Eastern Asia (excluding Japan and China)
5307,Eastern Asia and South-eastern Asia
5401,Eastern Europe
58,Ecuador
59,Egypt
60,El Salvador
61,Equatorial Guinea
178,Eritrea
63,Estonia
209,Eswatini
238,Ethiopia
62,Ethiopia PDR
5400,Europe
5777,"Europe, Northern America, Australia and New Zealand"
5707,European Union (27)
65,Falkland Islands (Malvinas)
99029,"FAO Major Fishing Area: Atlantic, Eastern Central (14.4.1)"
99024,"FAO Major Fishing Area: Atlantic, Northeast (14.4.1)"
99023,"FAO Major Fishing Area: Atlantic, Northwest (14.4.1)"
99026,"FAO Major Fishing Area: Atlantic, Southeast (14.4.1)"
99030,"FAO Major Fishing Area: Atlantic, Southwest (14.4.1)"
99028,"FAO Major Fishing Area: Atlantic, Western Central (14.4.1)"
99025,"FAO Major Fishing Area: Indian Ocean, Eastern (14.4.1)"
99027,"FAO Major Fishing Area: Indian Ocean, Western (14.4.1)"
99032,"FAO Major Fishing Area: Mediterranean and Black Sea (14.4.1)"
99018,"FAO Major Fishing Area: Pacific, Eastern Central (14.4.1)"
