A,B,C,_q0,_q1,_q2,_q3,_q4,_q5,_q6,_q7,_q8,_q9,_q10,_q11,_q12,_q13,_q14,_q15,_q16,_q17,_q18,_q19,_q20,_q21,_q22,_q23,_q24,_q25,_q26,_q27,_q28,_q29,_q30,_q31,_q32,_q33,_q34,_q35,_q36,_q37,_q38,_q39,_q40,_q41,_q42,_q43,_q44,_q45,_q46,_q47,_q48,_q49,_q50,_q51,_q52,_q53,_q54,_q55,_q56,_q57,_q58,_q59,_q60,_q61,_q62,_q63,_q64,_q65,_q66,_q67,_q68,_q69,_q70,_q71,_q72,_q73,_q74,_q75,_q76,_q77,_q78,_q79,_q80,_q81,_q82,_q83,_q84,_q85,_q86,_q87,_q88,_q89,_q90,_q91,_q92,_q93,_q94,_q95,_q96,_q97,_q98,_q99,_q100
0,0,0,-1.56065,-1.53123,-1.49740,-1.45959,-1.41789,-1.37276,-1.32473,-1.27407,-1.22126,-1.16660,-1.11062,-1.05344,-0.99574,-0.93770,-0.87961,-0.82180,-0.76464,-0.70828,-0.65275,-0.59844,-0.54515,-0.49340,-0.44309,-0.39405,-0.34651,-0.30035,-0.25563,-0.21228,-0.17021,-0.12925,-0.08936,-0.05067,-0.01303,0.02364,0.05940,0.09411,0.12785,0.16061,0.19230,0.22286,0.25210,0.27971,0.30592,0.33032,0.35269,0.37307,0.39082,0.40592,0.41819,0.42754,0.43340,0.43590,0.43468,0.42969,0.42039,0.40734,0.38991,0.36817,0.34214,0.31185,0.27731,0.23846,0.19575,0.14897,0.09830,0.04416,-0.01343,-0.07411,-0.13759,-0.20375,-0.27225,-0.34253,-0.41454,-0.48765,-0.56177,-0.63623,-0.71092,-0.78502,-0.85859,-0.93089,-1.00171,-1.07064,-1.13690,-1.20052,-1.26089,-1.31799,-1.37098,-1.41991,-1.46434,-1.50416,-1.53868,-1.56831,-1.59235,-1.61080,-1.62370,-1.63121,-1.63294,-1.62917,-1.61997,-1.60530,-1.58536
0,0,0,0.54319,0.58417,0.62121,0.65477,0.68458,0.71052,0.73257,0.75056,0.76482,0.77513,0.78165,0.78409,0.78282,0.77772,0.76871,0.75591,0.73931,0.71928,0.69581,0.66887,0.63844,0.60501,0.56822,0.52831,0.48564,0.44026,0.39196,0.34126,0.28797,0.23250,0.17485,0.11528,0.05391,-0.00912,-0.07373,-0.13985,-0.20690,-0.27521,-0.34415,-0.41378,-0.48370,-0.55390,-0.62392,-0.69351,-0.76249,-0.83075,-0.89784,-0.96332,-1.02717,-1.08893,-1.14812,-1.20459,-1.25797,-1.30819,-1.35480,-1.39731,-1.43545,-1.46916,-1.49807,-1.52203,-1.54097,-1.55453,-1.56254,-1.56517,-1.56215,-1.55359,-1.53955,-1.51986,-1.49486,-1.46466,-1.42923,-1.38888,-1.34395,-1.29473,-1.24140,-1.18438,-1.12390,-1.06027,-0.99384,-0.92506,-0.85423,-0.78149,-0.70752,-0.63252,-0.55692,-0.48096,-0.40513,-0.32963,-0.25472,-0.18071,-0.10809,-0.03687,0.03249,0.09990,0.16521,0.22809,0.28833,0.34564,0.39990,0.45104,0.49891
0,0,0,0.03698,-0.01069,-0.05747,-0.10299,-0.14725,-0.18997,-0.23085,-0.26957,-0.30625,-0.34075,-0.37252,-0.40181,-0.42830,-0.45199,-0.47301,-0.49110,-0.50645,-0.51879,-0.52828,-0.53498,-0.53901,-0.54026,-0.53868,-0.53471,-0.52808,-0.51905,-0.50767,-0.49405,-0.47816,-0.46023,-0.44016,-0.41825,-0.39469,-0.36941,-0.34260,-0.31444,-0.28494,-0.25439,-0.22285,-0.19056,-0.15743,-0.12377,-0.08963,-0.05556,-0.02117,0.01329,0.04741,0.08133,0.11496,0.14801,0.18058,0.21251,0.24390,0.27447,0.30425,0.33328,0.36164,0.38919,0.41579,0.44186,0.46715,0.49171,0.51556,0.53857,0.56090,0.58243,0.60306,0.62281,0.64158,0.65927,0.67576,0.69076,0.70431,0.71622,0.72639,0.73451,0.74054,0.74420,0.74532,0.74402,0.73977,0.73266,0.72247,0.70922,0.69275,0.67322,0.65052,0.62468,0.59577,0.56402,0.52957,0.49261,0.45331,0.41183,0.36857,0.32362,0.27727,0.23005,0.18202,0.13369,0.08526
0,0,0,-0.51326,-0.53433,-0.55126,-0.56378,-0.57213,-0.57643,-0.57675,-0.57319,-0.56610,-0.55536,-0.54117,-0.52382,-0.50349,-0.48030,-0.45458,-0.42637,-0.39578,-0.36308,-0.32842,-0.29197,-0.25382,-0.21423,-0.17311,-0.13080,-0.08744,-0.04311,0.00204,0.04777,0.09413,0.14088,0.18799,0.23527,0.28245,0.32951,0.37603,0.42200,0.46740,0.51190,0.55530,0.59763,0.63871,0.67843,0.71665,0.75321,0.78815,0.82126,0.85256,0.88200,0.90953,0.93507,0.95870,0.98025,0.99991,1.01761,1.03324,1.04688,1.05848,1.06801,1.07550,1.08083,1.08392,1.08474,1.08333,1.07937,1.07296,1.06386,1.05203,1.03734,1.01974,0.99918,0.97552,0.94877,0.91863,0.88546,0.84917,0.80956,0.76682,0.72116,0.67265,0.62161,0.56806,0.51227,0.45454,0.39525,0.33469,0.27330,0.21142,0.14934,0.08757,0.02658,-0.03330,-0.09156,-0.14766,-0.20151,-0.25271,-0.30098,-0.34579,-0.38702,-0.42481,-0.45839,-0.48792
0,0,0,-0.19840,-0.10478,-0.01181,0.07996,0.17036,0.25892,0.34550,0.42980,0.51157,0.59059,0.66689,0.74045,0.81118,0.87936,0.94480,1.00746,1.06744,1.12502,1.18018,1.23293,1.28332,1.33133,1.37723,1.42086,1.46203,1.50085,1.53719,1.57111,1.60225,1.63067,1.65612,1.67855,1.69767,1.71335,1.72531,1.73333,1.73740,1.73713,1.73262,1.72359,1.70948,1.69077,1.66696,1.63803,1.60400,1.56472,1.52033,1.47058,1.41571,1.35560,1.29030,1.22021,1.14541,1.06585,0.98195,0.89393,0.80195,0.70644,0.60771,0.50625,0.40244,0.29679,0.18963,0.08178,-0.02648,-0.13443,-0.24148,-0.34704,-0.45031,-0.55064,-0.64751,-0.74021,-0.82807,-0.91045,-0.98682,-1.05656,-1.11892,-1.17387,-1.22081,-1.25930,-1.28911,-1.31006,-1.32214,-1.32506,-1.31905,-1.30418,-1.28040,-1.24836,-1.20837,-1.16061,-1.10580,-1.04414,-0.97648,-0.90328,-0.82531,-0.74309,-0.65734,-0.56879,-0.47803,-0.38570,-0.29215
0,0,0,-0.26379,-0.24920,-0.23519,-0.22171,-0.20869,-0.19639,-0.18462,-0.17352,-0.16291,-0.15296,-0.14381,-0.13535,-0.12769,-0.12085,-0.11467,-0.10931,-0.10469,-0.10091,-0.09793,-0.09598,-0.09505,-0.09508,-0.09630,-0.09855,-0.10184,-0.10627,-0.11186,-0.11876,-0.12701,-0.13634,-0.14688,-0.15876,-0.17191,-0.18605,-0.20111,-0.21747,-0.23460,-0.25260,-0.27129,-0.29056,-0.31035,-0.33051,-0.35089,-0.37137,-0.39185,-0.41205,-0.43180,-0.45117,-0.47003,-0.48799,-0.50539,-0.52180,-0.53719,-0.55151,-0.56482,-0.57703,-0.58798,-0.59781,-0.60640,-0.61405,-0.62050,-0.62596,-0.63034,-0.63375,-0.63603,-0.63746,-0.63802,-0.63760,-0.63638,-0.63457,-0.63193,-0.62856,-0.62446,-0.61966,-0.61419,-0.60804,-0.60128,-0.59369,-0.58549,-0.57650,-0.56687,-0.55664,-0.54576,-0.53425,-0.52196,-0.50918,-0.49577,-0.48189,-0.46747,-0.45272,-0.43752,-0.42205,-0.40626,-0.39020,-0.37401,-0.35780,-0.34163,-0.32551,-0.30960,-0.29405,-0.27866
0,0,0,-0.50917,-0.49611,-0.47820,-0.45618,-0.42999,-0.40030,-0.36731,-0.33161,-0.29341,-0.25325,-0.21147,-0.16847,-0.12453,-0.08004,-0.03541,0.00923,0.05369,0.09746,0.14060,0.18291,0.22450,0.26517,0.30488,0.34378,0.38193,0.41949,0.45655,0.49330,0.52988,0.56652,0.60321,0.64024,0.67792,0.71626,0.75530,0.79534,0.83628,0.87812,0.92085,0.96425,1.00823,1.05289,1.09779,1.14285,1.18751,1.23178,1.27512,1.31714,1.35735,1.39552,1.43112,1.46372,1.49283,1.51825,1.53939,1.55609,1.56789,1.57460,1.57585,1.57165,1.56181,1.54611,1.52449,1.49715,1.46404,1.42529,1.38121,1.33170,1.27742,1.21836,1.15504,1.08762,1.01680,0.94286,0.86635,0.78784,0.70777,0.62652,0.54472,0.46281,0.38147,0.30086,0.22184,0.14483,0.07035,-0.00129,-0.06958,-0.13410,-0.19447,-0.25041,-0.30163,-0.34790,-0.38899,-0.42454,-0.45460,-0.47903,-0.49779,-0.51093,-0.51848,-0.52060,-0.51750
0,0,0,1.12645,1.09823,1.06829,1.03663,1.00321,0.96799,0.93137,0.89321,0.85384,0.81326,0.77159,0.72876,0.68510,0.64063,0.59545,0.54996,0.50401,0.45797,0.41203,0.36618,0.32089,0.27602,0.23201,0.18897,0.14708,0.10648,0.06764,0.03037,-0.00495,-0.03812,-0.06890,-0.09721,-0.12296,-0.14588,-0.16600,-0.18287,-0.19672,-0.20742,-0.21465,-0.21873,-0.21924,-0.21636,-0.21023,-0.20049,-0.18733,-0.17099,-0.15141,-0.12852,-0.10269,-0.07391,-0.04213,-0.00777,0.02910,0.06836,0.10964,0.15294,0.19800,0.24444,0.29202,0.34088,0.39057,0.44076,0.49123,0.54188,0.59253,0.64266,0.69208,0.74067,0.78824,0.83447,0.87946,0.92276,0.96437,1.00386,1.04120,1.07647,1.10941,1.13999,1.16818,1.19373,1.21657,1.23693,1.25473,1.26980,1.28245,1.29224,1.29947,1.30421,1.30648,1.30612,1.30351,1.29835,1.29100,1.28143,1.26952,1.25530,1.23887,1.22050,1.20000,1.17752,1.15285
0,0,1,1.59573,1.54473,1.49499,1.44638,1.39874,1.35250,1.30752,1.26377,1.22135,1.18023,1.14037,1.10186,1.06486,1.02951,0.99528,0.96259,0.93146,0.90202,0.87434,0.84868,0.82503,0.80323,0.78381,0.76689,0.75236,0.74073,0.73175,0.72574,0.72279,0.72320,0.72689,0.73394,0.74454,0.75882,0.77675,0.79835,0.82357,0.85239,0.88466,0.92052,0.95992,1.00256,1.04836,1.09724,1.14903,1.20327,1.26008,1.31908,1.37975,1.44205,1.50591,1.57085,1.63649,1.70261,1.76890,1.83490,1.90040,1.96534,2.02893,2.09098,2.15130,2.20936,2.26524,2.31827,2.36807,2.41459,2.45753,2.49664,2.53157,2.56224,2.58853,2.61018,2.62716,2.63928,2.64665,2.64912,2.64663,2.63931,2.62720,2.61062,2.58945,2.56418,2.53486,2.50183,2.46526,2.42538,2.38260,2.33731,2.28969,2.24009,2.18875,2.13613,2.08250,2.02809,1.97318,1.91810,1.86313,1.80844,1.75419,1.70052,1.64777
0,0,1,0.60957,0.56226,0.51881,0.47934,0.44409,0.41333,0.38713,0.36561,0.34870,0.33668,0.32930,0.32644,0.32822,0.33426,0.34463,0.35901,0.37711,0.39872,0.42369,0.45156,0.48219,0.51539,0.55080,0.58795,0.62663,0.66655,0.70765,0.74916,0.79112,0.83319,0.87505,0.91634,0.95705,0.99687,1.03551,1.07278,1.10866,1.14305,1.17562,1.20631,1.23541,1.26246,1.28785,1.31157,1.33343,1.35379,1.37288,1.39070,1.40738,1.42323,1.43832,1.45306,1.46750,1.48180,1.49597,1.51040,1.52511,1.54017,1.55565,1.57171,1.58827,1.60514,1.62226,1.63983,1.65732,1.67451,1.69109,1.70712,1.72205,1.73543,1.74715,1.75689,1.76400,1.76860,1.76999,1.76810,1.76247,1.75311,1.73960,1.72187,1.69980,1.67339,1.64246,1.60735,1.56813,1.52504,1.47811,1.42771,1.37425,1.31812,1.25982,1.19967,1.13822,1.07595,1.01337,0.95115,0.88953,0.82916,0.77044,0.71400,0.66018
