GROUP,_q0,_q1,_q2,_q3,_q4,_q5,_q6,_q7,_q8,_q9,_q10,_q11,_q12,_q13,_q14,_q15,_q16,_q17,_q18,_q19,_q20,_q21,_q22,_q23,_q24,_q25,_q26,_q27,_q28,_q29,_q30,_q31,_q32,_q33,_q34,_q35,_q36,_q37,_q38,_q39,_q40,_q41,_q42,_q43,_q44,_q45,_q46,_q47,_q48,_q49,_q50,_q51,_q52,_q53,_q54,_q55,_q56,_q57,_q58,_q59,_q60,_q61,_q62,_q63,_q64,_q65,_q66,_q67,_q68,_q69,_q70,_q71,_q72,_q73,_q74,_q75,_q76,_q77,_q78,_q79,_q80,_q81,_q82,_q83,_q84,_q85,_q86,_q87,_q88,_q89,_q90,_q91,_q92,_q93,_q94,_q95,_q96,_q97,_q98,_q99,_q100
0,-0.28331,-0.35889,-0.42791,-0.48959,-0.54360,-0.58959,-0.62711,-0.65565,-0.67449,-0.68268,-0.67929,-0.66366,-0.63530,-0.59425,-0.54203,-0.48101,-0.41484,-0.34840,-0.28714,-0.23746,-0.20478,-0.19350,-0.20624,-0.24374,-0.30391,-0.38203,-0.47171,-0.56435,-0.65108,-0.72297,-0.77225,-0.79231,-0.77992,-0.73314,-0.65343,-0.54438,-0.41118,-0.26025,-0.09945,0.06423,0.22371,0.37354,0.50875,0.62645,0.72455,0.80348,0.86519,0.91240,0.94952,0.98115,1.01175,1.04614,1.08743,1.13754,1.19668,1.26322,1.33428,1.40528,1.47098,1.52568,1.56387,1.58061,1.57255,1.53716,1.47420,1.38529,1.27361,1.14420,1.00344,0.85868,0.71788,0.58817,0.47586,0.38570,0.32130,0.28329,0.27132,0.28262,0.31370,0.35986,0.41653,0.47814,0.54065,0.59905,0.64977,0.68920,0.71511,0.72470,0.71755,0.69320,0.65226,0.59589,0.52623,0.44575,0.35733,0.26407,0.16794,0.07158,-0.02317,-0.11475,-0.20174
0,1.22406,1.02460,0.81554,0.60323,0.39383,0.19396,0.01050,-0.15000,-0.28189,-0.38098,-0.44399,-0.46943,-0.45705,-0.40888,-0.32864,-0.22150,-0.09446,0.04450,0.18646,0.32249,0.44381,0.54360,0.61647,0.65967,0.67297,0.65833,0.62119,0.56816,0.50663,0.44490,0.39038,0.34968,0.32778,0.32706,0.34833,0.39016,0.44920,0.52083,0.59985,0.67994,0.75581,0.82183,0.87427,0.90893,0.92449,0.92000,0.89560,0.85156,0.78993,0.71328,0.62413,0.52622,0.42428,0.32323,0.22840,0.14642,0.08304,0.04369,0.03213,0.05099,0.10088,0.17949,0.28298,0.40503,0.53880,0.67612,0.80937,0.93121,1.03599,1.11939,1.17971,1.21666,1.23215,1.22985,1.21442,1.19202,1.16887,1.15045,1.14262,1.14974,1.17484,1.21922,1.28228,1.36224,1.45577,1.55796,1.66397,1.76802,1.86463,1.94895,2.01662,2.06438,2.08970,2.09113,2.06800,2.01933,1.94509,1.84596,1.72298,1.57656,1.40939
0,-1.11210,-1.21250,-1.28291,-1.31476,-1.30217,-1.24143,-1.13162,-0.97501,-0.77657,-0.54344,-0.28479,-0.01121,0.26614,0.53564,0.78638,1.00843,1.19342,1.33501,1.42946,1.47508,1.47260,1.42537,1.33700,1.21330,1.06052,0.88374,0.68941,0.48213,0.26729,0.04983,-0.16571,-0.37406,-0.56981,-0.74754,-0.90180,-1.02789,-1.12299,-1.18468,-1.21286,-1.20944,-1.17710,-1.11991,-1.04290,-0.95030,-0.84679,-0.73601,-0.62114,-0.50449,-0.38784,-0.27309,-0.16045,-0.05173,0.05264,0.15160,0.24515,0.33356,0.41744,0.49741,0.57460,0.64930,0.72125,0.78926,0.85181,0.90584,0.94872,0.97731,0.98895,0.98242,0.95727,0.91479,0.85770,0.78937,0.71391,0.63601,0.55835,0.48414,0.41520,0.35182,0.29381,0.24031,0.18992,0.14221,0.09645,0.05314,0.01225,-0.02516,-0.05828,-0.08679,-0.11131,-0.13303,-0.15451,-0.17948,-0.21178,-0.25581,-0.31520,-0.39253,-0.48816,-0.60093,-0.72688,-0.85944,-0.99100
0,1.05652,1.16841,1.27625,1.37813,1.47046,1.54892,1.60879,1.64501,1.65330,1.63118,1.57820,1.49645,1.39094,1.26834,1.13718,1.00596,0.88251,0.77223,0.67814,0.59889,0.53055,0.46521,0.39432,0.30720,0.19475,0.05034,-0.12918,-0.34273,-0.58431,-0.84335,-1.10627,-1.35745,-1.58052,-1.76091,-1.88723,-1.95188,-1.95251,-1.89223,-1.77792,-1.62131,-1.43522,-1.23444,-1.03328,-0.84462,-0.67869,-0.54365,-0.44368,-0.38103,-0.35421,-0.36011,-0.39361,-0.44732,-0.51405,-0.58573,-0.65489,-0.71391,-0.75682,-0.77874,-0.77568,-0.74563,-0.68825,-0.60438,-0.49686,-0.36950,-0.22834,-0.07973,0.06797,0.20682,0.32801,0.42446,0.48958,0.51936,0.51150,0.46667,0.38821,0.28167,0.15365,0.01282,-0.13217,-0.27319,-0.40248,-0.51340,-0.60122,-0.66226,-0.69496,-0.69834,-0.67409,-0.62324,-0.54922,-0.45517,-0.34474,-0.22254,-0.09202,0.04324,0.17992,0.31555,0.44836,0.57730,0.70238,0.82337,0.94147
0,-1.71509,-1.53259,-1.34963,-1.17616,-1.02022,-0.88696,-0.77899,-0.69568,-0.63331,-0.58570,-0.54479,-0.50248,-0.45067,-0.38212,-0.29186,-0.17751,-0.03905,0.12124,0.30019,0.49215,0.69189,0.89348,1.09124,1.27984,1.45390,1.60909,1.74074,1.84520,1.91984,1.96206,1.97133,1.94856,1.89624,1.81837,1.72047,1.60892,1.49038,1.37094,1.25606,1.14931,1.05271,0.96652,0.88846,0.81587,0.74610,0.67566,0.60269,0.52725,0.45089,0.37712,0.31060,0.25708,0.22154,0.20870,0.22125,0.25934,0.32001,0.39826,0.48623,0.57449,0.65286,0.71173,0.74311,0.74103,0.70291,0.62955,0.52651,0.40205,0.26706,0.13432,0.01730,-0.07261,-0.12527,-0.13547,-0.10164,-0.02742,0.07848,0.20403,0.33336,0.44995,0.53771,0.58203,0.57168,0.50056,0.36683,0.17422,-0.06911,-0.35090,-0.65637,-0.96926,-1.27341,-1.55406,-1.79817,-1.99530,-2.13897,-2.22569,-2.25438,-2.22845,-2.15308,-2.03595,-1.88654
0,-0.33316,-0.29993,-0.23490,-0.14246,-0.02732,0.10648,0.25536,0.41704,0.58932,0.77146,0.96117,1.15630,1.35309,1.54691,1.73103,1.89795,2.03999,2.14912,2.21813,2.24044,2.21250,2.13152,1.99832,1.81458,1.58526,1.31658,1.01629,0.69390,0.35871,0.02133,-0.30826,-0.62047,-0.90592,-1.15723,-1.36820,-1.53366,-1.65122,-1.71989,-1.74074,-1.71566,-1.64854,-1.54356,-1.40549,-1.23930,-1.05003,-0.84168,-0.61852,-0.38458,-0.14359,0.10022,0.34246,0.57837,0.80329,1.01220,1.20074,1.36504,1.50263,1.61166,1.69264,1.74662,1.77627,1.78518,1.77707,1.75566,1.72342,1.68334,1.63598,1.58172,1.52000,1.45055,1.37242,1.28539,1.18988,1.08714,0.97986,0.87112,0.76510,0.66643,0.57970,0.50960,0.45966,0.43253,0.42875,0.44673,0.48272,0.53094,0.58247,0.62914,0.66145,0.67108,0.65181,0.60082,0.51827,0.40876,0.27979,0.14137,0.00444,-0.11977,-0.22176,-0.29387,-0.33159
1,0.01380,-0.02374,-0.06500,-0.10861,-0.15288,-0.19569,-0.23448,-0.26586,-0.28602,-0.29128,-0.27860,-0.24522,-0.18839,-0.10628,0.00315,0.14063,0.30683,0.50048,0.71711,0.94920,1.18445,1.40750,1.59975,1.74297,1.82141,1.82551,1.75266,1.60941,1.40945,1.17172,0.91747,0.66737,0.43847,0.24366,0.09023,-0.01875,-0.08353,-0.10722,-0.09503,-0.05379,0.00834,0.08185,0.15554,0.21827,0.25906,0.26837,0.23868,0.16740,0.05444,-0.09504,-0.27274,-0.46700,-0.66383,-0.85009,-1.01382,-1.14397,-1.23419,-1.28053,-1.28201,-1.24045,-1.15869,-1.04003,-0.88704,-0.70178,-0.48400,-0.23301,0.05257,0.37171,0.72118,1.09272,1.47275,1.84205,2.17787,2.45608,2.65561,2.76090,2.76578,2.67399,2.49831,2.25940,1.98073,1.68702,1.39917,1.13389,0.90170,0.70823,0.55407,0.43589,0.34951,0.28837,0.24694,0.21881,0.19973,0.18528,0.17268,0.15925,0.14350,0.12514,0.10326,0.07732,0.04741
1,-0.42999,-0.47336,-0.50343,-0.51901,-0.52054,-0.50871,-0.48614,-0.45434,-0.41424,-0.36647,-0.30951,-0.23950,-0.15122,-0.03783,0.10735,0.29034,0.51378,0.77599,1.06914,1.37805,1.68143,1.95182,2.16071,2.28106,2.29259,2.18522,1.96232,1.64005,1.24591,0.81398,0.38163,-0.01695,-0.35444,-0.61311,-0.78486,-0.87139,-0.88268,-0.83288,-0.73956,-0.62058,-0.49314,-0.37120,-0.26583,-0.18446,-0.13118,-0.10631,-0.10785,-0.13132,-0.17156,-0.22299,-0.27979,-0.33717,-0.39052,-0.43775,-0.47646,-0.50506,-0.52377,-0.53218,-0.53160,-0.52228,-0.50513,-0.48050,-0.44846,-0.40810,-0.35651,-0.29077,-0.20655,-0.10098,0.02727,0.17525,0.33583,0.49708,0.64377,0.75897,0.82812,0.84176,0.79728,0.70037,0.56420,0.40676,0.24770,0.10477,-0.00912,-0.08641,-0.12591,-0.13263,-0.11387,-0.07925,-0.03889,-0.00133,0.02725,0.04209,0.04108,0.02335,-0.00971,-0.05625,-0.11378,-0.17821,-0.24583,-0.31314,-0.37577
1,1.24597,1.31354,1.34913,1.35544,1.33554,1.29353,1.23188,1.15428,1.06486,0.96868,0.87088,0.77967,0.70330,0.65138,0.63424,0.66173,0.74258,0.88139,1.07828,1.32728,1.61555,1.92377,2.22837,2.50351,2.72649,2.87933,2.95297,2.94721,2.87140,2.74086,2.57441,2.39205,2.21085,2.04488,1.90279,1.78984,1.70727,1.65412,1.62694,1.62177,1.63261,1.65222,1.67284,1.68593,1.68328,1.65809,1.60503,1.52249,1.41094,1.27481,1.12182,0.96173,0.80591,0.66554,0.55128,0.47127,0.42990,0.42958,0.46884,0.54351,0.64835,0.77646,0.92166,1.07874,1.24480,1.41806,1.59732,1.78168,1.96815,2.15005,2.31605,2.45043,2.53465,2.54987,2.47982,2.31512,2.05458,1.70781,1.29289,0.83511,0.36363,-0.09282,-0.50853,-0.86357,-1.14376,-1.34151,-1.45468,-1.48552,-1.44000,-1.32627,-1.15543,-0.93882,-0.68902,-0.41900,-0.14131,0.13233,0.39099,0.62697,0.83356,1.00656,1.14409
1,0.33875,0.49003,0.60680,0.68679,0.73087,0.74248,0.72625,0.68877,0.63738,0.57973,0.52327,0.47583,0.44545,0.43975,0.46689,0.53404,0.64737,0.81037,1.02184,1.27614,1.56086,1.85817,2.14633,2.40169,2.60298,2.73398,2.78632,2.76014,2.66410,2.51299,2.32449,2.11705,1.90647,1.70490,1.52031,1.35683,1.21602,1.09705,0.99856,0.91773,0.85247,0.79885,0.75216,0.70797,0.66079,0.60468,0.53445,0.44598,0.33629,0.20426,0.05061,-0.12159,-0.30759,-0.50176,-0.69750,-0.88745,-1.06590,-1.22723,-1.36616,-1.47869,-1.56079,-1.60859,-1.61816,-1.58470,-1.50328,-1.36926,-1.17904,-0.93267,-0.63328,-0.29052,0.07994,0.45710,0.81540,1.12874,1.37353,1.53222,1.59546,1.56433,1.44802,1.26242,1.02726,0.76209,0.48429,0.20774,-0.05747,-0.30472,-0.52897,-0.72596,-0.89164,-1.02099,-1.10940,-1.15311,-1.14846,-1.09464,-0.99412,-0.85139,-0.67465,-0.47308,-0.25898,-0.04494,0.15774
