A,B,_q0,_q1,_q2,_q3,_q4,_q5,_q6,_q7,_q8,_q9,_q10,_q11,_q12,_q13,_q14,_q15,_q16,_q17,_q18,_q19,_q20,_q21,_q22,_q23,_q24,_q25,_q26,_q27,_q28,_q29,_q30,_q31,_q32,_q33,_q34,_q35,_q36,_q37,_q38,_q39,_q40,_q41,_q42,_q43,_q44,_q45,_q46,_q47,_q48,_q49,_q50,_q51,_q52,_q53,_q54,_q55,_q56,_q57,_q58,_q59,_q60,_q61,_q62,_q63,_q64,_q65,_q66,_q67,_q68,_q69,_q70,_q71,_q72,_q73,_q74,_q75,_q76,_q77,_q78,_q79,_q80,_q81,_q82,_q83,_q84,_q85,_q86,_q87,_q88,_q89,_q90,_q91,_q92,_q93,_q94,_q95,_q96,_q97,_q98,_q99,_q100
0,0,2.33978,2.30994,2.27392,2.23150,2.18299,2.12831,2.06786,2.00149,1.92977,1.85315,1.77208,1.68703,1.59886,1.50815,1.41576,1.32242,1.22912,1.13663,1.04577,0.95760,0.87257,0.79176,0.71569,0.64507,0.58026,0.52178,0.47005,0.42491,0.38696,0.35577,0.33106,0.31271,0.30033,0.29309,0.29053,0.29223,0.29695,0.30425,0.31344,0.32375,0.33439,0.34491,0.35475,0.36333,0.37051,0.37602,0.37986,0.38189,0.38261,0.38225,0.38109,0.37981,0.37897,0.37951,0.38173,0.38661,0.39477,0.40682,0.42335,0.44482,0.47180,0.50429,0.54274,0.58680,0.63669,0.69209,0.75286,0.81832,0.88804,0.96134,1.03745,1.11611,1.19636,1.27731,1.35830,1.43886,1.51832,1.59599,1.67173,1.74455,1.81426,1.88083,1.94390,2.00325,2.05866,2.11035,2.15785,2.20155,2.24114,2.27646,2.30764,2.33457,2.35713,2.37531,2.38885,2.39751,2.40144,2.40035,2.39377,2.38148,2.36369
0,0,-0.32702,-0.34012,-0.35655,-0.37587,-0.39778,-0.42196,-0.44769,-0.47460,-0.50204,-0.52901,-0.55521,-0.58020,-0.60328,-0.62372,-0.64123,-0.65555,-0.66626,-0.67344,-0.67675,-0.67651,-0.67256,-0.66570,-0.65573,-0.64306,-0.62792,-0.61095,-0.59249,-0.57257,-0.55178,-0.53007,-0.50777,-0.48515,-0.46237,-0.43943,-0.41649,-0.39346,-0.37065,-0.34810,-0.32572,-0.30352,-0.28186,-0.26085,-0.24051,-0.22146,-0.20365,-0.18748,-0.17348,-0.16174,-0.15248,-0.14578,-0.14223,-0.14175,-0.14461,-0.15071,-0.15996,-0.17220,-0.18736,-0.20514,-0.22503,-0.24666,-0.26958,-0.29345,-0.31770,-0.34200,-0.36587,-0.38873,-0.41057,-0.43092,-0.44953,-0.46605,-0.48038,-0.49268,-0.50254,-0.51023,-0.51555,-0.51869,-0.51981,-0.51884,-0.51612,-0.51149,-0.50532,-0.49746,-0.48813,-0.47738,-0.46540,-0.45255,-0.43863,-0.42403,-0.40889,-0.39371,-0.37861,-0.36409,-0.35046,-0.33791,-0.32725,-0.31848,-0.31230,-0.30892,-0.30843,-0.31126,-0.31738
0,0,-1.92148,-1.96418,-2.00152,-2.03348,-2.05971,-2.08035,-2.09541,-2.10492,-2.10869,-2.10730,-2.10069,-2.08885,-2.07229,-2.05092,-2.02497,-1.99467,-1.96022,-1.92179,-1.87959,-1.83414,-1.78543,-1.73385,-1.67966,-1.62336,-1.56514,-1.50538,-1.44470,-1.38326,-1.32153,-1.26029,-1.19987,-1.14051,-1.08300,-1.02749,-0.97448,-0.92442,-0.87752,-0.83399,-0.79398,-0.75772,-0.72514,-0.69650,-0.67139,-0.64999,-0.63192,-0.61709,-0.60504,-0.59578,-0.58849,-0.58284,-0.57883,-0.57548,-0.57294,-0.57059,-0.56817,-0.56526,-0.56195,-0.55788,-0.55268,-0.54654,-0.53941,-0.53120,-0.52239,-0.51285,-0.50288,-0.49254,-0.48246,-0.47290,-0.46442,-0.45749,-0.45225,-0.44940,-0.44943,-0.45294,-0.46015,-0.47151,-0.48709,-0.50742,-0.53303,-0.56377,-0.59981,-0.64098,-0.68721,-0.73843,-0.79445,-0.85486,-0.91886,-0.98626,-1.05641,-1.12878,-1.20266,-1.27730,-1.35191,-1.42582,-1.49861,-1.56948,-1.63757,-1.70260,-1.76384,-1.82099,-1.87355
0,0,-1.06793,-1.15184,-1.23089,-1.30460,-1.37207,-1.43292,-1.48637,-1.53234,-1.57052,-1.60048,-1.62253,-1.63652,-1.64284,-1.64183,-1.63396,-1.61974,-1.59990,-1.57520,-1.54668,-1.51493,-1.48097,-1.44555,-1.40987,-1.37487,-1.34130,-1.31035,-1.28240,-1.25861,-1.23928,-1.22529,-1.21686,-1.21451,-1.21842,-1.22817,-1.24421,-1.26578,-1.29293,-1.32478,-1.36072,-1.39966,-1.44092,-1.48376,-1.52664,-1.56875,-1.60885,-1.64577,-1.67858,-1.70645,-1.72833,-1.74335,-1.75088,-1.75052,-1.74156,-1.72410,-1.69783,-1.66277,-1.61925,-1.56743,-1.50801,-1.44130,-1.36816,-1.28928,-1.20565,-1.11806,-1.02742,-0.93476,-0.84091,-0.74695,-0.65374,-0.56229,-0.47325,-0.38755,-0.30602,-0.22948,-0.15861,-0.09394,-0.03620,0.01421,0.05665,0.09084,0.11619,0.13287,0.14052,0.13875,0.12769,0.10751,0.07816,0.04004,-0.00665,-0.06154,-0.12389,-0.19294,-0.26817,-0.34877,-0.43368,-0.52225,-0.61303,-0.70538,-0.79808,-0.89019,-0.98044
0,0,1.62084,1.58858,1.54533,1.49182,1.42869,1.35709,1.27809,1.19275,1.10169,1.00621,0.90687,0.80484,0.70092,0.59591,0.49020,0.38432,0.27915,0.17505,0.07225,-0.02859,-0.12750,-0.22426,-0.31826,-0.40946,-0.49770,-0.58281,-0.66459,-0.74307,-0.81763,-0.88813,-0.95471,-1.01693,-1.07497,-1.12846,-1.17734,-1.22151,-1.26111,-1.29610,-1.32644,-1.35237,-1.37389,-1.39154,-1.40539,-1.41584,-1.42301,-1.42731,-1.42937,-1.42925,-1.42764,-1.42485,-1.42098,-1.41669,-1.41232,-1.40795,-1.40341,-1.39906,-1.39479,-1.39026,-1.38571,-1.38033,-1.37408,-1.36632,-1.35646,-1.34402,-1.32802,-1.30802,-1.28305,-1.25269,-1.21577,-1.17214,-1.12118,-1.06224,-0.99512,-0.91958,-0.83530,-0.74259,-0.64186,-0.53313,-0.41720,-0.29482,-0.16676,-0.03423,0.10149,0.23933,0.37802,0.51599,0.65165,0.78365,0.91043,1.03076,1.14323,1.24679,1.34006,1.42212,1.49234,1.55003,1.59459,1.62612,1.64425,1.64917,1.64116
0,0,-0.42356,-0.48236,-0.53551,-0.58297,-0.62413,-0.65854,-0.68589,-0.70611,-0.71898,-0.72421,-0.72201,-0.71222,-0.69505,-0.67062,-0.63904,-0.60059,-0.55561,-0.50436,-0.44708,-0.38413,-0.31595,-0.24263,-0.16471,-0.08208,0.00475,0.09550,0.18987,0.28765,0.38859,0.49226,0.59865,0.70688,0.81713,0.92874,1.04154,1.15473,1.26785,1.38042,1.49179,1.60146,1.70845,1.81241,1.91244,2.00820,2.09868,2.18341,2.26164,2.33301,2.39708,2.45355,2.50195,2.54204,2.57393,2.59714,2.61210,2.61889,2.61751,2.60815,2.59147,2.56782,2.53752,2.50124,2.45930,2.41220,2.36059,2.30475,2.24555,2.18310,2.11809,2.05079,1.98156,1.91078,1.83865,1.76577,1.69175,1.61707,1.54175,1.46600,1.38978,1.31301,1.23585,1.15787,1.07937,1.00020,0.92054,0.83984,0.75840,0.67658,0.59387,0.51074,0.42716,0.34340,0.25960,0.17632,0.09385,0.01213,-0.06764,-0.14525,-0.22021,-0.29194,-0.36001
0,0,1.36452,1.36749,1.36387,1.35386,1.33663,1.31241,1.28073,1.24173,1.19585,1.14296,1.08362,1.01777,0.94634,0.86963,0.78827,0.70295,0.61416,0.52289,0.42979,0.33593,0.24195,0.14879,0.05769,-0.03080,-0.11547,-0.19554,-0.27002,-0.33813,-0.39893,-0.45168,-0.49574,-0.53057,-0.55555,-0.57022,-0.57431,-0.56782,-0.55042,-0.52233,-0.48379,-0.43484,-0.37631,-0.30857,-0.23231,-0.14809,-0.05735,0.03939,0.14089,0.24608,0.35376,0.46266,0.57177,0.67945,0.78488,0.88680,0.98397,1.07529,1.16010,1.23740,1.30637,1.36661,1.41769,1.45898,1.49089,1.51306,1.52559,1.52899,1.52372,1.51041,1.48994,1.46319,1.43099,1.39461,1.35518,1.31368,1.27123,1.22915,1.18817,1.14957,1.11419,1.08288,1.05611,1.03461,1.01886,1.00888,1.00483,1.00661,1.01418,1.02701,1.04488,1.06696,1.09240,1.12069,1.15088,1.18198,1.21321,1.24382,1.27258,1.29898,1.32212,1.34114,1.35554
0,0,-0.36076,-0.40940,-0.46322,-0.52172,-0.58436,-0.65064,-0.71970,-0.79073,-0.86278,-0.93494,-1.00617,-1.07560,-1.14213,-1.20494,-1.26302,-1.31554,-1.36204,-1.40215,-1.43513,-1.46100,-1.47981,-1.49152,-1.49656,-1.49526,-1.48821,-1.47577,-1.45897,-1.43871,-1.41555,-1.39050,-1.36446,-1.33843,-1.31272,-1.28818,-1.26559,-1.24500,-1.22706,-1.21200,-1.19985,-1.19069,-1.18449,-1.18092,-1.17988,-1.18089,-1.18384,-1.18808,-1.19326,-1.19885,-1.20469,-1.21015,-1.21489,-1.21863,-1.22074,-1.22130,-1.21996,-1.21637,-1.21051,-1.20242,-1.19143,-1.17814,-1.16215,-1.14344,-1.12221,-1.09849,-1.07223,-1.04343,-1.01280,-0.97978,-0.94509,-0.90873,-0.87065,-0.83144,-0.79107,-0.75010,-0.70828,-0.66649,-0.62458,-0.58303,-0.54210,-0.50216,-0.46330,-0.42572,-0.38969,-0.35551,-0.32349,-0.29388,-0.26680,-0.24242,-0.22131,-0.20374,-0.19007,-0.18030,-0.17470,-0.17376,-0.17793,-0.18727,-0.20197,-0.22224,-0.24814,-0.27988,-0.31759
0,0,-0.85325,-0.89477,-0.92801,-0.95223,-0.96699,-0.97150,-0.96566,-0.94890,-0.92155,-0.88344,-0.83494,-0.77636,-0.70845,-0.63196,-0.54755,-0.45657,-0.35975,-0.25839,-0.15371,-0.04715,0.06037,0.16771,0.27329,0.37608,0.47498,0.56916,0.65748,0.73946,0.81420,0.88101,0.93986,0.99063,1.03295,1.06703,1.09319,1.11158,1.12261,1.12707,1.12520,1.11776,1.10541,1.08879,1.06839,1.04507,1.01954,0.99217,0.96376,0.93455,0.90517,0.87587,0.84702,0.81891,0.79167,0.76547,0.74038,0.71623,0.69336,0.67170,0.65139,0.63208,0.61397,0.59701,0.58109,0.56661,0.55302,0.54043,0.52882,0.51801,0.50792,0.49830,0.48924,0.48006,0.47092,0.46111,0.45039,0.43854,0.42498,0.40939,0.39122,0.37009,0.34559,0.31745,0.28537,0.24903,0.20819,0.16281,0.11297,0.05876,0.00040,-0.06179,-0.12751,-0.19604,-0.26668,-0.33869,-0.41138,-0.48365,-0.55474,-0.62324,-0.68842,-0.74917,-0.80447
0,0,1.30834,1.33107,1.35125,1.36901,1.38395,1.39594,1.40507,1.41098,1.41362,1.41305,1.40894,1.40111,1.38950,1.37401,1.35448,1.33089,1.30316,1.27128,1.23515,1.19491,1.15046,1.10204,1.04951,0.99315,0.93311,0.86973,0.80356,0.73449,0.66343,0.59046,0.51649,0.44181,0.36712,0.29279,0.21969,0.14850,0.07977,0.01412,-0.04783,-0.10548,-0.15827,-0.20595,-0.24825,-0.28477,-0.31549,-0.34009,-0.35885,-0.37194,-0.37967,-0.38213,-0.37952,-0.37259,-0.36186,-0.34768,-0.33055,-0.31094,-0.28935,-0.26644,-0.24259,-0.21792,-0.19257,-0.16707,-0.14139,-0.11550,-0.08966,-0.06354,-0.03723,-0.01053,0.01660,0.04461,0.07326,0.10310,0.13436,0.16714,0.20132,0.23709,0.27473,0.31397,0.35508,0.39770,0.44188,0.48725,0.53376,0.58123,0.62922,0.67752,0.72596,0.77407,0.82172,0.86863,0.91468,0.95929,1.00267,1.04450,1.08471,1.12303,1.15924,1.19344,1.22559,1.25552,1.28305
