A,B,_q0,_q1,_q2,_q3,_q4,_q5,_q6,_q7,_q8,_q9,_q10,_q11,_q12,_q13,_q14,_q15,_q16,_q17,_q18,_q19,_q20,_q21,_q22,_q23,_q24,_q25,_q26,_q27,_q28,_q29,_q30,_q31,_q32,_q33,_q34,_q35,_q36,_q37,_q38,_q39,_q40,_q41,_q42,_q43,_q44,_q45,_q46,_q47,_q48,_q49,_q50,_q51,_q52,_q53,_q54,_q55,_q56,_q57,_q58,_q59,_q60,_q61,_q62,_q63,_q64,_q65,_q66,_q67,_q68,_q69,_q70,_q71,_q72,_q73,_q74,_q75,_q76,_q77,_q78,_q79,_q80,_q81,_q82,_q83,_q84,_q85,_q86,_q87,_q88,_q89,_q90,_q91,_q92,_q93,_q94,_q95,_q96,_q97,_q98,_q99,_q100
0,0,2.47285,2.63588,2.75311,2.82200,2.84806,2.84149,2.81473,2.77847,2.74025,2.70112,2.65739,2.60145,2.52449,2.41799,2.27699,2.10022,1.89107,1.65685,1.40779,1.15651,0.91695,0.70238,0.52538,0.39613,0.32112,0.30238,0.33693,0.41686,0.52961,0.66015,0.79316,0.91369,1.01041,1.07474,1.10302,1.09501,1.05303,0.98254,0.89058,0.78605,0.67832,0.57821,0.49618,0.44146,0.42068,0.43598,0.48457,0.55912,0.64763,0.73589,0.81027,0.85912,0.87504,0.85549,0.80423,0.72931,0.64235,0.55646,0.48454,0.43671,0.41995,0.43623,0.48267,0.55211,0.63344,0.71418,0.78102,0.82294,0.83071,0.79968,0.72860,0.62055,0.48240,0.32373,0.15640,-0.00646,-0.15095,-0.26446,-0.33523,-0.35493,-0.31927,-0.22804,-0.08769,0.09077,0.29121,0.49642,0.68806,0.85126,0.97595,1.06006,1.10833,1.13212,1.14711,1.17167,1.22269,1.31151,1.44460,1.61958,1.82694,2.05089,2.27264
0,0,1.42030,1.47329,1.52081,1.57278,1.63740,1.71923,1.81792,1.92735,2.03782,2.13664,2.21002,2.24633,2.23716,2.17792,2.06929,1.91554,1.72460,1.50651,1.27256,1.03412,0.80215,0.58607,0.39336,0.22944,0.09753,-0.00219,-0.07209,-0.11635,-0.14065,-0.15075,-0.15147,-0.14598,-0.13460,-0.11468,-0.08118,-0.02805,0.05038,0.15824,0.29564,0.45911,0.64059,0.82892,1.01043,1.17248,1.30323,1.39378,1.43953,1.43944,1.39685,1.31733,1.20938,1.08315,0.94802,0.81316,0.68516,0.56898,0.46608,0.37713,0.30169,0.24049,0.19573,0.17126,0.17279,0.20478,0.26990,0.36606,0.48572,0.61578,0.73906,0.83612,0.89047,0.89066,0.83359,0.72664,0.58550,0.43363,0.29757,0.20160,0.16366,0.19112,0.28006,0.41528,0.57464,0.73293,0.86608,0.95665,0.99647,0.98639,0.93687,0.86394,0.78700,0.72484,0.69191,0.69757,0.74337,0.82441,0.93051,1.04830,1.16452,1.26836,1.35371
0,0,0.33781,0.16828,0.05186,-0.00208,0.00894,0.07878,0.19367,0.33359,0.47513,0.59620,0.67873,0.71316,0.69926,0.64643,0.57165,0.49564,0.43845,0.41627,0.43857,0.50751,0.61816,0.76139,0.92508,1.09797,1.26939,1.43084,1.57471,1.69446,1.78361,1.83526,1.84292,1.80167,1.70952,1.56786,1.38325,1.16660,0.93357,0.70319,0.49542,0.33062,0.22649,0.19700,0.24978,0.38556,0.59769,0.87167,1.18715,1.51888,1.83932,2.12198,2.34299,2.48587,2.54169,2.51162,2.40550,2.24102,2.04177,1.83299,1.63812,1.47569,1.35673,1.28501,1.25628,1.26172,1.28879,1.32713,1.36801,1.40689,1.44286,1.47740,1.51249,1.54888,1.58452,1.61519,1.63487,1.63704,1.61690,1.57208,1.50361,1.41657,1.31839,1.21896,1.12849,1.05759,1.01499,1.00678,1.03565,1.09973,1.19231,1.30272,1.41603,1.51679,1.58869,1.61861,1.59687,1.51992,1.38964,1.21272,1.00198,0.77341,0.54560
0,0,-0.51807,-0.65616,-0.78460,-0.89680,-0.98530,-1.04501,-1.07230,-1.06709,-1.03320,-0.97582,-0.90334,-0.82247,-0.73987,-0.65882,-0.58007,-0.50136,-0.41841,-0.32506,-0.21580,-0.08512,0.07131,0.25604,0.47017,0.71191,0.97699,1.25902,1.54796,1.83090,2.09350,2.32077,2.49945,2.61936,2.67575,2.67007,2.61037,2.51052,2.38741,2.25972,2.14424,2.05276,1.99180,1.96122,1.95525,1.96332,1.97215,1.96853,1.94084,1.88084,1.78524,1.65647,1.50123,1.33283,1.16692,1.02127,0.91268,0.85540,0.85666,0.91770,1.03063,1.18157,1.35064,1.51599,1.65565,1.75128,1.78947,1.76434,1.67632,1.53261,1.34572,1.13094,0.90557,0.68524,0.48377,0.31052,0.17037,0.06380,-0.01283,-0.06537,-0.10036,-0.12297,-0.13591,-0.13971,-0.13289,-0.11243,-0.07566,-0.02223,0.04523,0.12178,0.19975,0.27069,0.32591,0.35887,0.36511,0.34334,0.29466,0.22167,0.12800,0.01797,-0.10537,-0.23808,-0.37712
0,0,-0.76639,-0.76284,-0.76745,-0.77973,-0.80019,-0.82889,-0.86546,-0.90882,-0.95542,-0.99936,-1.03329,-1.04849,-1.03674,-0.99181,-0.91068,-0.79535,-0.65195,-0.49093,-0.32616,-0.17273,-0.04555,0.04185,0.08122,0.06769,0.00315,-0.10609,-0.24966,-0.41471,-0.58791,-0.75676,-0.91201,-1.04657,-1.15808,-1.24591,-1.31193,-1.35839,-1.38780,-1.40206,-1.40251,-1.39055,-1.36749,-1.33602,-1.29868,-1.25949,-1.22308,-1.19235,-1.16964,-1.15490,-1.14537,-1.13580,-1.11972,-1.08914,-1.03689,-0.95781,-0.84883,-0.71024,-0.54443,-0.35710,-0.15375,0.05870,0.27568,0.49417,0.71400,0.93626,1.16432,1.40070,1.64587,1.89717,2.14671,2.38248,2.58838,2.74748,2.84365,2.86603,2.81022,2.68073,2.49043,2.25887,2.00950,1.76567,1.54657,1.36468,1.22241,1.11342,1.02330,0.93406,0.82714,0.68952,0.51569,0.30948,0.08322,-0.14549,-0.35700,-0.53516,-0.66934,-0.75698,-0.80261,-0.81614,-0.80939,-0.79369,-0.77750
0,1,-0.77799,-0.85824,-0.93780,-1.00644,-1.05251,-1.06396,-1.02985,-0.94346,-0.80222,-0.60940,-0.37499,-0.11427,0.15326,0.40690,0.62803,0.80301,0.92515,0.99507,1.02139,1.01704,0.99721,0.97526,0.96206,0.96272,0.97654,0.99859,1.02113,1.03500,1.03208,1.00746,0.95981,0.89172,0.81125,0.72890,0.65703,0.60920,0.59625,0.62617,0.70163,0.82075,0.97553,1.15369,1.34006,1.51835,1.67359,1.79392,1.87113,1.90280,1.89198,1.84604,1.77609,1.69555,1.61811,1.55583,1.51783,1.50920,1.53057,1.57923,1.64899,1.73197,1.82087,1.90837,1.98906,2.05773,2.11023,2.14284,2.15145,2.13274,2.08506,2.00965,1.91053,1.79551,1.67471,1.55863,1.45679,1.37526,1.31478,1.27255,1.24081,1.20996,1.16971,1.11211,1.03152,0.92596,0.79775,0.65147,0.49345,0.33153,0.17271,0.02371,-0.11030,-0.22518,-0.31938,-0.39315,-0.44855,-0.49035,-0.52432,-0.55715,-0.59544,-0.64394,-0.70491
0,1,0.33932,0.56660,0.80411,1.03849,1.25727,1.44909,1.60407,1.71621,1.78361,1.80859,1.79693,1.75789,1.70253,1.64190,1.58549,1.54020,1.50958,1.49236,1.48374,1.47582,1.45874,1.42189,1.35664,1.25699,1.12137,0.95294,0.75997,0.55440,0.35081,0.16419,0.00773,-0.10867,-0.17952,-0.20317,-0.18225,-0.12140,-0.02635,0.09671,0.24180,0.40336,0.57518,0.74961,0.91820,1.07136,1.19960,1.29435,1.34924,1.36064,1.32802,1.25298,1.14030,0.99533,0.82626,0.64227,0.45447,0.27588,0.12041,0.00175,-0.06870,-0.08392,-0.04356,0.04469,0.16601,0.30067,0.42685,0.52478,0.58206,0.59467,0.56936,0.52136,0.47241,0.44601,0.46189,0.53253,0.66081,0.83955,1.05208,1.27614,1.48688,1.66108,1.78003,1.83264,1.81537,1.73194,1.59169,1.40762,1.19370,0.96359,0.72953,0.50193,0.28951,0.09926,-0.06189,-0.18913,-0.27710,-0.32177,-0.32099,-0.27320,-0.17935,-0.04204,0.13320
0,1,1.23709,1.45370,1.65870,1.84566,2.01043,2.15278,2.27594,2.38551,2.49114,2.60204,2.72773,2.87520,3.04670,3.23968,3.44648,3.65613,3.85455,4.02662,4.15968,4.24160,4.26490,4.22633,4.12624,3.96950,3.76478,3.52446,3.26274,2.99451,2.73263,2.48716,2.26220,2.05687,1.86542,1.67824,1.48525,1.27770,1.05145,0.80758,0.55303,0.29965,0.06244,-0.14446,-0.30864,-0.42343,-0.48837,-0.50988,-0.50002,-0.47415,-0.44794,-0.43519,-0.44404,-0.47640,-0.52751,-0.58705,-0.64176,-0.67836,-0.68548,-0.65624,-0.58901,-0.48835,-0.36262,-0.22296,-0.08150,0.05178,0.16993,0.26976,0.35199,0.42155,0.48470,0.54965,0.62229,0.70677,0.80379,0.91027,1.02082,1.12711,1.22037,1.29247,1.33666,1.34960,1.33062,1.28145,1.20601,1.10923,0.99653,0.87307,0.74353,0.61236,0.48421,0.36450,0.25947,0.17608,0.12134,0.10144,0.12118,0.18310,0.28683,0.42872,0.60323,0.80235,1.01667
0,1,2.54365,2.50345,2.41725,2.28774,2.12155,1.92731,1.71595,1.49891,1.28626,1.08835,0.91345,0.76829,0.65884,0.58946,0.56366,0.58311,0.64865,0.75925,0.91197,1.10215,1.32412,1.56976,1.83061,2.09573,2.35298,2.58941,2.79099,2.94391,3.03606,3.05872,3.00863,2.88757,2.70481,2.47524,2.21768,1.95232,1.69851,1.47244,1.28371,1.13720,1.03107,0.95964,0.91551,0.89004,0.87606,0.86844,0.86369,0.85861,0.85021,0.83606,0.81226,0.77616,0.72689,0.66518,0.59524,0.52310,0.45608,0.40102,0.36335,0.34531,0.34586,0.36085,0.38415,0.40868,0.42751,0.43563,0.42935,0.40775,0.37253,0.32700,0.27609,0.22553,0.18069,0.14609,0.12389,0.11542,0.11987,0.13517,0.15936,0.19218,0.23377,0.28725,0.35585,0.44326,0.55190,0.68145,0.82815,0.98608,1.14795,1.30687,1.45679,1.59655,1.72672,1.85010,1.97031,2.08939,2.20700,2.31869,2.41765,2.49404,2.53867
0,1,-1.19366,-1.16422,-1.08012,-0.94055,-0.75192,-0.52632,-0.27995,-0.03127,0.20164,0.40344,0.56257,0.67230,0.73098,0.74102,0.70758,0.63676,0.53526,0.40827,0.26076,0.09680,-0.07955,-0.26248,-0.44500,-0.61799,-0.77036,-0.89010,-0.96532,-0.98563,-0.94235,-0.83049,-0.64900,-0.40150,-0.09746,0.24889,0.61839,0.98951,1.33993,1.64851,1.89832,2.07684,2.17708,2.19774,2.14146,2.01395,1.82444,1.58469,1.30844,1.01285,0.71686,0.44064,0.20345,0.02150,-0.09473,-0.14161,-0.12354,-0.05250,0.05411,0.17605,0.29372,0.39151,0.45956,0.49571,0.50315,0.49035,0.46777,0.44521,0.43015,0.42713,0.43748,0.45978,0.49140,0.52848,0.56700,0.60124,0.62439,0.62849,0.60495,0.54666,0.44829,0.30909,0.13314,-0.07091,-0.29031,-0.50955,-0.71295,-0.88670,-1.02016,-1.10672,-1.14604,-1.14262,-1.10537,-1.04811,-0.98534,-0.93234,-0.90133,-0.89977,-0.92913,-0.98445,-1.05465,-1.12421,-1.17605
